Index,Clue,Solution,Spaced_Solution,gemma_predicted
14203,Cleaner copies including past papers,coldcream,cold cream,container
74224,Worry about horse slaughter,carnage,carnage,container
54062,Signified by inserting negative in Act,denoted,denoted,container
28030,"Doctor, one breaking smart fellow's chemistry apparatus",alembic,alembic,container
22581,Water drowned second biblical brother,esau,esau,container
22983,Surgeon given sixpence outside the theatre,trepanner,trepanner,container
121769,Yellow streak will put celebrity status out of order in time,dastardy,dastardy,container
49010,Relative gives away article free,untie,untie,container
93780,"Bill wears Sikh wedding rings, hard in a Muslim land",bangladesh,bangladesh,container
573,"Faithful, but getting new man into bed",constant,constant,container
10902,Cheap accommodation always in part of journey,steerage,steerage,container
63379,Fish seems to be right in the light,bream,bream,container
108160,"Inexpert folk, handicapped, retaining unknown name",laymen,laymen,container
111080,Noise inside gear when travelling,riding,riding,container
7301,Angry outburst from one stuck in traffic,tirade,tirade,container
130849,Inadequate lavatory in filthy place,scanty,scanty,container
15464,Girl turned over one in the grass,sisal,sisal,container
23145,Sharp taste rolled around centre of mouth,astute,astute,container
114103,Book Nine in academic citation,donquixote,don quixote,container
50323,Peg will see about soldier getting back,spigot,spigot,container
127587,"In running for cover, lesbian freely admits ""game up""",insurable,insurable,container
134593,Cold island imports temperature,stark,stark,container
31228,Directions are in the mail for making a warming winter drink,posset,posset,container
21423,Beast about to catch girl - not fair!,brunette,brunette,container
9774,Kangaroo eating large loaf,bloomer,bloomer,container
70974,Humble cleric taking me to heart,demean,demean,container
67206,Bird is injected with thiamine,ibis,ibis,container
62043,"Note circling reptile is a threat, in the main",uboat,u boat,container
71737,English naval officer is about to impress,commandeer,commandeer,container
105218,Directions limiting poet producing epic verse,epopee,epopee,container
95116,Primate admitting self-elevation is the highest point,apogee,apogee,container
137457,"Poor Billy, regularly infested with moth",beggarly,beggarly,container
119800,A spinner's short period in work,gyro,gyro,container
46277,They do up house: home counties housing spikes,shoelaces,shoelaces,container
1792,"Plane perhaps hijacked by buccaneer, turning back",tree,tree,container
111215,Parson first in seat to see what's coming,preview,preview,container
76959,Nothing less holds nothing threatening,ominous,ominous,container
127854,Former partners keep pamphlet of selected passages,extracts,extracts,container
104569,Prepared to pass through study,readied,readied,container
55717,Make annoyed and angry about unfinished ceremony,irritate,irritate,container
81603,Unfeeling male absorbed in the nitty-gritty,numb,numb,container
73538,Smack around side of face: buzz off!,clearout,clear out,container
54350,Writer goes round stone consumer's place,bistro,bistro,container
107398,Force occupants of central Venice to be displaced by macho types,vehemence,vehemence,container
46677,Screw going round prison in fear,panicky,panicky,container
16962,"Most insignificant little bird circling European river, endlessly rising",tiniest,tiniest,container
54089,"Going round by word of mouth, part gets assimilated",orbital,orbital,container
116756,Upending Brad in a barrel is courageous,valiant,valiant,container
121689,A king given independence in new surroundings is a bit odd,freakish,freakish,container
24565,Hear about a new type of pen without getting excited,tranquilly,tranquilly,container
119271,Meat Hazard placed in trap,griskin,griskin,container
109281,Drive around in carriage with zeal,fervidly,fervidly,container
63155,"Perishes, without help, from illness",diabetes,diabetes,container
57658,"Sign of something wrong with performance? See about that, just!",exactly,exactly,container
22728,"Checked in, in a rush",reined,reined,container
127164,Time in replicated environment provides excitement,stimulation,stimulation,container
71619,One caught by the actual crime,thievery,thievery,container
13974,It was created with latitude in the scriptures,world,world,container
61074,Happen to see bird nesting as resident,occupier,occupier,container
95092,"Having ensnared male, sexy cuddles on the agenda",scheduled,scheduled,container
63169,Attractive catch in illusionism,magnetic,magnetic,container
46189,Philosopher passing through American Customs,usages,usages,container
84221,"Bottle company prompt, coming about midday",courage,courage,container
81856,Poster plugging good show is boasting,bravado,bravado,container
111133,Fruit getting stuffed with date and walnut toppings for tellers of tales,oldwives,old wives,container
50977,In favour of accepting a pound in coin,florin,florin,container
123823,Rejects chipped plate with pasty in it,disallows,disallows,container
76829,Stays if made content,satisfy,satisfy,container
5641,"Winds about, missing the German ways",means,means,container
79354,"Female in a feeble way in sultan's place, in need",womanish,womanish,container
29728,"Poem, say, inscribed in cathedral",elegy,elegy,container
117222,Monsters out of hospital go to fatherland,wales,wales,container
57663,Go through childhood with small gang of people around,growup,grow up,container
110364,"Something online for minors, I say, drinking liquor",choochoo,choo choo,container
113959,"Essay penned by school square, a killer",strychnine,strychnine,container
104392,"Vicious in a swarm, moreover",besides,besides,container
52548,One accepts student as dim,unlit,unlit,container
133404,Cherish men forgoing male hour during function,enshrine,enshrine,container
71078,Nothing can interrupt drink and drug,aloe,aloe,container
87795,Tonic for yuppie flu found in truck,pickmeup,pick me up,container
16759,Letter from Greece about favoured animals,rhino,rhino,container
66546,Rubbish government consumed by nastiness,bilge,bilge,container
89334,Caught amid whimsical manoeuvre,jockey,jockey,container
14131,Suitable belief accepted by primate,apposite,apposite,container
21851,Pick boundaries for lake district environs,selection,selection,container
138255,"Like English chaps in financial difficulty, in shame",debasement,debasement,container
52453,Understand about opening heart in solemn procession,cortege,cortege,container
71966,"Drive first person boarding cleaner, low-level transport",pushchair,pushchair,container
34960,Guarantee securing a boy for a limited period,seasonal,seasonal,container
118295,Thinks the current recession splits friends,meditates,meditates,container
65352,Aim to skirt centre of Manchester after all,intheend,in the end,container
101378,Wrongdoing concealed by angry criminal where lawyers abound,graysinn,grays inn,container
74120,A province with street harbouring cunning freedom fighter?,anarchist,anarchist,container
139585,Japanese game is uplifting when astride pig,shogi,shogi,container
7090,"Miserable miss, on reflection, breaking engagement",desolate,desolate,container
63262,Helpful having fluorine in the water,ofuse,of use,container
134039,"Agreed it's forged, detectives admitted",coincided,coincided,container
7060,"Shown the way in, as well, in Spain",toledo,toledo,container
103054,United Nations upholding a role for American statesman,utahan,utahan,container
99308,Tiny distance covered by which bird?,whinchat,whinchat,container
135048,Guts shown by couple turning and smothering last of fire,duodena,duodena,container
7355,London university splitting noble gas particle,nucleon,nucleon,container
139050,Not at home during quiet quarter,south,south,container
50399,Wait under a second with the eyes of an optimist,starry,starry,container
66633,A painful condition oppresses one rodent,agouti,agouti,container
43447,Point to a hundred in stock that's prolific,fecund,fecund,container
7916,Ignore alarm bells echoing in error,sleepin,sleep in,container
61682,American thug pinches Nintendo console for child,godson,godson,container
8033,Plain tart takes in Romeo's look,prairie,prairie,container
75425,"Reached high to marry, taking in royalty",towered,towered,container
54837,"Doctor having admitted crime, it's curtains for him!",draper,draper,container
62087,Animosity about responsibilities is concerning rogues,picaresque,picaresque,container
85318,Crowds turning up for play about love,troops,troops,container
114810,Relative beings from an edge of space bounded by locators,sisters,sisters,container
128642,"Emits gas skyward, securing incomplete image of sports icon",steffigraf,steffi graf,container
12734,"Panic, being about a hundred short",scarce,scarce,container
69809,Teach development in the glen,enlighten,enlighten,container
79037,Can active culture protect against disease?,vaccinate,vaccinate,container
87103,Convict surrounded by a stack of booty,pillage,pillage,container
103666,Lots of storage needed when Ms Roslin moves into French accommodation,gigabytes,gigabytes,container
21701,Book in first-class accommodation for one in opposition,anti,anti,container
27085,Very pretty is Peg when carrying little weight,twee,twee,container
22962,The Castilian comes into part of the story,relation,relation,container
74518,Soldiers authorised to appropriate a vehicle - and appropriate's the word for it!,relevant,relevant,container
84417,Sound of crew receiving nowt?,moan,moan,container
85266,Model is bashful grabbing a pee,copy,copy,container
123776,Steal work left during work period,shoplift,shoplift,container
57601,Animal makes nest in rubbish,rodent,rodent,container
54707,Cover for beast that eats cooked hams,yashmak,yashmak,container
27169,Make certain of result by capturing rook,ensure,ensure,container
91518,Bridge player takes smack that's most pure,whitest,whitest,container
112618,Allen losing everything in Sin City,venice,venice,container
55582,Diligent couple welcoming Lawrence to the States,duteous,duteous,container
76166,Prejudice exists to break up a masterpiece,ageism,ageism,container
65112,Death of parent touring Peru,reaper,reaper,container
40949,Shade round bottom of willow tree,rowan,rowan,container
120945,Conflict taking month to heat up,warm,warm,container
17095,Place where no one tense is put up,situation,situation,container
43581,"Cry from wolf, perhaps, breaking gate",entreaty,entreaty,container
104171,Poet's written about return of Irish hooligan,larrikin,larrikin,container
70663,I wave - interrupting myself with skill - to show no chance of leaks,impermeability,impermeability,container
117563,Primate includes a bishop in blessing,baboon,baboon,container
33680,Agent without sleep is irritable,snappy,snappy,container
35458,Endless Soviet labour camp fenced by stake with spikes,angulate,angulate,container
16319,Islander gutted coastal town,briton,briton,container
81877,"Journos, gathering in loose ends, raise them in anger",hackles,hackles,container
13481,Abuse found in rapid dispensing of drugs,pharmacy,pharmacy,container
13035,Bound to put small amount in hat,limited,limited,container
45571,Laments about flowers for virtuous statues,plastersaints,plaster saints,container
3200,A foot of water in the diocese,spondee,spondee,container
60472,Councillor that is protecting main character in Miami Vice,crime,crime,container
49189,Girl came in to study the weapon,cannon,cannon,container
55307,Sadness in love in some ways,pathos,pathos,container
70427,Fatherly friend swallows a tear,parental,parental,container
15239,It's carried on a sleigh (wherein is a joke),luggage,luggage,container
17091,Upset about head of family one's butted?,rifle,rifle,container
92006,Company importing wine is manageable,plastic,plastic,container
5752,"Most respected member, female poet entertaining you",doyenne,doyenne,container
65442,It's pinned to hold in fabric,grenadine,grenadine,container
141335,"Create difference, namely in refereeing scandal?",variegate,variegate,container
139094,"Rich man making appeal for help, having hoarded gold",soros,soros,container
57065,UN quits panel sitting in judgment of a group,tribal,tribal,container
12537,Make allowances when catching the tube,catheter,catheter,container
58833,"In the stretch between wings, a sole player",thespian,thespian,container
121204,"Universal fighter in imaginative work, Asia's missing pest controller",fumigant,fumigant,container
33279,Captain is first into bed,pilot,pilot,container
90495,"They're here, being inexperienced in the ATS",attenders,attenders,container
71891,"Father in pain, but brave",apache,apache,container
44521,"Cut inside out, including first chapter",incised,incised,container
12896,Adult taken in by party game,snap,snap,container
83720,Dancer to see in uniform,salome,salome,container
13482,Drug provider causing fast internal damage,pharmacy,pharmacy,container
34947,Meal inside the German hotel,dinner,dinner,container
3354,English associate adopts an issue,emanate,emanate,container
137986,Be inclined to keep work of the highest quality,topend,top end,container
102660,Politician with burst ulcer getting out of crush,crumple,crumple,container
20350,Space to include afterthought on one line over letter,epsilon,epsilon,container
103019,Smirked before getting taken outside,leered,leered,container
139048,Desolate portrait painter holds on,lonely,lonely,container
140509,Foxy Liberal secured for Strictly,slavishly,slavishly,container
67897,Lied about a king's garment,sarong,sarong,container
109040,"Conceals in hand, holding second book of verses",psalms,psalms,container
109953,"Foot I test out, trapping two balls?",tootsie,tootsie,container
82109,Came across a can containing nothing in the bottom,foundation,foundation,container
109800,Chief designer admitting resistance to shock treatment …,director,director,container
124475,Decisive defeat with terrorist group at first in poor spirits,rotgut,rotgut,container
14785,Article about soldier's figure,three,three,container
77439,Gubbins the church brought in for limiting population,contraception,contraception,container
82772,Explosive individual in explosive situation off the coast,thesolent,the solent,container
42374,Excited about nothing? That's a laugh!,hoot,hoot,container
44670,Meeting of opponents in choice setting,plenum,plenum,container
82599,Merseyside Blues become green in time,everton,everton,container
61990,Girl taken in by scholar's miraculous food,manna,manna,container
122645,Nordic person catches an extra fish,finnan,finnan,container
115979,Prospector keeps sick retailer,milliner,milliner,container
71111,It's cunning to carry a weapon with a loud noise,stridently,stridently,container
47608,Informer keeps president absorbed,rapt,rapt,container
41044,Sound made by soldier entering hostelry,logical,logical,container
39386,Makes financial provision on getting bad news about party,endows,endows,container
32773,Settled group covered in embarrassment,resided,resided,container
52696,Discover ruffian keeps right in front of the fire,hearthrug,hearthrug,container
58680,Home established in primitive setting with determination,earnestly,earnestly,container
55455,Tame animal - it is eaten by wild one wanting food,appetite,appetite,container
24542,"Flower, European, containing odd bits of blue receding",danube,danube,container
115372,Obscene play - interrupt endlessly,prurient,prurient,container
1134,Worker accepted Lawrence before becoming a fan,adherent,adherent,container
72813,Butcher eating right seafood,krill,krill,container
66417,Put down action restricting newspapers,depressed,depressed,container
57932,One in a row put in dries out,disputer,disputer,container
51436,Richard about to drop a brick from crane,derrick,derrick,container
135242,Many a servant wants to hold you back,lackeys,lackeys,container
115225,Fuss about drink - situation causing disapproval?,arumdo,a rum do,container
58079,Jocularly feared? Jocularly killed's about right,dreaded,dreaded,container
130032,Bean you are told to put in liqueur,curacao,curacao,container
118835,"Presiding officer, a Marxist, driven round in car",moderator,moderator,container
138930,"Plucks out, at last, name amongst sporting partners",twangs,twangs,container
114302,Country put in a word of thanks for foreign capital,tirana,tirana,container
100749,Roman leader's watching out for Roman poet,virgil,virgil,container
61652,Ring road goes round a kiln,oast,oast,container
125182,Be involved with a lot of time put into unfinished machine,engagein,engage in,container
103977,Journalists in house taken up as recruits for the navy,impresses,impresses,container
95274,Jailed Liberal group?,clan,clan,container
5601,Maintain penniless specialist,exert,exert,container
73737,Setter withdraws; Berber remains,embers,embers,container
120101,Waterside bird going unsteadily around end of pond,reedling,reedling,container
62128,Saving firm beset by money trouble,economy,economy,container
137279,Revered former editor pinching a large journalist's bottom,exalted,exalted,container
103517,Shanty about popular salt?,seasoning,seasoning,container
12739,Having clear head in panic is unusual,scarce,scarce,container
86561,"Liberated, topless and hot, embraced by one who pulls hippie type",treehugger,tree hugger,container
108483,Reserves have to practise during breaks,restraints,restraints,container
112949,French university in German city's resentful about it,sorbonne,sorbonne,container
30914,Passage taken from book unless grabbing reader at the start,excerpt,excerpt,container
92929,Elizabeth I's favourite beer in curtailed privilege,raleigh,raleigh,container
137810,Shifty of you French to pinch Naomi's bottom,devious,devious,container
8523,I keep a number of lawyers from Prohibition,embargo,embargo,container
38626,"Round, with brains in colour, not straight",oblique,oblique,container
5428,Finished in a state between Scylla and Charybdis?,endangered,endangered,container
78155,Something fishy leads to warning about air trip,caviare,caviare,container
112584,Offered and was inclined to embrace soldier,tendered,tendered,container
105988,Unaware of nice mess in egg container,nescient,nescient,container
124311,Men taking the bait and ringing,orbiting,orbiting,container
43804,"It's a capital living, admits one leading jockey",beijing,beijing,container
28437,A case of silence stifling passion,sheath,sheath,container
96141,A measure adopted by prince of the blood,haemal,haemal,container
84685,"George Orwell and Colette finally breaking even, which produces a high note",flageolet,flageolet,container
140446,African people go off into depot,barotse,barotse,container
74584,Diva cries about article,callas,callas,container
29525,Fellows entering into a welcome correspondence,agreement,agreement,container
135527,Gardner is hugged by admirer in plant,favabean,fava bean,container
129908,Therapist of the nose? Pay attention to include wise report about that,psychoanalyst,psychoanalyst,container
37465,What's gloomy about me - I can't concentrate,dreamer,dreamer,container
135701,Leaked info set back work during disputes,tipoffs,tip offs,container
45234,Draw sleek creature in lovely shell,lottery,lottery,container
128742,A radio personality in a hairstyle that's a mess,abadjob,a bad job,container
26632,"Bishop drinking whiskey with solver, unemotional",dryeyed,dry eyed,container
22563,Greek captured by wanton scoundrel,rogue,rogue,container
54349,Way out writer in French restaurant,bistro,bistro,container
72395,"Sage, I'm sorry to say, comes back around six",salvia,salvia,container
99858,Column of Dutch sheep?,newel,newel,container
67831,Reel drunkenly in game lacking spirit,cheerless,cheerless,container
24369,Experts attempt to incorporate new blood,ancestry,ancestry,container
84007,Refusal to include pollarded tree in mock sea battle,naumachy,naumachy,container
72899,"Look in the bin, to wit, to get one's own back",scavenge,scavenge,container
4624,Roundhead boarding weary compiler's boat,trireme,trireme,container
68820,"Descartes seen outside clinic, half-shattered, needing rest",recline,recline,container
29936,Communist receives a caution over Socialist fortune-tellers,tarotcards,tarot cards,container
73739,Cavalryman turns back without thinking about us,hussar,hussar,container
30843,"Paddy takes it, being small",petit,petit,container
110483,Blend includes art arranged in rectangular array,matrix,matrix,container
58232,Turn evil during temperance drive by New Labour?,modernisation,modernisation,container
64335,"Rope, look, tethering donkey",lasso,lasso,container
9137,Force hospital into consortium,thrust,thrust,container
119364,Where top artists seek inclusion with nude?,intheraw,in the raw,container
21240,"The rock of ""rock, paper, scissors"" keeps right on top",first,first,container
12824,Charlie leaves boat for shrine,oracle,oracle,container
122095,"Solicitor nabs service people, securing title in contest",tournament,tournament,container
1219,Juliet's town is not on for her,vera,vera,container
21003,Insect burrowing into straight banana,plantain,plantain,container
20182,Skin disease going around English riding school,manege,manege,container
9485,It's an effort to go round Waterloo with it,trendy,trendy,container
96325,Swirling mist hides the way forward,immodest,immodest,container
93475,Smirks about power of social outcasts,lepers,lepers,container
16414,Nasty skin complaint through sprawling outside,bitchy,bitchy,container
73202,Falsely accused by FBI man about crash,framed,framed,container
115234,Excessive praise about Edward at university starting course for mature students,adulteducation,adult education,container
104625,Boy from the West in Scottish burgh,edwin,edwin,container
123401,Spicy stuff to read outside pub before lunch,cinnamon,cinnamon,container
43593,Like beauty of a sort with ooze about it,skindeep,skin deep,container
107689,"Politician, during progressive period, is acquiring intelligence",reconnaissance,reconnaissance,container
37564,Miracle drug for backside in trouble,elixir,elixir,container
7968,"A powerful man, the ambassador makes a pronouncement about cold",hercules,hercules,container
65680,Belief about view endlessly increasing,crescendo,crescendo,container
38417,"Refuse to ride horse, using whip",thrash,thrash,container
102956,Individual giant houses for Renaissance man,titian,titian,container
9206,"Continent, not island, shortly to be put in geography book",atlantis,atlantis,container
4790,Beefy type crosses state to find gem,onyx,onyx,container
124445,Began to wriggle around in truck,loganberry,loganberry,container
126215,Hot glow of anger in experience with BA?,firelight,firelight,container
40719,Secretary in the States is a sap,upas,upas,container
70011,Vulgar American four entertained by their President no longer,abusive,abusive,container
45410,A number observed outside happening,seventeen,seventeen,container
57257,Labour to keep arbitrator in clover,trefoil,trefoil,container
80682,Left in peace at a square in Madrid,plaza,plaza,container
60885,Plan to secure new role is adequate,tolerable,tolerable,container
122333,Sweet things in book collection most delightful,nicest,nicest,container
12474,Responsible for what's inside fuse,behind,behind,container
52202,"Brought up changes to delete, outlining state",elevated,elevated,container
61366,Flinch from having bell in church,cringe,cringe,container
1970,"Primate swallows vegetables to satisfy hunger, perhaps",appease,appease,container
2724,Frail insect eating a single document,flimsy,flimsy,container
85826,Grass home for d-devil housing an explosive,indianhemp,indian hemp,container
45774,Fliers distributed; sheet contains mockery,persiflage,persiflage,container
117667,"Moan, if drink's drunk hot",whine,whine,container
45657,Artist twice entering dock,cubist,cubist,container
131162,"Digit's good, dividing number reportedly better",forefinger,forefinger,container
116658,Is card between pair of diamonds swell?,distend,distend,container
8739,Gather there no getting out of hell,infer,infer,container
141937,Place vessels around large plot,layplans,lay plans,container
107597,"They grip food, both hands stuffed inside edges",pliers,pliers,container
142221,"Having coat on boat, catching river fish",mackerel,mackerel,container
141187,A king boarding plane that's less reliable,flakier,flakier,container
7682,Stake fixed by partners in French city,nantes,nantes,container
84399,"One saving another animal, implanting organ",deliverer,deliverer,container
20821,"Midge swallowed by medic, an artist",durer,durer,container
87715,Doctor maintained by benefit gets an easy ride,doddle,doddle,container
79361,Tenor's heart evident in doleful lament,monody,monody,container
68454,Bit good to split seed with first of tools,segment,segment,container
64611,Performed by singers restraining novice with a sedative,chloral,chloral,container
91258,Fruitcake's quality was keeping cows in gas,wackiness,wackiness,container
139161,"What you might need, when at first you spot wasp in apartment",flyswat,flyswat,container
31814,Coward takes in catch coming back in the Med,lebanon,lebanon,container
63445,Family member that's wearing glasses,species,species,container
48057,Silver in heavenly ornament,astragal,astragal,container
50596,Green fabric bags I almost go crazy about,ecological,ecological,container
85528,Priest holding bird's bone,femur,femur,container
139761,In favour of US president sacking Democrat,for,for,container
67491,"Old god not entirely into dance, a wasted evening?",boozeup,booze up,container
114950,Large area runs round European court,hectares,hectares,container
139973,"What solicitor did, brought in to defend international group",importuned,importuned,container
97755,Girl's call about fruit,cherry,cherry,container
89985,Avoid bog in river crossing,forfend,forfend,container
98134,"Fish to go off course, one no good getting caught",stingray,stingray,container
8449,"Kind of bun, besides, being dunked?",chelsea,chelsea,container
90758,Time in ugly retreats,hideouts,hideouts,container
53347,Period of trouble keeping control of image,april,april,container
132622,Doc embraces member backing eastern chum,comrade,comrade,container
125566,Upset Poet Laureate during illness,displease,displease,container
110875,Loan sharks supply drug addicts around the city,usurers,usurers,container
77923,A doctor full of filth - potential abuser of patient?,admirer,admirer,container
22005,Old poser showing bit of leg accepting money for kiss,sphinx,sphinx,container
7467,Pin prick finally punctures needlewoman,skewer,skewer,container
26276,"One given bird, gripped by desire for string of offences",crimewave,crime wave,container
52308,What's distressing volunteers protecting room full of gold?,trauma,trauma,container
8032,"Couple have right to seperate, that's plain",prairie,prairie,container
134994,Louisianan prison guards just reduced by half,cajun,cajun,container
140110,Newspaperman about to participate in challenge,dacre,dacre,container
84863,FBI agent holding rule to be unsound,flawed,flawed,container
74773,Scientist is sick in basket,boffin,boffin,container
5211,Crack very visible in bottom of shoe,solve,solve,container
118552,"Bloody woman holding heads of people and lowering beneath river, perfect",exemplary,exemplary,container
20318,Movement of man in hazard,andante,andante,container
92371,"Note bum note, including note right now",atonce,at once,container
75363,"Melodious piece of English used in Peterborough, formerly",songlike,songlike,container
103454,Arab channel now received in smart part of London,wadi,wadi,container
123079,Capital overly protecting the state,tokyo,tokyo,container
41874,Charge again to see large duck in show,reload,reload,container
70444,Preserve weapon a boy found in Eastern state,marmalade,marmalade,container
118536,New student's missing father somewhere in Surrey,esher,esher,container
15226,"Canal worker, one doomed to carry fallen idol?",gondolier,gondolier,container
54103,Girl putting screen round painting,grisaille,grisaille,container
67522,Contract put away during evaluation,treaty,treaty,container
106569,"Society girl embraces friend, a noted fellow",schumann,schumann,container
72680,Very important to make everybody sing about a mad man,worldshattering,world shattering,container
32410,People accepting alternative hypothesis,theory,theory,container
124889,Ring in copper polished and protected,cushioned,cushioned,container
20034,Orthodox geometrical adjective describing a cardinal point,canonical,canonical,container
124294,Nothing wrong in displays - things just seeming to be wrong?,paradoxes,paradoxes,container
12257,Portion of object found in article,tithe,tithe,container
133411,Safe container for tungsten alloy,pewter,pewter,container
77134,"Country reflected in outskirts of Brasilia, South American capital",bogota,bogota,container
10628,Solitary individual caught between opposing sides,loner,loner,container
37802,"The top pub in the place, perhaps",pinnacle,pinnacle,container
122407,Red colouring of Minnelli caught in unexpected rain,alizarin,alizarin,container
105154,"European seen in London club, a place that attracts many",mecca,mecca,container
36107,A poet penning nothing on a ship,aboard,aboard,container
75470,Prevent Alan forsaking star,debar,debar,container
97615,Bloody beautiful woman secures ring,venous,venous,container
4335,Cleric rejecting company of cleric,dean,dean,container
38543,Height of land round ancient city,stature,stature,container
127470,Chain Hitler's men required to restrain old comedian,starbucks,starbucks,container
129294,"Funny man provides wine, holding party in Africa",hancock,hancock,container
59575,"One lacking love and pain, sitting in a home",nesting,nesting,container
128049,"Mistakes turning up - cold, horrible Geri splitting band",spicegirls,spice girls,container
34978,Advance warning about the foreign taste,predilection,predilection,container
51282,English lad gathers new wood,ebony,ebony,container
5737,Sailor bitten by little rays,starlight,starlight,container
104335,Graves possibly enveloped by endless lament in Washington or Berlin,irving,irving,container
32874,Sailor entertains son for emperor,tsar,tsar,container
16670,A shark is certain to be found in the city,usurer,usurer,container
131187,Scotch queen protected from displaying facial hair,whiskery,whiskery,container
128168,Private doctor comes in this month,inmost,inmost,container
108952,Rose drove quickly round the rabble,sprouted,sprouted,container
95344,"Cringe to be in debt, going into credit",cower,cower,container
106256,"Trusted friend's name appearing in end of Act I, possibly",confidante,confidante,container
108069,A number return into stronghold in the van,foremost,foremost,container
14900,Refined individual in Holland cleared out,honed,honed,container
50630,Rapid rise in high spirits - blackleg almost taken in,escalation,escalation,container
1150,He will be embraced by wildly ardent disciple,adherent,adherent,container
51326,The bloke's embracing crossword setters' voluptuous women,houris,houris,container
133270,Silent hiding place for pipe,musette,musette,container
129967,Kit appears in show with animals - he's no friend of Othello,roderigo,roderigo,container
48839,Beer is consumed in passageway,aisle,aisle,container
131944,They combine in angry speeches about energy legislation,reactants,reactants,container
