Index,Clue,Solution,Spaced_Solution,gemma_predicted
78366,Factory philosopher,mill,mill,double definition
117834,Order a course,sequence,sequence,double definition
46683,Where Horatio asked for the kiss of death?,trafalgar,trafalgar,double definition
74952,Made up a number,composed,composed,double definition
108257,Be punctilious having to get back for the fish,stickle,stickle,double definition
77048,Deliver a blackbird,bowl,bowl,double definition
78770,Uncalled for correspondence,deadletter,dead letter,double definition
1543,Community to pay workers overtime,settlement,settlement,double definition
1478,Snick a boundary,edge,edge,double definition
75508,"A day in dopey stupor, endlessly like t-h-i-s?",spacedout,spaced out,double definition
28758,"A stroke by a batsman going for a run, perhaps?",ondrive,on drive,double definition
98043,Occasion to eat a piece of cake,picnic,picnic,double definition
77843,Sailors sought by TV producer,ratings,ratings,double definition
121029,Sydney's landmark before building works?,operahouse,opera house,double definition
102328,Not even a soldier,irregular,irregular,double definition
72759,"To be lying here, it's serious!",grave,grave,double definition
32745,A-class grass,alfa,alfa,double definition
44642,How ill was the reviewer?,critically,critically,double definition
88477,"To the bride', perhaps, in German (Browning)",toasting,toasting,double definition
30462,It's supposed to prevent travellers' bags getting in a snarl-up,bfcycleclip,bfcycle clip,double definition
64648,Spare fire,letoff,let off,double definition
32909,Be nippy? Not a lot!,dash,dash,double definition
53033,Said to be the story's end,tail,tail,double definition
14106,"Not wanted at the feast, best left in the cupboard",skeleton,skeleton,double definition
10926,Act as an agitator and get jail,stir,stir,double definition
104766,Spike has doll that is missing,barb,barb,double definition
6110,Close check,stop,stop,double definition
40179,Peculiar game,rummy,rummy,double definition
25486,Violinist's private room,bower,bower,double definition
34853,He designed a water container,adam,adam,double definition
57863,Carry on in summary fashion,resume,resume,double definition
96014,Sharp stone for the remaining persons,alltherest,all the rest,double definition
50761,"Telephone bell starting off, but not so loud",lower,lower,double definition
109072,Something dentist may have to do with lineage,extraction,extraction,double definition
123726,Vegetable essence,marrow,marrow,double definition
93892,Solid grasp of company case?,firmgrip,firm grip,double definition
8968,What's got out of bed?,rose,rose,double definition
10829,Religious house is too much for this priest,abbe,abbe,double definition
114956,"Exciting book, ""The Musician's Aide""",pageturner,page turner,double definition
33947,Law suit finally disposed of - for a figure,statue,statue,double definition
74212,"What maintenance staff should do at points, etc",checkrails,checkrails,double definition
103221,One seen in a hanging basket?,balloonist,balloonist,double definition
38183,Monster fish,troll,troll,double definition
18838,Danger for sailors in popular music,rock,rock,double definition
101788,West Indian play groups,steelbands,steel bands,double definition
13695,Grim prospect for yachtsman trying to catch rival,stern,stern,double definition
27162,Books for more than one opera,libretti,libretti,double definition
82252,Bit of a gut for Goon (pronounced),caecum,caecum,double definition
8270,Safe place to let out the clutch?,nest,nest,double definition
52928,Regulated state - alternative to Red Revolution?,order,order,double definition
84492,Quarryman's key picked up,miner,miner,double definition
131897,He takes obstacles in his stride,hurdler,hurdler,double definition
39535,Devil's tie?,deuce,deuce,double definition
53980,Setting maybe at Watford Gap?,milieu,milieu,double definition
100802,Footwear hamper,clog,clog,double definition
64869,"Tender, relatively speaking",sister,sister,double definition
66402,Governor that entertained PM once,north,north,double definition
17537,Run one of the film crowd,extra,extra,double definition
123097,"It's unhealthily damp but not too confined, as they say",rheumy,rheumy,double definition
11501,What Cupid bears audibly for lover,beau,beau,double definition
93618,Red-hot stuff,cayenne,cayenne,double definition
141286,Work units heard of in Holland,joules,joules,double definition
29573,The kind of Constable that's out of the ordinary,special,special,double definition
90612,Compellingly kind,obliging,obliging,double definition
23967,It's probably not steam and possibly not electric,oldiron,old iron,double definition
60725,Traffic hazard could be sinister,bend,bend,double definition
63370,"A show-off, the bounder",prancer,prancer,double definition
63299,"Lacking respect, notwithstanding",regardless,regardless,double definition
16884,A lawless thief: I was once one myself,pirate,pirate,double definition
116114,Sporting barrier that generates pots?,backstop,backstop,double definition
23944,Sounds like place is an eyesore,sight,sight,double definition
85188,"An equal to Earl Peel, the last of the shire",count,count,double definition
90916,Fly biting,sharp,sharp,double definition
60138,The old starting signal falls without delay,atthedropofahat,at the drop of a hat,double definition
57018,Silence in jail!,shutup,shut up,double definition
391,Food item for one's heart-throb,pulse,pulse,double definition
79976,Post of interest,stake,stake,double definition
107087,Lots of money given to fools,masses,masses,double definition
122860,Issue not raised naturally,adoptee,adoptee,double definition
64292,Agree the score,tally,tally,double definition
135159,The very thing I do?,oneandthesame,one and the same,double definition
49676,"Lancashire dish, one to produce a tricky problem",hotpotato,hot potato,double definition
72527,Where to find chaps undressed?,bath,bath,double definition
133193,"Thud may be heard, but not on a rug down there?",onomatopoeia,onomatopoeia,double definition
101910,Cut grass?,awn,awn,double definition
32760,Letter delivered with a becoming conclusion,delta,delta,double definition
119662,Marathon in which we are all dead?,longrun,long run,double definition
65354,Charges for original film shots,rushes,rushes,double definition
7095,Fellow of no practical use?,academic,academic,double definition
23111,Very verily,really,really,double definition
98393,"It's not cheap, making legal documents sound",ritz,ritz,double definition
77941,You'll be lost without these,bearings,bearings,double definition
42893,Young man inexperienced with a gun,colt,colt,double definition
55756,Seize an egg collection,clutch,clutch,double definition
53018,Insure sign?,underwrite,underwrite,double definition
93905,Singular Anglo-Saxon orientation,attitude,attitude,double definition
42960,Sweet lumps on hat,gobstopper,gobstopper,double definition
138426,Who would bother a runner?,harrier,harrier,double definition
95618,Yank involved in weightlifting,jerk,jerk,double definition
49096,"A favourite of ""Gardeners World""",cosmos,cosmos,double definition
87026,Lightweight worker in goods packing?,boxer,boxer,double definition
28177,Disunity shown in the former Yugoslavia?,split,split,double definition
113631,One is better out of it,sickness,sickness,double definition
109664,One expecting to hear broadcast,heir,heir,double definition
106448,What may be spoilt by daisies and big rats?,supergrasses,supergrasses,double definition
98251,Supreme international body,missworld,miss world,double definition
81357,Maybe Franklin's backer switched poles,inventor,inventor,double definition
68792,It's what Barry and Gary do,rhyme,rhyme,double definition
34802,Weapon held up by a corporal?,lance,lance,double definition
1441,Margin of error in general practice,leeway,leeway,double definition
62697,A drop of ice,icicle,icicle,double definition
77414,"Guns against water, not including storm",barrage,barrage,double definition
52011,Where the less important fishes learn?,secondaryschool,secondary school,double definition
50645,Tablet's coating causing harm in mouth,plaque,plaque,double definition
74150,Saul's blowers?,bellows,bellows,double definition
1522,Inferior articles that don't last long,seconds,seconds,double definition
56537,"Looking annoyed, wanting power trip",outing,outing,double definition
46171,Weather required for electric fires,elements,elements,double definition
97441,Flower one sees periodically,annual,annual,double definition
46226,Old soldier taking flight,archer,archer,double definition
104891,Reminds one that it's time for church?,ringsabell,rings a bell,double definition
124062,"Shout and dance, say",bawl,bawl,double definition
31538,Not a mod chair,rocker,rocker,double definition
811,"Complain about a rule, we hear",arraign,arraign,double definition
134760,Put your foot down as a plantsman,heelin,heel in,double definition
16633,Cut a dash,drop,drop,double definition
30630,Make better pickle,cure,cure,double definition
4204,A child of necessity is given to falsehood,invention,invention,double definition
103705,Sent money and relaxed,remitted,remitted,double definition
48333,Noel's tower of strength,reindeer,reindeer,double definition
2152,Accommodation with hot water in Yorkshire,house,house,double definition
38440,Kids drink it,goatsmilk,goatsmilk,double definition
70138,Jumbo pilot?,mahout,mahout,double definition
38080,Car benefiting driver leaving river behind,ford,ford,double definition
119431,Savage as Dracula,bloodthirsty,bloodthirsty,double definition
39556,State where the keys are,florida,florida,double definition
11074,Inventor who dynamited half belongings?,nobel,nobel,double definition
2165,Key to the mess?,hash,hash,double definition
122163,An old joke?,jest,jest,double definition
110655,Historian's report of Cumbrian city,carlyle,carlyle,double definition
105488,Announced fruit's value,gauge,gauge,double definition
28061,Empire-building queen and cabinet maker,premier,premier,double definition
53713,Sordid details,lowdown,lowdown,double definition
67636,"Like Old Marley, unproductive as a stud",deadasadoornail,dead as a doornail,double definition
31042,Dialect that comes from the mouth,estuary,estuary,double definition
44990,Related to one's origin in South Africa,natal,natal,double definition
12330,Weed the bed,couch,couch,double definition
89970,Turning points in making purchases,fulcra,fulcra,double definition
28167,It might help a serious smoker,inhaler,inhaler,double definition
5241,As curtains might be tied,drawn,drawn,double definition
101891,Folk hero's bonnet,hood,hood,double definition
36093,On a plank,aboard,aboard,double definition
125333,Window leaves producer on the coast,bay,bay,double definition
69641,A Merry Christmas is often likely,onthecards,on the cards,double definition
22058,This fellow sounds serious,ernest,ernest,double definition
45412,After which one's in the majority,seventeen,seventeen,double definition
43609,How Keats wrote upside down,inverse,inverse,double definition
99012,"Was evasive, having received hot property",fenced,fenced,double definition
100911,Refuse to go through all the cases,decline,decline,double definition
135976,Measures the mast beams,yards,yards,double definition
110525,Imagines being ordered into uniform,calledup,called up,double definition
54276,One doesn't want to do this at a bank,loseonesbalance,lose ones balance,double definition
53280,Warming drink that takes some beating,eggnog,eggnog,double definition
13073,The devil to come up to?,scratch,scratch,double definition
116380,Perhaps some of those at the company meeting don't have their own cases?,shareholders,shareholders,double definition
134887,Principle of not striking?,pacifism,pacifism,double definition
30481,"Replacing of ""ruth"" by ""quarter""",fourth,fourth,double definition
72186,"People being treated, say, with forbearance",patience,patience,double definition
113647,Put in charge? Quite the opposite,unload,unload,double definition
71680,Snobs? Rubbish!,cobblers,cobblers,double definition
51757,No longer greeting completely frozen rain,allhail,all hail,double definition
131170,"Not precious stones, but possibly worn",pebbles,pebbles,double definition
120800,"Source of milk shake, not quiet",udder,udder,double definition
80163,"I'm la-di-da but, healthwise, not benign",affected,affected,double definition
30954,Get Tom's goat? That's the last thing one would do!,putoutthecat,put out the cat,double definition
50002,Boating clothes in Durham?,riverwear,river wear,double definition
2401,Donkey and another old one,noodle,noodle,double definition
126028,Look for the men of Smithfield,butchers,butchers,double definition
31596,A sentence to be penned?,custodial,custodial,double definition
111160,Among atheists he is pink,leftofcentre,left of centre,double definition
21493,Johnny's ready?,cash,cash,double definition
10039,"Silence, please, for the game",whist,whist,double definition
40470,What's meant by the end of Salem’s Lot?,mass,mass,double definition
115610,But they're not clerks of the course,turfaccountants,turf accountants,double definition
20772,Passage from a booklet,extract,extract,double definition
113164,Not having been given a good enough hiding?,visible,visible,double definition
14663,Pleasant resort,nice,nice,double definition
20133,Fireside bower,nero,nero,double definition
498,"Easily portable lamp, for example",light,light,double definition
86656,"Did the ""lumpen proletariat"" show signs of this plague?",bubonic,bubonic,double definition
59793,The legend of Arachne? That's a tall story!,myfoot,my foot,double definition
42247,Dined in college by the sound of it,eaten,eaten,double definition
107011,Take whatever's offered - it could make you party on!,anyportinastorm,any port in a storm,double definition
81643,Will settlement,determination,determination,double definition
65154,Find flesh by the ear,meet,meet,double definition
21774,Number to facilitate and inspire truce,ceasefire,cease fire,double definition
101447,Trousers designed for passing water,drainpipes,drainpipes,double definition
16765,First half of the big game,rhino,rhino,double definition
131583,Men found underground cathedrals? No way!,miners,miners,double definition
963,Stop rowing on the street,easy,easy,double definition
141248,Order repeatedly issued by them for audio equipment?,speakers,speakers,double definition
67401,Brunel seen as a diplomatic type?,bridgebuilder,bridge builder,double definition
9887,The French index is not right,left,left,double definition
40864,Holds one's own ceremonial robes,copes,copes,double definition
98851,Went without saying,absconded,absconded,double definition
72712,More fiction ...,utopia,utopia,double definition
86297,What a traveller pays for a meal in a dining car?,trainfare,train fare,double definition
41082,It could result in deflation being on the way,puncture,puncture,double definition
35323,Unusual police function,arresting,arresting,double definition
27707,Business statement,profession,profession,double definition
136100,Capital invested in model planes,mosquitos,mosquitos,double definition
95332,First class house room?,reception,reception,double definition
71001,"Out of danger, sailing past Holland",offthehook,off the hook,double definition
18446,Howler monkey shaking head,error,error,double definition
24840,Said to be family,related,related,double definition
94167,Green alcoholic drink,lush,lush,double definition
69176,The bill offenders may have to face in court,beak,beak,double definition
57871,Get back to CV,resume,resume,double definition
118978,Resolve to have some exercise,workout,work out,double definition
2201,Able to pay for a form of abuse,solvent,solvent,double definition
7689,Twist a bit off the tree,olive,olive,double definition
62980,Host got up for this,elevation,elevation,double definition
47966,Forget how to take charge,overlook,overlook,double definition
90368,What they are is difficult to say,tonguetwisters,tongue twisters,double definition
53040,"Was not all there, as Greeks claim?",lostonesmarbles,lost ones marbles,double definition
104299,Start court proceedings,serve,serve,double definition
119086,"No tricks, that's a promise",misere,misere,double definition
65514,"Drop suddenly, missing the first thrust",lunge,lunge,double definition
18967,It's used to catch small river fish,reel,reel,double definition
102988,Lots of entrances for Father Christmas,stacks,stacks,double definition
98889,Bristol sounds like a French port,breast,breast,double definition
53960,Temper heard by the side of the road,kerb,kerb,double definition
29718,"Funeral lament in cathedral, for example",elegy,elegy,double definition
76468,Means of raising a flag,jack,jack,double definition
59792,I can't believe it when my bottom shows!,myfoot,my foot,double definition
30031,Mother of Paris seen in lake,mere,mere,double definition
66442,"Justly won as Ashes eventually were, it's said",earned,earned,double definition
21343,Fruit from this on hand,palm,palm,double definition
14409,"Sell out, as it might?",shop,shop,double definition
46550,Champion releases arrow ending just outside the bull,inner,inner,double definition
129441,Welcome cry up North,greet,greet,double definition
3491,Ocean's water departed on a rising tide?,deep,deep,double definition
140362,Such as would suit you down to the ground? Only half,kneelength,knee length,double definition
73772,Third power block,cube,cube,double definition
30418,Laws that can only be broken by an expert,code,code,double definition
3787,Scottish battlefield's rumoured to have a ghost,wraith,wraith,double definition
81095,One-time premier rank,major,major,double definition
26701,Improvement of action due to training,education,education,double definition
74669,Criticise achievement at cards,slam,slam,double definition
135519,Crafts based on fundamental duplicity,catamarans,catamarans,double definition
91960,A natural aptitude is present,gift,gift,double definition
34502,Tree providing shade,lilac,lilac,double definition
64112,Piece of music unsuitable as voluntary?,obbligato,obbligato,double definition
60435,This provides the main prospect,porthole,porthole,double definition
89212,Fitted with a groove,slotted,slotted,double definition
134748,"Sun etc in before this, brightness ends",popularpress,popular press,double definition
46146,Improve one's bust line?,uplift,uplift,double definition
34903,It's designed for handicapped drivers to do the rounds,golfcourse,golf course,double definition
48413,They meet in the centre of the ring,radii,radii,double definition
102106,Shy soldier getting worn out,retiring,retiring,double definition
19581,Bob put forward an idea,float,float,double definition
125738,Flying in Hackney's hair-raising?,airlifting,airlifting,double definition
109949,Short dominatrix may have done this,strappedforcash,strapped for cash,double definition
100397,"Power outage, possible source of conflict",generationgap,generation gap,double definition
109944,Standard performance,routine,routine,double definition
108474,Help one gets in this day and age,aid,aid,double definition
135441,"Diamond, did you say? Prepare to propose!",kneel,kneel,double definition
100039,Rubbish food with chips?,cod,cod,double definition
44359,Colour to leave alone,maroon,maroon,double definition
35803,Scandalous conclusion to entry,gate,gate,double definition
82220,Data in notebook,facts,facts,double definition
131749,Big business street must be this for Scot,holdingcompany,holding company,double definition
117593,Somewhat equally? Exactly,fiftyfifty,fifty fifty,double definition
61034,It can be hell for criminals,underworld,underworld,double definition
14044,"In that case, flights won't be covered",quiver,quiver,double definition
28490,Crossword setter dropped,shed,shed,double definition
10888,Awful person with no end of affectation?,poser,poser,double definition
31590,Biting trill is heard,mordant,mordant,double definition
76484,Old coins providing conversation,exchange,exchange,double definition
54831,Answer to be found in chemistry lab,retort,retort,double definition
36216,Paul's respect,revere,revere,double definition
108705,Attribute of one flying fortress,fastness,fastness,double definition
108890,"Of course, it's sweet",pudding,pudding,double definition
109861,"Getting forks out to skewer books, those unpleasantly dry?",splitends,split ends,double definition
20596,"Tap: tell me, what do you do if it's stuck?",faucet,faucet,double definition
90357,Theatre of war?,operationsroom,operations room,double definition
5879,Percussionist circles,ringo,ringo,double definition
43700,"Sailing vessel, clipper",cutter,cutter,double definition
110102,Employment in which workers were paid to unpick seams,coalmining,coalmining,double definition
69067,Go away to get in with no contest,shoo,shoo,double definition
31387,Watch over instructions,remit,remit,double definition
10303,Firm plan,intent,intent,double definition
24800,Extend towards heaven as breakdown vehicle?,tower,tower,double definition
12325,Does this imply sharecropping?,allotment,allotment,double definition
112667,"For a start, it's essential",ignitionkey,ignition key,double definition
112589,"Office workers sign in invisible ink, perhaps?",secretaries,secretaries,double definition
71498,Ceremony appropriate for audience,rite,rite,double definition
133920,Ban on the very people who frequent this dating venue?,singlesbar,singles bar,double definition
40889,Revolting individual given a step up,riser,riser,double definition
71902,Successfully managed a kidnapping?,carriedoff,carried off,double definition
134440,Female character of enduring quality?,manofiron,man of iron,double definition
112379,He leads speakers on march: an order goes out,anchorman,anchorman,double definition
135713,It's plain stupid for a mountaineer,alpinist,alpinist,double definition
9975,One falling for acrobat,tumbler,tumbler,double definition
141237,Most elevated dizzy heights,highest,highest,double definition
59898,Score runs in a series,arrange,arrange,double definition
90451,Big shock absorber,bumper,bumper,double definition
65301,Misfortune that TV repairman may bring?,setback,setback,double definition
16047,Refuse stopping short old king,offa,offa,double definition
82695,Where to find film not for public viewing,incamera,in camera,double definition
137827,No head on Nick's mop,wipe,wipe,double definition
91370,"Slab, board, list? It ends in a square",threetimestable,three times table,double definition
117060,Lexicographer wearing underpants?,johnson,johnson,double definition
14238,Sketch of partial rail strike?,outline,outline,double definition
90206,Percher from the nuthatch family by the sound of it,sitter,sitter,double definition
43203,British capital,sterling,sterling,double definition
10324,Not the best way to beat an opponent,worst,worst,double definition
137314,"Money problems, no capital",roubles,roubles,double definition
50501,Remedy may be to change gear,redress,redress,double definition
74443,Topless in bed - so what might be on?,pyjamatrousers,pyjama trousers,double definition
18777,Strap may follow report of some difference,thong,thong,double definition
43277,Discussion at board level,tabletalk,table talk,double definition
74818,Lizards that may be using a double disguise,iguanas,iguanas,double definition
103790,Hal stopped with him,ted,ted,double definition
46126,Strap that goes on a bit,rein,rein,double definition
141025,One unable to make a killing getting fired?,blankcartridge,blank cartridge,double definition
49208,One disparaged for working for a crust?,scab,scab,double definition
13506,Bear accepting stakes,tote,tote,double definition
20441,Heater once used by people approaching retirement,bedwarmer,bedwarmer,double definition
133384,Stressed but having fewer wrinkles than you should?,underlined,underlined,double definition
92737,Becomes engaged in predicaments,plights,plights,double definition
124619,Psychiatrists? They're all savages,headshrinkers,headshrinkers,double definition
53843,Type of green,emerald,emerald,double definition
76662,"Bob Marley, for example, could be a star",rasta,rasta,double definition
104740,"Order, mostly seen in this clue",comma,comma,double definition
133352,Butterfly to emulate uroboros?,swallowtail,swallowtail,double definition
92822,What are you doing here?,crossword,crossword,double definition
35910,Wonderful boss,super,super,double definition
50041,"""Bullets""",ammo,ammo,double definition
126552,Dried fruit shapes,prunes,prunes,double definition
125526,You'd feel better without them!,gloves,gloves,double definition
76641,Way to get through Fathers and Sons,pass,pass,double definition
69559,Once a public transport industry,diligence,diligence,double definition
89861,Small town dropout,dorp,dorp,double definition
988,French master responsible for courses,chef,chef,double definition
58426,Such tolerance may be a matter of degree,latitude,latitude,double definition
25638,It may be put on disc,identity,identity,double definition
105529,"Come on, tell me what to do with unpalatable food!",spititout,spit it out,double definition
3287,"It's OK, there's no one left",allright,all right,double definition
13896,They have small parts in a big picture,insets,insets,double definition
132352,Youngsters bound to get along with them,pogosticks,pogo sticks,double definition
120088,Wicked woman caught using traps,witch,witch,double definition
60856,Thatcher's a nonentity,society,society,double definition
27953,African leader is number one in France,moi,moi,double definition
64672,Triumvirate running the tundra?,troika,troika,double definition
53302,"Where stout, diet?",local,local,double definition
18125,Underactive German worker is no longer needed,redundant,redundant,double definition
42363,Answer to this clue should be clearly stated,putacross,put across,double definition
91692,Performance killing act,execution,execution,double definition
76471,Flag lifting device,jack,jack,double definition
78383,Another setback as the result of stiff breeze?,freshblow,fresh blow,double definition
40987,Stone provides a barrier,agate,agate,double definition
5824,Get up in a lift,raise,raise,double definition
19265,Not carrying anything one shouldn't? Absolutely!,clean,clean,double definition
19108,Submit a return,yield,yield,double definition
99538,"Prune - or another fruit, we hear",pare,pare,double definition
4159,Bird (not strong) found on Scottish island,inch,inch,double definition
37775,In theory he wants the best,idealist,idealist,double definition
40866,Manages to provide clothing for priests,copes,copes,double definition
42887,The usual ones are likely to be the first taken in,suspects,suspects,double definition
83495,One in the eye for an unwilling school creeper?,pupil,pupil,double definition
59260,Fungal pattern,mould,mould,double definition
1956,Man to cheat on bird,rook,rook,double definition
6976,Open to defeat,undo,undo,double definition
97443,Flower book,annual,annual,double definition
124115,Doubled over and collapsed,foldedup,folded up,double definition
29991,Ace intro for sales pitch,star,star,double definition
16426,Recommend a defender,advocate,advocate,double definition
82222,On which to stick the sick brick,stretcher,stretcher,double definition
77887,State in Midwest,maine,maine,double definition
115110,Finger the back of a book,index,index,double definition
108316,He removes his customers,taxidriver,taxi driver,double definition
26733,"Senior slip, perhaps, dropping two",elder,elder,double definition
31641,Made to smile by a thought?,amused,amused,double definition
41438,Baptismal name(s) given to an invader,norman,norman,double definition
119320,Numbers among European aristocracy,counts,counts,double definition
98356,Army command prepare for war,orderarms,order arms,double definition
111565,Critical point of eating a biscuit,crunch,crunch,double definition
133055,Fisherman who does will be more pleased than the boatman,catchesacrab,catches a crab,double definition
129846,"Openings to dressers, offices or rooms, say",doors,doors,double definition
26988,"No point, darling",love,love,double definition
4157,Little distance from island,inch,inch,double definition
76036,Mail steamer,packet,packet,double definition
86099,Drinking song?,round,round,double definition
2888,Indicator of some aggravation,needle,needle,double definition
62988,Architect's plan for advancement,elevation,elevation,double definition
32660,Dance? Did I step on your foot?,excuseme,excuse me,double definition
127431,Are they responsible for many bad things?,devils,devils,double definition
12859,Share in concern,interest,interest,double definition
111817,"Lady's disease, lacking exercise",hers,hers,double definition
82626,Hot spot in Sheffield for those needing a break,crucible,crucible,double definition
4193,Book is in stock,reserve,reserve,double definition
20361,Even scores -- could it straighten out oneês hang-ups?,levelpegging,level pegging,double definition
72647,Gem?,twin,twin,double definition
44224,Show picture of riddle,screen,screen,double definition
41402,"Once it's used, part remains",section,section,double definition
141252,"Clarets, perhaps, or their Premiership rivals?",reds,reds,double definition
6077,Footholds in the financial world,stocks,stocks,double definition
111748,One whose existence depends on dripping,stalactite,stalactite,double definition
110105,Oil producers under pressure have hearts of stone,olives,olives,double definition
44920,Sneeze said to be in dispute?,atissue,at issue,double definition
64526,"To get cheaper travel, he avoids paying",flybynight,fly by night,double definition
95200,The greatest length spanned by trunk road,ali,ali,double definition
23310,Old address of Turkish civil service,effendi,effendi,double definition
141627,"The Boys in Blue, or Blur?",fuzz,fuzz,double definition
125676,Appeared to be soundly joined,seemed,seemed,double definition
109288,Cultural inheritance of egotist's refrain?,meme,meme,double definition
78170,"Given time, perhaps, on Judgement Day",sentenced,sentenced,double definition
56213,How this word goes in,downwards,downwards,double definition
6135,"Blunder, if this worn in summer?",muff,muff,double definition
134857,Jumps on fools,mugs,mugs,double definition
886,"Being this, he is leaving the land",testate,testate,double definition
41693,Cats in the pound?,ounces,ounces,double definition
15666,"He hits you, you're smitten!",eros,eros,double definition
6093,Stops goals,ends,ends,double definition
33636,Reason traditionally lost at Oxford,cause,cause,double definition
71765,Belts from old clothes,clouts,clouts,double definition
59149,Give a signal and slow down,flag,flag,double definition
104855,"Squandered University award, we hear",blew,blew,double definition
32618,Picture not painted by Landseer?,seascape,seascape,double definition
27647,"Showed respect for an old lady, but insulted a young one",stoodup,stood up,double definition
116881,Generous party member …,liberal,liberal,double definition
129417,Natural dwarfishness?,undergrowth,undergrowth,double definition
91722,Crew said it's likely to be passed at Chiswick,eyot,eyot,double definition
809,Charge call to account,arraign,arraign,double definition
105691,Part of town public steers clear of,outskirts,outskirts,double definition
8931,Cliché of a hi-fi buff,stereotype,stereotype,double definition
44673,Programming language that's good at compression?,python,python,double definition
46248,Female subject of an old song cycle,daisy,daisy,double definition
99632,Please let's have a non-CFC deodorant!,rollon,roll on,double definition
128691,Again ask for employment to gain work,reapply,reapply,double definition
6084,Suspends only half of one's objectives,ends,ends,double definition
48140,"Disreputable, extremely short, wasn't standing up straight",louche,louche,double definition
41487,Use the office keys?,type,type,double definition
47654,To drill can be tedious,boring,boring,double definition
81411,Wine to show a bit of leg,hock,hock,double definition
92516,Pass on:,colon,colon,double definition
15272,"In the main, this calf is dangerous",iceberg,iceberg,double definition
44251,"Bumpy, therefore odd?",uneven,uneven,double definition
88280,Getting to the end of this exhausts one's patience,tether,tether,double definition
115632,Uncommon feature of British society,royalty,royalty,double definition
131794,Coolers designed to hold a small criminal?,minibars,minibars,double definition
29972,Big name appears nightly,star,star,double definition
73611,Matched and dispatched?,mated,mated,double definition
80766,He'll tak ye tae the quarry,gillie,gillie,double definition
60056,"A match for ""Thus Spake Zoroaster""",avesta,avesta,double definition
84729,Demolish Humpty-Dumpty's so convincing argument,knockdown,knock down,double definition
13542,Whip used to enforce this community service?,partyline,party line,double definition
31134,Land on one's head?,panama,panama,double definition
