Index,Clue,Solution,Spaced_Solution,gemma_predicted
112041,Chap sadly back around houses in Spanish city,salamanca,salamanca,assemblage
62445,"Set well back, marsh east of Senegalese capital",stiffen,stiffen,assemblage
11241,Drink without a container sent back source of milk,coconut,coconut,assemblage
105358,"Writer in a hurry to do so, too",rushdie,rushdie,assemblage
119085,"Residence in block, a squat",bungalow,bungalow,assemblage
79884,No laughs disrupted Evert's closing attack,onslaught,onslaught,assemblage
136017,Disciples are against books by stars,votaries,votaries,assemblage
97645,A politician's current measure,amps,amps,assemblage
49653,Society follows better customs,mores,mores,assemblage
68452,Turn and hide glass,windscreen,windscreen,assemblage
110387,Briefly contemplate a chop reserved for Spaniard's meal,gazpacho,gazpacho,assemblage
3418,A buddy rejects sport for which he's not paid,amateur,amateur,assemblage
76110,Virgil's lines against leaving heaven during tide change,theaeneid,the aeneid,assemblage
12579,Benefit favouring the healthy,profit,profit,assemblage
53052,Fish ate weed,haddock,haddock,assemblage
6637,One vintage port that's perfect,ideal,ideal,assemblage
75375,Parliament success: what about Mr Coe? Negative,naseby,naseby,assemblage
101963,Where to hole a vessel among the fleet,amidships,amidships,assemblage
137716,Fiddle with French car that's dropping back,fraud,fraud,assemblage
136954,One hesitates to revive English leader after knockout,anaesthetise,anaesthetise,assemblage
14556,The bicycle provided for coppers at one time,pennyfarthing,penny farthing,assemblage
78921,Poem about Ulysses essentially at end of Troy,odyssey,odyssey,assemblage
46124,Backward country's government relinquished control,rein,rein,assemblage
18147,Cautionary cry in Somerset,watchet,watchet,assemblage
83781,Lack of control in a Hackney report,ataxy,ataxy,assemblage
135550,"Ruin what you do, separating messily in NYC",insolvency,insolvency,assemblage
89259,"Better old city parking, as on board?",surpass,surpass,assemblage
131774,How one may make progress on one's feet,insteps,insteps,assemblage
118699,"Awake, went out rejuvenated",updated,updated,assemblage
49154,Give up because of one's self-image?,forego,forego,assemblage
33759,Bishop has to dismiss rising resistance to church,exarch,exarch,assemblage
88824,Unpleasant period having fibre to eat,roughage,roughage,assemblage
36873,One may have a fair throw at it,coconutshy,coconut shy,assemblage
136427,They're not static water towers,tugboats,tugboats,assemblage
20590,"Very strict cook, marginally improved",rigid,rigid,assemblage
27022,"Silver and jade, like Yeatsian midnight",aglimmer,aglimmer,assemblage
68631,Ascetic almost spoiled food,yoghurt,yoghurt,assemblage
52780,A despatch note?,deathwarrant,death warrant,assemblage
113746,Influence of Tory boor,clout,clout,assemblage
97348,"If that's really the hat you want, I'm not stopping you",onyourheadbeit,on your head be it,assemblage
103047,Firm recalled watchmaker at noon for special event,occasion,occasion,assemblage
130037,Agency worker almost the last word in saucy humour,temperament,temperament,assemblage
58815,Sexy bottom? It might encourage rapid but unwelcome developments,hotbed,hotbed,assemblage
120027,Off day? That is criminal,baddie,baddie,assemblage
131905,"God, who's flipping cut grass that's already been cut and dried?",yahweh,yahweh,assemblage
8075,Dog mounting sheep,mutton,mutton,assemblage
90907,What the publican calls late on many occasions,timeaftertime,time after time,assemblage
92289,They watch as three points can go to Golf driver,sentinels,sentinels,assemblage
27833,Finish urge - that woman will,eggshell,eggshell,assemblage
87664,"Gather together in the morning, when heading to school",amass,amass,assemblage
136259,Current tests pushed back repressive force,stasi,stasi,assemblage
45328,Judge a royal nipper,arbiter,arbiter,assemblage
134097,Best of United's wingers running round Hearts scorer?,georgegershwin,george gershwin,assemblage
97538,"Came across a sailor, oddly skin and bones",metatarsi,metatarsi,assemblage
119876,Official order to blockade islands when there's a disturbance,incident,incident,assemblage
102393,Distress with endless problems one day before,aggrieve,aggrieve,assemblage
110550,Display unit of wine and spirits,reddevils,red devils,assemblage
114055,Boatman in youth given order to vacate land,navalcadet,naval cadet,assemblage
94794,Nothing to bone of bones,osteal,osteal,assemblage
12544,One gets up flowers,irises,irises,assemblage
28275,Prepare for scan on the Fourth of July,ready,ready,assemblage
64787,"Apart from Spanish white wine, mostly French white wine",barsac,barsac,assemblage
78750,Paid pounds for something at auction,gavel,gavel,assemblage
45235,Gamble a great deal on a patched-up tyre,lottery,lottery,assemblage
80812,One's inclined to strike with Popular Front,ramp,ramp,assemblage
328,Smooth limb at end of torso,legato,legato,assemblage
101752,"Restricted middle section used to be soft, then it was revised",waspwaist,wasp waist,assemblage
132261,Contract gamble upset live broadcaster?,beeb,beeb,assemblage
17691,Like to take one to a region where Jesus was born,asia,asia,assemblage
133184,Excite poorly-fed bird first,titillate,titillate,assemblage
86199,Alumnus sitting with Scarface is haunted,obsessional,obsessional,assemblage
12053,"Listener's home, the grave?",earnest,earnest,assemblage
132191,"When pressed, manages passes",getsby,gets by,assemblage
120780,"Shows insubordination, giving support to negotiations",talksback,talks back,assemblage
25985,One bombardier gets in before another,encore,encore,assemblage
87722,Writer improperly abridged,amis,amis,assemblage
19647,Old empress giving away last instrument,ocarina,ocarina,assemblage
95875,President exchanges vote for new fabric,ninon,ninon,assemblage
102140,"Floater, one joining church to criticise",icepan,ice pan,assemblage
103076,Function applied to cube with no fixed date,sinedie,sine die,assemblage
13659,Wanted revolutionary to support sideshow,desired,desired,assemblage
43509,Herod's son to gain entree to Rome ?,antipasto,antipasto,assemblage
123013,"Lawless one meeting end in electric chair, perhaps",anarchic,anarchic,assemblage
83431,Odd people in error in Eden,originalsin,original sin,assemblage
54257,"Squeeze round corners, leaning heads skywards in ravine",gulch,gulch,assemblage
33788,I follow through with spirit,peri,peri,assemblage
121561,"After head start, wind up on winners' tail: put your shirt on them?",hangers,hangers,assemblage
89373,Quarrel can get personal in place like Harrogate,spatown,spa town,assemblage
61851,Astonished by one-way fold,awestruck,awestruck,assemblage
70788,"Mammals (the last shall be first), named like Washington, say",eponymous,eponymous,assemblage
88354,"Former eastern country, catching bug, going west with eastern dressing",mayonnaise,mayonnaise,assemblage
42965,Emitting light from silver base,aglow,aglow,assemblage
116963,"Taking public transport back to worker after ten, he pays part of lease",subtenant,subtenant,assemblage
87505,"Argument tense, blowing top",tiff,tiff,assemblage
68732,Prompt service for TV presenters,idiotboard,idiot board,assemblage
260,Provincial half of army behind endless abuse,insular,insular,assemblage
71142,Poet having gone short of books,abse,abse,assemblage
104224,Numbers of a nonstarter,nono,no no,assemblage
69095,Blue wine is a washout,sadsack,sad sack,assemblage
20326,A daughter in French port finally off? Not so fast!,andante,andante,assemblage
47811,Artists apply to less than saintly monk,rasputin,rasputin,assemblage
85426,Mechanism for turning right in an agitated state,lather,lather,assemblage
107684,Composer's scornful work not given run,satie,satie,assemblage
139214,Over the moon here to have secret room,deepspace,deep space,assemblage
83334,"Crude, Puck? Not at first, with well-connected people",oilmen,oilmen,assemblage
140963,Actor with sheet sings from the bottom,filmstar,film star,assemblage
99777,The work yet to come from PL for truly harmon-ious movement,poetryinmotion,poetry in motion,assemblage
111745,"Dead popular thought, disposing of male!",insentient,insentient,assemblage
83741,"Sailor, soldier and girl join in dance",tarantella,tarantella,assemblage
35240,Hair and metallic mineral stink,furore,furore,assemblage
77728,"Superior selection of wines, we hear, which has sold a lot",bestseller,bestseller,assemblage
14218,Circulator to bear losing head,eddy,eddy,assemblage
20346,"First letter is open, perhaps letter from abroad",epsilon,epsilon,assemblage
44148,Bridge team that's in switched-off state - it can't last,transience,transience,assemblage
115544,Gym instruction by top man in place of games once,peking,peking,assemblage
91339,More than is required for six deliveries?,overcapacity,overcapacity,assemblage
35103,United supporters come back in a mess,snafu,snafu,assemblage
79676,Make use of the quality of diamonds - without diamonds,harness,harness,assemblage
116745,Hit I have in a regular series,successive,successive,assemblage
42522,Insects delightful? Not one - that's right!,licence,licence,assemblage
131796,Mate rounded Cape unnoticed,hubby,hubby,assemblage
62123,Indian sage that's been topped and crushed by child's mother,mahatma,mahatma,assemblage
10169,Nation in plan to lose weight,india,india,assemblage
110915,Lady golfer embraces feminist model in smart dress,whitetie,white tie,assemblage
33803,Tot's taking mother across river,dram,dram,assemblage
9566,Volunteers to return sombre tunic,tabard,tabard,assemblage
104675,Graphic artist uses wire and string,signwriter,signwriter,assemblage
2174,Herb in paper covering's behind the salt,tarragon,tarragon,assemblage
90362,Article comes together for Guardian messengers?,angels,angels,assemblage
83569,Thin binding weed - it's what's observed on road,speedlimit,speed limit,assemblage
121660,"Sweet where OAP is in EastEnders, perhaps?",afters,afters,assemblage
91077,Dress up a day in advance for lover,girlfriend,girlfriend,assemblage
12080,Lie concerning strength of character,fibre,fibre,assemblage
121128,Scruffy label on scruffy item of clothing,ragtag,ragtag,assemblage
120450,Priest's crime taking time in a clerical residence,parsonage,parsonage,assemblage
102609,"Suffering different elements, primarily hail",hellothere,hello there,assemblage
91484,Composer left a little bit of nonsense,fallal,fallal,assemblage
21197,About to experience the finale of William Tell,inform,inform,assemblage
15736,"Opening for a salesman turned up, true to form",aperture,aperture,assemblage
25655,"Enter Dotty, with bird's dance movement",entrechat,entrechat,assemblage
142265,Cry out for the old record format,yelp,yelp,assemblage
56118,"Petit dejeuner, one tucked away by worker in a bad mood?",croissant,croissant,assemblage
132272,"After a drink, German enthusiast gets a biscuit",gingernut,ginger nut,assemblage
15122,Drink for each returning academic,pernod,pernod,assemblage
9582,Top-class detectives initially left in clear,lucid,lucid,assemblage
46160,Primitive sailor of marked individuality,aboriginal,aboriginal,assemblage
116989,Parent with fruit,papaw,papaw,assemblage
58349,Travel through East End district with offensive weapon,crossbow,crossbow,assemblage
102947,Bones in the head all turned to point,patellae,patellae,assemblage
82828,Mark Antony's extreme spirit,brandy,brandy,assemblage
133038,"Go for somewhere in Scotland, as Dickens character",pickwick,pickwick,assemblage
24289,Penny has beer and pasty,pale,pale,assemblage
2119,Is young Blair a supporter? Insert number in Irish Sea,isleofman,isle of man,assemblage
31193,Prince not turning up for dance,charleston,charleston,assemblage
130810,Joint drinks parties,kneesups,knees ups,assemblage
123507,Cats finally sounding happy? That's encouraging,spurring,spurring,assemblage
64343,Clothing society suffering legal action,shellsuit,shell suit,assemblage
129802,Hawk seizing tail of mynah bird,chough,chough,assemblage
80173,Returns to digs for economy's sake,retrenches,retrenches,assemblage
17188,Snooker player breaks with end of cue,white,white,assemblage
123957,We murmur a short reply,humans,humans,assemblage
84810,"Taffy's home - right, left and roundabout",landofmyfathers,land of my fathers,assemblage
46118,Racket's centre starts to buckle under bombardment,hubbub,hubbub,assemblage
100731,Close to last time food warnings ensue,threats,threats,assemblage
53604,Dramatic confidence?,stagewhisper,stage whisper,assemblage
137650,Model receiving complaint to consider retiring after hostilities ended,postbellum,post bellum,assemblage
131463,Badger resorted to exit by road,streetdoor,street door,assemblage
40206,American small change being found in school is dodgy,suspect,suspect,assemblage
76832,To compensate for one short day is to take heart from another,satisfy,satisfy,assemblage
77279,Crazy over North American icon,madonna,madonna,assemblage
85039,"Each one opening, under no circumstances remaining open",uncover,uncover,assemblage
132678,East European city where two vessels turned up,krakow,krakow,assemblage
10979,Check demand for material,damask,damask,assemblage
89803,Mobster's joint is cover for card operation,scarface,scarface,assemblage
120047,"C, half-cut Bush, for example, gatecrashing his party?",cameron,cameron,assemblage
31190,Prince not getting up for the dance,charleston,charleston,assemblage
14982,Boy-meets-girl opera,leonora,leonora,assemblage
38536,Getting through to farms about ground that's always frozen,permafrost,permafrost,assemblage
93127,Prima donna gets a quid for appearing in lights,divali,divali,assemblage
67110,"An abstract point, to be exact",precise,precise,assemblage
112609,Sleep until noon (twelve),dozen,dozen,assemblage
120758,Snowman? College erected it,inuit,inuit,assemblage
6072,Bottom of league in Cheshire and East Lancashire?,cheese,cheese,assemblage
140892,Setter's upset over good answers to puzzles,enigmas,enigmas,assemblage
84465,Eat away without starting to bring back,etch,etch,assemblage
56976,European in next cell tortured in capital,excellent,excellent,assemblage
121312,Hole number dealing with bad habit,crevice,crevice,assemblage
61605,"Bulbs shining, these charged",onions,onions,assemblage
108513,Its partition was booked,redsea,red sea,assemblage
132928,"Beacons required to follow this, if range is to be obtained",brecon,brecon,assemblage
100257,Help fool individual with attitude,assistance,assistance,assemblage
70181,Peculiar issue more likely than not,oddson,odds on,assemblage
28384,"I am the cat among dairy produce, going to overlap?",imbricate,imbricate,assemblage
64671,I throw my weight around the angel,islington,islington,assemblage
19964,Honour given to boy king ...,oberon,oberon,assemblage
1697,"Like mistletoe, it is a hit when put up, caught underneath",parasitic,parasitic,assemblage
58634,Praise the boot rejected by lieutenant,exalt,exalt,assemblage
40505,Ass in America leading to American kerfuffle,rumpus,rumpus,assemblage
3319,"Blue died, a bit of an act",obscene,obscene,assemblage
134763,Male children's book character heard singing in church?,hymnody,hymnody,assemblage
61642,Badly treated and is unserviceable in the sea,misused,misused,assemblage
118902,Tabloid pictures which closely resemble one another,mirrorimages,mirror images,assemblage
9249,First of Walter Mitty's turns: provide defence and make me conform,twistmyarm,twist my arm,assemblage
20073,"One in dock, employed by a county council",accused,accused,assemblage
84068,Contrary commercial jingle,adverse,adverse,assemblage
103255,Anxiety about hair stops you sleeping,alarmclock,alarm clock,assemblage
25043,Australian one needing invigorating air,ozone,ozone,assemblage
90023,Live at home after a short break as an artist,holbein,holbein,assemblage
38309,"Very French attempt to seduce is wrong, legally",trespass,trespass,assemblage
41551,Report to do with extremity,retail,retail,assemblage
40401,Town's ancient guy who must have been out of the ark,oldham,oldham,assemblage
86393,Tick Kennedy's heart's condition,jiff,jiff,assemblage
17359,Student caught with a dictionary,coed,coed,assemblage
14827,Battle later developed into chase,waterloo,waterloo,assemblage
121362,Pet with pal struggling over a tree,catalpa,catalpa,assemblage
123072,"Bird back after season abroad, man's problem afoot?",fallenarches,fallen arches,assemblage
129375,Resident superpower stuffing herb in meat product,liversausage,liver sausage,assemblage
91232,"Power governs tube centrally - US tube, that is",subway,subway,assemblage
26262,Finally gives woman liquid nitrogen to make frozen sculpture,snowman,snowman,assemblage
59714,She provides father with cooked meal,pamela,pamela,assemblage
85449,Musicians send naughty messages to alien,sextet,sextet,assemblage
91286,"North African halves a number, then doubles it",berber,berber,assemblage
32282,Asian city is unfinished - that's symbolic,mandala,mandala,assemblage
85069,First class return to Southern Pacific country,australia,australia,assemblage
85059,"Understands about grinding lens with cunning, but without reason",senselessly,senselessly,assemblage
110739,Poet (Her Majesty's jester) in banjo performance,sirjohnbetjeman,sir john betjeman,assemblage
133661,Setting about ’eadgear to protect aviator,flyingat,flying at,assemblage
7751,One's brief trade with a Mediterranean isle,ibiza,ibiza,assemblage
63748,Mums and dads are not welcomed by attendant,parentage,parentage,assemblage
93074,Hotlines to the Met Office,isotherms,isotherms,assemblage
32854,"Stipulation for and against one's opinion, at first",proviso,proviso,assemblage
134372,"Initially, Gilbert holds back blows",wafts,wafts,assemblage
53279,"Drink triple gin, initially, with one rum",eggnog,eggnog,assemblage
133634,Entrenched bridge adversaries scrap over inches,enshrined,enshrined,assemblage
114251,Non-interventionist passes away,handsoff,hands off,assemblage
21379,Fast on the Italian pulse,lentil,lentil,assemblage
88237,"Unfaithful wife seen in food shop, note",delilah,delilah,assemblage
109206,The Guardian starts to assess Roman government under Severus,argus,argus,assemblage
32865,Excited by a small bet,aflutter,aflutter,assemblage
111818,One comes across despondency behind the game,humpbackbridge,humpback bridge,assemblage
109262,One article by Belgian author,ianfleming,ian fleming,assemblage
46284,A small drink including minimum of table wine for starters,antipasti,antipasti,assemblage
93561,"Abroad, I start to eat angel cakes for tea",darjeeling,darjeeling,assemblage
23791,Question One is on Irish force seen in the Middle East,iraqi,iraqi,assemblage
80430,Allows to go free the wrong way round shops,outlets,outlets,assemblage
92531,Exercise about to strengthen soldiers' disposition,placement,placement,assemblage
107908,Dislike Greece?,hellas,hellas,assemblage
56894,Drunken Scottish soldiers vote for abuse to the optically challenged,foureyes,four eyes,assemblage
140402,"Almost stop working, stupid",goof,goof,assemblage
123938,Special quality that's needed by female member of cast,xfactor,x factor,assemblage
56836,Dives with power to crap - occasionally gull slightly worried tour leader,plutocrat,plutocrat,assemblage
24314,Fancy a chart-topping single,imagine,imagine,assemblage
134583,Leading pairs eliminated from race came late - very grave situation,cemetery,cemetery,assemblage
40818,Entertained everyone sitting initially in the pit,hades,hades,assemblage
48911,"Deceived by the devil, though not in so many words",implied,implied,assemblage
123424,People of intelligence love to have the last word,ciao,ciao,assemblage
61555,"Say: ""Don't stop her entering ring or pillar?""",letterbox,letter box,assemblage
119780,Label report of familiar ex-captain,gucci,gucci,assemblage
29427,"Home Secretary and rock'n'roll guitarist: one's barren, another's wild",strawberry,strawberry,assemblage
43832,About to pick up Boris's book,rebecca,rebecca,assemblage
18596,"Sailor, for example, said to observe traveller",seafarer,seafarer,assemblage
134677,Writer's sweet Breton confection,charlottebronte,charlotte bronte,assemblage
71414,"Exhortation to study ""The Maid of the Mountain""",oread,oread,assemblage
51311,"Eat half of plate, then drink",digin,dig in,assemblage
34678,To have one return a casual hug is sufficient,enough,enough,assemblage
83450,Spirit of revolutionary beasts? Extremely serious!,spunkiness,spunkiness,assemblage
60190,Earwig could make part of house fall down,eavesdrop,eavesdrop,assemblage
111345,"Sanction a run in souped-up car, a small one for racing",gokart,go kart,assemblage
86446,Escorts backing The One Show,gigolos,gigolos,assemblage
22268,Boy game to help people across the Thames,albertbridge,albert bridge,assemblage
120159,"He's done his money and he's back for mine too, note",prodigalson,prodigal son,assemblage
28086,The French in their way backing Swiss mathematician,euler,euler,assemblage
8939,Where there's very little point to motor to London?,scarcity,scarcity,assemblage
125319,Broadcast with some singers heard in military locations,airbases,airbases,assemblage
37108,"No longer single speed, that's clear",exonerate,exonerate,assemblage
107391,Patriots withdrawing singular honour for Hollywood legend?,stanlaurel,stan laurel,assemblage
38175,Love Jack's preaching,orating,orating,assemblage
111666,"Weber's first, A minor (unfinished) - it's avant-garde",wayout,way out,assemblage
108542,Firm support in car ...,fastback,fastback,assemblage
105720,"Rhythmic sound heard initially in jazz performer, pet scarpering",thrum,thrum,assemblage
13664,Spare a bob - by one having plenty to spare,slender,slender,assemblage
37110,"Solitary sailor, capsized in river, gets clear",exonerate,exonerate,assemblage
66726,"Without moving anything, replaces money in cash register",stockstill,stock still,assemblage
19537,Anticipate everyone's after lots of trees,forestall,forestall,assemblage
53125,Perform in panto horse perhaps? That creates interest,behalf,behalf,assemblage
44923,Adult paper under discussion,atissue,at issue,assemblage
61299,State whether it's high and rocky,massif,massif,assemblage
78323,Learned a lot of rubbish about time,literate,literate,assemblage
24523,"Don't cook enough food, red nuts having been shelled and sent back",underdo,underdo,assemblage
123841,"Extract from pool: if hurt, yell",fishout,fish out,assemblage
63158,"After St Giles' day, many are turning rotten",septic,septic,assemblage
55980,"Savage, being sorrowful, is twitching",sadistic,sadistic,assemblage
66489,Dim British king on stage,blear,blear,assemblage
36268,Shakespeare gave her a dream lover. Her mother grabbed one too!,hermia,hermia,assemblage
94662,Drinker's hangover?,beergut,beer gut,assemblage
62973,Unhappy lord outside Parliament finally gives indication of imminent departure,bluepeter,blue peter,assemblage
133577,Fine to repeat old clue about diamonds,okeydokey,okey dokey,assemblage
95206,"It's remote without a good car, that is - so his work is done on the hoof",farrier,farrier,assemblage
32820,Smart girl with copper chain,cutie,cutie,assemblage
49005,The BBC hasn't begun to deliver,untie,untie,assemblage
66368,Unpredictable after opening of safety pin,skittle,skittle,assemblage
95297,Centre back in attack last to display violence,ferocity,ferocity,assemblage
69595,Ride high where observation was out of this world,goonhilly,goonhilly,assemblage
38198,Army block retreat to capital,rabat,rabat,assemblage
71503,Sailor to keep going round with vocalist,nelsoneddy,nelson eddy,assemblage
79562,"Back off beach, returning catch to dock",shorten,shorten,assemblage
62477,Thought of money spent,mused,mused,assemblage
91085,"Old actor, getting wiser over time",stager,stager,assemblage
126158,Jazz pianist's ideal climbing shrub,fatsia,fatsia,assemblage
26031,"Vegetable, small and sweet",spud,spud,assemblage
83379,"Secretary's individual letters, one in black and white?",panda,panda,assemblage
112757,Religious man's reluctance to spend if he has a lot of money,parsi,parsi,assemblage
89921,"Fledgling business in sheep, the main attraction!",startup,start up,assemblage
24906,You mean two jurors are incompetent? That's with defence potential,tenable,tenable,assemblage
120265,"Poem girl's written, top off pen, on state's port",riodejaneiro,rio de janeiro,assemblage
71549,Become familiar with ABBA's debut song on the radio,attune,attune,assemblage
87371,Vegetables spoil the lines of a garden,marrows,marrows,assemblage
47909,Royal bash involves performing music,rondo,rondo,assemblage
44336,Restrain employee taking smack,handcuff,handcuff,assemblage
120294,Suddenly Arthur's beginning to suspect Lancelot,allatonce,all at once,assemblage
48454,Footprint creates initially unvoiced terror,tread,tread,assemblage
84760,Banker having shrewd effect,execute,execute,assemblage
97241,Sponsor of art ultimately was consumer,tate,tate,assemblage
63687,"Watch next to key, a surprising sight",eyeopener,eye opener,assemblage
96332,Majority is cut in Bosnia,mostar,mostar,assemblage
75090,"Joked about TV programme, one with leaves",gateleggedtable,gate legged table,assemblage
110110,"Fleas dancing below stairs, Uriah Heep's speciality",selfabasement,self abasement,assemblage
131553,Utopian plan son's told tales about,idealised,idealised,assemblage
2449,Lord Muck in effusion by Charlie Chaplin,goldrush,gold rush,assemblage
47179,"Morgan, say, and Paddy dress down",carpet,carpet,assemblage
25434,Game not started by a back,ridge,ridge,assemblage
103367,Opening removed and fixed,outset,outset,assemblage
91059,Fortune presently in besieged city,lucknow,lucknow,assemblage
21064,"Tucked in to fish, partly dressed",coated,coated,assemblage
71370,Entertaining party a communist thought the world of,adored,adored,assemblage
25371,Traditional nunnery by holy island lake,conventional,conventional,assemblage
28348,In the morning wild boar is heavenly food,ambrosia,ambrosia,assemblage
29524,Eager to change fellows thought at first to be in accord,agreement,agreement,assemblage
97194,Faith leader shot close to synagogue,pope,pope,assemblage
42907,"Say, what could be missing after punch in the mouth? A drink!",aperitif,aperitif,assemblage
52187,A number swindled - that's dishonest,crooked,crooked,assemblage
102172,Permit for sale of spirits and ale,poeticlicence,poetic licence,assemblage
122511,"Part of play, playwright clutching opening to act - he covers the background in theatre",scenepainter,scene painter,assemblage
101621,Sauna without a massage causing overheating,sunstroke,sunstroke,assemblage
12533,Stagger time with swimmer,totter,totter,assemblage
71530,Difficult defendant finally up for it,thorny,thorny,assemblage
95005,The inclusion of three identical points produces a titter,teehee,tee hee,assemblage
115645,Sparkling drink gets fragrance after a little work,opalescent,opalescent,assemblage
25417,"Rover in boat, a dugout",gadabout,gadabout,assemblage
20175,Old chap with passion for news reporting,coverage,coverage,assemblage
10817,River is close to oak tree,tamarisk,tamarisk,assemblage
105919,Fool sailor on a ship,jackass,jackass,assemblage
88524,"Routine to study and speak when beheaded, so to speak",breadandbutter,bread and butter,assemblage
99491,Collage a scientist almost accepts quietly,pasteup,paste up,assemblage
76602,Flower festival finally in front and fashionable,lupin,lupin,assemblage
99940,Many ignored extremely dumpy adolescent,umpteen,umpteen,assemblage
64612,From orphan to mother - that's the spirit!,phantom,phantom,assemblage
5264,"A backward idiot, apart from all else",aloof,aloof,assemblage
86449,Superior aid distribution or rapid transport,airdrop,airdrop,assemblage
2130,"Revive cannibal's victim, as Spooner might ’ave said",animate,animate,assemblage
106770,Like a loo to be luxurious?,lavish,lavish,assemblage
95639,Cramped northern shaft,narrow,narrow,assemblage
32283,Statesman swapping energy for a mystic symbol,mandala,mandala,assemblage
36590,Pasquale given less than full assent? That's mean!,meagre,meagre,assemblage
47658,Old city set up beside a stone,ruby,ruby,assemblage
31138,Country where God has executed priest?,panama,panama,assemblage
25427,In to complain: customer with bone,incus,incus,assemblage
22160,Purgative offered when Moggy car hit Rolls,cathartic,cathartic,assemblage
92388,Mule makin' a mess of teatime food,muffin,muffin,assemblage
135103,"May has been one time I can be away (rest, I'm in plays)",cabinetminister,cabinet minister,assemblage
80295,Firm supporter of poisoner,cobra,cobra,assemblage
33879,Club being given new temporary accommodation makes one unhappy,discontent,discontent,assemblage
111552,Quantity of drink fired soldier,litre,litre,assemblage
68930,A little seabird or marsh bird,bittern,bittern,assemblage
137344,Rubber rings held by campaigners next to motorway,condom,condom,assemblage
118729,Old man to settle on a tree,papaya,papaya,assemblage
107273,Kiss scholars in celebration,xmas,xmas,assemblage
117557,Deliveryman's ruse: upsetting hair product on journey,legspin,leg spin,assemblage
77888,Leading European state,maine,maine,assemblage
78935,Strikers here in union fight,matchbox,matchbox,assemblage
33413,Enthusiast for conservation? One adapts to the environment,ecotype,ecotype,assemblage
106294,Prepare for conflict that's a back number,rearm,rearm,assemblage
35235,Things warm and mineral creating excitement,furore,furore,assemblage
103240,Fine light which signals spring,verywell,very well,assemblage
13684,Point on bird's back,stern,stern,assemblage
110458,Support with a brilliant ball,aidance,aidance,assemblage
135718,Reluctant lover's initial vow,loath,loath,assemblage
16949,Underwear makes one tense,singlet,singlet,assemblage
87937,"Poor pre-election period, back with a change of heart",hardup,hard up,assemblage
3761,Symbol of sovereignty King Charles had to acknowledge,crown,crown,assemblage
131808,Parent left to vacate Asian island for Asian city,mumbai,mumbai,assemblage
35354,Male finally beats children's game,stag,stag,assemblage
75006,Bellow's last novel is Glass,crystal,crystal,assemblage
71686,Bladder and hearts lost in city street,cyst,cyst,assemblage
35474,"Paramount, say the majority",uttermost,uttermost,assemblage
141958,He demands a contribution from tenor and American guitarist,taxman,taxman,assemblage
87675,Subject's alter ego leads plot: the ultimate robbery,geography,geography,assemblage
68058,Ordered off before end of game,bade,bade,assemblage
73381,Dance company following society's conventions,moresco,moresco,assemblage
