Index,Clue,Solution,Spaced_Solution,gemma_predicted,llama_solved_answer
28479,A building in Slough,shed,shed,double definition,HUTS,0
129531,Emission - tax to the limit,exhaust,exhaust,double definition,EXHAUST,1
78366,Factory philosopher,mill,mill,double definition,MARX,0
117834,Order a course,sequence,sequence,double definition,COMMAND,0
46683,Where Horatio asked for the kiss of death?,trafalgar,trafalgar,double definition,ELSINORE,0
74952,Made up a number,composed,composed,double definition,FABRICATE,0
108257,Be punctilious having to get back for the fish,stickle,stickle,double definition,MINNOW,0
77048,Deliver a blackbird,bowl,bowl,double definition,TURT,0
78770,Uncalled for correspondence,deadletter,dead letter,double definition,UNSENT,0
1543,Community to pay workers overtime,settlement,settlement,double definition,COMPENSATE,0
112931,Dames popular with sailors?,broads,broads,double definition,LADIES,0
39500,A weightwatchers' congress?,diet,diet,double definition,DIET,1
47168,"Very cutting, but inviting riposte",twoedged,two edged,double definition,RAP ID,0
25643,Academic sinecures?,easychairs,easy chairs,double definition,IVY LEAGUE,0
47761,It's suitable in public,exoteric,exoteric,double definition,DECENTLY,0
66596,Advertising in advance,promotion,promotion,double definition,PREVIEW,0
104275,No good at making pudding,duff,duff,double definition,BADU,0
124178,Mason's fermented juice?,perry,perry,double definition,ALESS,0
30402,One of the Stones appearing worn - affected by the drink?,pebble,pebble,double definition,ROLLS,0
53157,What Mrs Sprat might do with rabbit,chewthefat,chew the fat,double definition,EAT A TIN,0
36723,Carry on in the theatre,operate,operate,double definition,ACTING,0
26394,Temporarily relocate help,second,second,double definition,RELOC,0
51064,Coming to no conclusion,endless,endless,double definition,ENDLESS,1
2115,Bird of prey,raven,raven,double definition,EAGLE,0
112643,Found out such appliances are dangerous,unearthed,unearthed,double definition,DISCOVER,0
40199,Doubt one may be apprehended,suspect,suspect,double definition,SUSPECT,1
41758,Second in importance,moment,moment,double definition,NECKTO,0
137544,Grouped together with a retired joiner,banded,banded,double definition,UNIONED,0
75815,Make an effective stab at providing a short survey,runthrough,run through,double definition,TRY AT,0
26973,"Subscribed to the ""Listener"" and the ""Pantheon"", say",rotunda,rotunda,double definition,READTO,0
87379,"A slippery customer, the winter sportsman!",skier,skier,double definition,ICERS,0
63736,Knock cap off sleeping policeman,hump,hump,double definition,SLEEP,0
27894,Reportedly waited around grave,staid,staid,double definition,WAITS,0
47499,Put up rainwear in a swindle,scam,scam,double definition,DUPE,0
33300,"Write, for instance, ""to rise"" as your answer?",getup,get up,double definition,TO BE,0
134309,Holder and others sounded greatly impressed,slayed,slayed,double definition,AWEDLOT,0
51733,Where accidents are affecting the roses,blackspot,black spot,double definition,GARDEN,0
91152,"In tight spot, swear!",plight,plight,double definition,PINCHES,0
46199,Cooked potato with cold joint,chip,chip,double definition,MASHY,0
134666,"God's dog and ten animals I slam in a net, perhaps?",palindromes,palindromes,double definition,DEITYTRAP,0
35372,Enormous scratch by the ear,great,great,double definition,MASSY,0
60290,Secure forward position,lock,lock,double definition,ABET,0
98299,It is difficult being so sensitive,ticklish,ticklish,double definition,TOOSENS,0
116464,"Having broken a personal record, though on the decline",pastonesbest,past ones best,double definition,ON THE WANE,0
6256,Scandal in the sluice,watergate,watergate,double definition,SKANDAL,0
45346,Relish an Indian addition to the meal,chutney,chutney,double definition,CHUTNEY,1
121944,Quoted poet sounds like Mary's garden,shelly,shelly,double definition,MARLOW,0
50807,A reward for the taking?,priceononeshead,price on ones head,double definition,A BIT OF FLAIR,0
134682,Cheers solvers are barred from getting,youshouldnthave,you shouldnt have,double definition,TA TA FOR NOW,0
91690,Performance of capital detachment,execution,execution,double definition,SEPARATION,0
50572,Free husband,save,save,double definition,EXES,0
38373,Small and delicate,slight,slight,double definition,DAINTY,0
29441,Calm North Yorkshire town,settle,settle,double definition,MALTON,0
34965,Jack's screwdriver?,propeller,propeller,double definition,LADLEBIT,0
3128,"Clifftop home creepy, we hear?",eyrie,eyrie,double definition,EYRIE,1
119926,Warning to speculators on gravy train ?,mindthegap,mind the gap,double definition,BEWARE THE,0
98100,A marvellous idea taking off in dream,aspiration,aspiration,double definition,ONEDREAM,0
46325,It's cryptic woman's paper,tissue,tissue,double definition,TIMES,0
40368,Make new arrangements for the holiday place,resort,resort,double definition,RESORT,1
41398,Acts as executor - some teachers want to,beheads,beheads,double definition,WILLING,0
22648,The end of the New Testament,amen,amen,double definition,EVES,0
52288,Rubber reported by my sister in Paris?,masseur,masseur,double definition,ERASER,0
2591,A representative business,agency,agency,double definition,AGENCY,1
62314,Snakes top their opposites,adders,adders,double definition,ADDERS,1
51626,A hard thing to catch,nail,nail,double definition,ELMS,0
93701,Where people go in for charms,entrances,entrances,double definition,NECKLACE,0
102896,Soul music?,spiritual,spiritual,double definition,PSALMODY,0
30758,The keynote to good health?,tonic,tonic,double definition,TONIC,1
12774,Dragged to the altar?,towed,towed,double definition,TRAIN,0
87168,Confinement which sounds yellow?,custody,custody,double definition,CUSTODY,1
28479,A building in Slough,shed,shed,double definition,HUTS,0
129531,Emission - tax to the limit,exhaust,exhaust,double definition,EXHAUST,1
78366,Factory philosopher,mill,mill,double definition,MARX,0
117834,Order a course,sequence,sequence,double definition,COMMAND,0
46683,Where Horatio asked for the kiss of death?,trafalgar,trafalgar,double definition,ELSINORE,0
74952,Made up a number,composed,composed,double definition,FABRICATE,0
108257,Be punctilious having to get back for the fish,stickle,stickle,double definition,MINNOW,0
77048,Deliver a blackbird,bowl,bowl,double definition,TURT,0
78770,Uncalled for correspondence,deadletter,dead letter,double definition,UNSENT,0
1543,Community to pay workers overtime,settlement,settlement,double definition,COMPENSATE,0
1478,Snick a boundary,edge,edge,double definition,EDGE,1
75508,"A day in dopey stupor, endlessly like t-h-i-s?",spacedout,spaced out,double definition,IN A DAZE,0
28758,"A stroke by a batsman going for a run, perhaps?",ondrive,on drive,double definition,ON RUN,0
98043,Occasion to eat a piece of cake,picnic,picnic,double definition,BIRTHD,0
77843,Sailors sought by TV producer,ratings,ratings,double definition,SAILORS,0
121029,Sydney's landmark before building works?,operahouse,opera house,double definition,OPERA HOUSE,1
102328,Not even a soldier,irregular,irregular,double definition,CIVILIANS,0
72759,"To be lying here, it's serious!",grave,grave,double definition,ICUER,0
32745,A-class grass,alfa,alfa,double definition,ELIT,0
44642,How ill was the reviewer?,critically,critically,double definition,CRITICALLY,1
88477,"To the bride', perhaps, in German (Browning)",toasting,toasting,double definition,MEINSCH,0
30462,It's supposed to prevent travellers' bags getting in a snarl-up,bfcycleclip,bfcycle clip,double definition,PORTERAGE,0
64648,Spare fire,letoff,let off,double definition,SPA FARE,0
32909,Be nippy? Not a lot!,dash,dash,double definition,BITE,0
53033,Said to be the story's end,tail,tail,double definition,TALE,0
14106,"Not wanted at the feast, best left in the cupboard",skeleton,skeleton,double definition,PARIAH,0
10926,Act as an agitator and get jail,stir,stir,double definition,STIR,1
104766,Spike has doll that is missing,barb,barb,double definition,BARB,1
6110,Close check,stop,stop,double definition,EYED,0
40179,Peculiar game,rummy,rummy,double definition,ODDLY,0
25486,Violinist's private room,bower,bower,double definition,STUDIO,0
34853,He designed a water container,adam,adam,double definition,ARNO,0
57863,Carry on in summary fashion,resume,resume,double definition,ABRIDG,0
96014,Sharp stone for the remaining persons,alltherest,all the rest,double definition,FLINT AND STEEL,0
50761,"Telephone bell starting off, but not so loud",lower,lower,double definition,TINKS,0
109072,Something dentist may have to do with lineage,extraction,extraction,double definition,FAMILYTREES,0
123726,Vegetable essence,marrow,marrow,double definition,FLAVOUR,0
93892,Solid grasp of company case?,firmgrip,firm grip,double definition,FIRM BOX,0
8968,What's got out of bed?,rose,rose,double definition,RISE,0
10829,Religious house is too much for this priest,abbe,abbe,double definition,EREM,0
114956,"Exciting book, ""The Musician's Aide""",pageturner,page turner,double definition,PAGE TURNER,1
33947,Law suit finally disposed of - for a figure,statue,statue,double definition,FIGURE,0
74212,"What maintenance staff should do at points, etc",checkrails,checkrails,double definition,CHECKPOINTS,0
103221,One seen in a hanging basket?,balloonist,balloonist,double definition,GARDENER,0
38183,Monster fish,troll,troll,double definition,PIRANHA,0
18838,Danger for sailors in popular music,rock,rock,double definition,RIFF,0
101788,West Indian play groups,steelbands,steel bands,double definition,STEEL BANDS,1
13695,Grim prospect for yachtsman trying to catch rival,stern,stern,double definition,SHARKS,0
27162,Books for more than one opera,libretti,libretti,double definition,LIBRETTI,1
82252,Bit of a gut for Goon (pronounced),caecum,caecum,double definition,BELLY,0
8270,Safe place to let out the clutch?,nest,nest,double definition,NEST,1
52928,Regulated state - alternative to Red Revolution?,order,order,double definition,WHITE,0
84492,Quarryman's key picked up,miner,miner,double definition,KEYED,0
131897,He takes obstacles in his stride,hurdler,hurdler,double definition,HURDLE,0
39535,Devil's tie?,deuce,deuce,double definition,KNOT,0
53980,Setting maybe at Watford Gap?,milieu,milieu,double definition,MOTOR,0
100802,Footwear hamper,clog,clog,double definition,SHOE,0
64869,"Tender, relatively speaking",sister,sister,double definition,SOFTER,0
66402,Governor that entertained PM once,north,north,double definition,REAGAN,0
17537,Run one of the film crowd,extra,extra,double definition,CREWS,0
123097,"It's unhealthily damp but not too confined, as they say",rheumy,rheumy,double definition,CLAMMY,0
11501,What Cupid bears audibly for lover,beau,beau,double definition,EROS,0
93618,Red-hot stuff,cayenne,cayenne,double definition,RADICAL,0
141286,Work units heard of in Holland,joules,joules,double definition,ERGONS,0
29573,The kind of Constable that's out of the ordinary,special,special,double definition,UNUSUAL,0
90612,Compellingly kind,obliging,obliging,double definition,IRRESIST,0
23967,It's probably not steam and possibly not electric,oldiron,old iron,double definition,GAS FI,0
60725,Traffic hazard could be sinister,bend,bend,double definition,CURB,0
63370,"A show-off, the bounder",prancer,prancer,double definition,EXHIBIT,0
63299,"Lacking respect, notwithstanding",regardless,regardless,double definition,REGARDLESS,1
16884,A lawless thief: I was once one myself,pirate,pirate,double definition,OUTLAW,0
116114,Sporting barrier that generates pots?,backstop,backstop,double definition,NETTING,0
23944,Sounds like place is an eyesore,sight,sight,double definition,EYES,0
85188,"An equal to Earl Peel, the last of the shire",count,count,double definition,PEERS,0
90916,Fly biting,sharp,sharp,double definition,STING,0
60138,The old starting signal falls without delay,atthedropofahat,at the drop of a hat,double definition,ON YOUR MARK,0
57018,Silence in jail!,shutup,shut up,double definition,IN AD,0
391,Food item for one's heart-throb,pulse,pulse,double definition,STEAK,0
79976,Post of interest,stake,stake,double definition,STAKE,1
107087,Lots of money given to fools,masses,masses,double definition,MONEY,0
122860,Issue not raised naturally,adoptee,adoptee,double definition,BREEDS,0
64292,Agree the score,tally,tally,double definition,SCORE,0
135159,The very thing I do?,oneandthesame,one and the same,double definition,THE REAL THING,0
49676,"Lancashire dish, one to produce a tricky problem",hotpotato,hot potato,double definition,HOT POT,0
72527,Where to find chaps undressed?,bath,bath,double definition,MENS,0
133193,"Thud may be heard, but not on a rug down there?",onomatopoeia,onomatopoeia,double definition,DOWNSTAIRS,0
101910,Cut grass?,awn,awn,double definition,MOW,0
32760,Letter delivered with a becoming conclusion,delta,delta,double definition,EPITH,0
119662,Marathon in which we are all dead?,longrun,long run,double definition,RAT RACE,0
65354,Charges for original film shots,rushes,rushes,double definition,FEESFOR,0
7095,Fellow of no practical use?,academic,academic,double definition,USELESS,0
23111,Very verily,really,really,double definition,TRULY,0
98393,"It's not cheap, making legal documents sound",ritz,ritz,double definition,DEAR,0
77941,You'll be lost without these,bearings,bearings,double definition,BEARINGS,1
42893,Young man inexperienced with a gun,colt,colt,double definition,GREEN,0
55756,Seize an egg collection,clutch,clutch,double definition,OVOLET,0
53018,Insure sign?,underwrite,underwrite,double definition,POLICIES,0
93905,Singular Anglo-Saxon orientation,attitude,attitude,double definition,NORTHMAN,0
42960,Sweet lumps on hat,gobstopper,gobstopper,double definition,ICINGSUGAR,0
138426,Who would bother a runner?,harrier,harrier,double definition,MARSHAL,0
95618,Yank involved in weightlifting,jerk,jerk,double definition,TONY,0
49096,"A favourite of ""Gardeners World""",cosmos,cosmos,double definition,PETUNA,0
87026,Lightweight worker in goods packing?,boxer,boxer,double definition,PACKS,0
28177,Disunity shown in the former Yugoslavia?,split,split,double definition,BALKS,0
113631,One is better out of it,sickness,sickness,double definition,TROUBLE,0
109664,One expecting to hear broadcast,heir,heir,double definition,EARO,0
106448,What may be spoilt by daisies and big rats?,supergrasses,supergrasses,double definition,LAWNCARE,0
98251,Supreme international body,missworld,miss world,double definition,UNITED NATIONS,0
81357,Maybe Franklin's backer switched poles,inventor,inventor,double definition,ELECTRIC,0
68792,It's what Barry and Gary do,rhyme,rhyme,double definition,SINGS,0
34802,Weapon held up by a corporal?,lance,lance,double definition,SPEAR,0
1441,Margin of error in general practice,leeway,leeway,double definition,MARGIN,0
62697,A drop of ice,icicle,icicle,double definition,ICICLE,1
77414,"Guns against water, not including storm",barrage,barrage,double definition,ARMADOS,0
52011,Where the less important fishes learn?,secondaryschool,secondary school,double definition,MINNOWS SCHOOL,0
50645,Tablet's coating causing harm in mouth,plaque,plaque,double definition,POISON,0
74150,Saul's blowers?,bellows,bellows,double definition,TRUMPETS,0
1522,Inferior articles that don't last long,seconds,seconds,double definition,SHODDY,0
56537,"Looking annoyed, wanting power trip",outing,outing,double definition,ASPIRE,0
46171,Weather required for electric fires,elements,elements,double definition,DRAUGHTS,0
97441,Flower one sees periodically,annual,annual,double definition,DAISY,0
46226,Old soldier taking flight,archer,archer,double definition,VETER,0
104891,Reminds one that it's time for church?,ringsabell,rings a bell,double definition,TELLS YOU,0
124062,"Shout and dance, say",bawl,bawl,double definition,YELL,0
31538,Not a mod chair,rocker,rocker,double definition,ROCKS,0
811,"Complain about a rule, we hear",arraign,arraign,double definition,GROUSE,0
134760,Put your foot down as a plantsman,heelin,heel in,double definition,TOE IN,0
16633,Cut a dash,drop,drop,double definition,SLAB,0
30630,Make better pickle,cure,cure,double definition,DILL,0
4204,A child of necessity is given to falsehood,invention,invention,double definition,PROGENY,0
103705,Sent money and relaxed,remitted,remitted,double definition,REMITTED,1
48333,Noel's tower of strength,reindeer,reindeer,double definition,NOELLES,0
2152,Accommodation with hot water in Yorkshire,house,house,double definition,TEAROS,0
38440,Kids drink it,goatsmilk,goatsmilk,double definition,MILKSHAKE,0
70138,Jumbo pilot?,mahout,mahout,double definition,MAHOUT,1
38080,Car benefiting driver leaving river behind,ford,ford,double definition,TAXI,0
119431,Savage as Dracula,bloodthirsty,bloodthirsty,double definition,VAMPIRIC,0
39556,State where the keys are,florida,florida,double definition,TENNESSE,0
11074,Inventor who dynamited half belongings?,nobel,nobel,double definition,NOBEL,1
2165,Key to the mess?,hash,hash,double definition,ALE,0
122163,An old joke?,jest,jest,double definition,YORE,0
110655,Historian's report of Cumbrian city,carlyle,carlyle,double definition,CARLIS,0
105488,Announced fruit's value,gauge,gauge,double definition,PRICES,0
28061,Empire-building queen and cabinet maker,premier,premier,double definition,VICTOR,0
53713,Sordid details,lowdown,lowdown,double definition,DIRTYLA,0
67636,"Like Old Marley, unproductive as a stud",deadasadoornail,dead as a doornail,double definition,"AS COLD, BARREN",0
31042,Dialect that comes from the mouth,estuary,estuary,double definition,LANCASH,0
44990,Related to one's origin in South Africa,natal,natal,double definition,AFRIKA,0
12330,Weed the bed,couch,couch,double definition,HOEING,0
89970,Turning points in making purchases,fulcra,fulcra,double definition,TILLS,0
28167,It might help a serious smoker,inhaler,inhaler,double definition,FILTER,0
5241,As curtains might be tied,drawn,drawn,double definition,KNOTS,0
101891,Folk hero's bonnet,hood,hood,double definition,ROBIN,0
36093,On a plank,aboard,aboard,double definition,ABOARD,1
125333,Window leaves producer on the coast,bay,bay,double definition,SEA,0
69641,A Merry Christmas is often likely,onthecards,on the cards,double definition,IS TO BE,0
22058,This fellow sounds serious,ernest,ernest,double definition,GRAVER,0
45412,After which one's in the majority,seventeen,seventeen,double definition,MAJORITY,0
43609,How Keats wrote upside down,inverse,inverse,double definition,INVERS,0
99012,"Was evasive, having received hot property",fenced,fenced,double definition,BEATEN,0
100911,Refuse to go through all the cases,decline,decline,double definition,DECLINE,1
135976,Measures the mast beams,yards,yards,double definition,METRE,0
110525,Imagines being ordered into uniform,calledup,called up,double definition,DREAM ON,0
54276,One doesn't want to do this at a bank,loseonesbalance,lose ones balance,double definition,MAKE A WITHDRAWAL,0
53280,Warming drink that takes some beating,eggnog,eggnog,double definition,HOTDOG,0
13073,The devil to come up to?,scratch,scratch,double definition,RISEABL,0
116380,Perhaps some of those at the company meeting don't have their own cases?,shareholders,shareholders,double definition,SHAREHOLDERS,1
134887,Principle of not striking?,pacifism,pacifism,double definition,NONSTRIKE,0
30481,"Replacing of ""ruth"" by ""quarter""",fourth,fourth,double definition,QUARTER,0
72186,"People being treated, say, with forbearance",patience,patience,double definition,PATIENTS,0
113647,Put in charge? Quite the opposite,unload,unload,double definition,DEMOTE,0
71680,Snobs? Rubbish!,cobblers,cobblers,double definition,TOFFS,0
51757,No longer greeting completely frozen rain,allhail,all hail,double definition,NO LONGER,0
131170,"Not precious stones, but possibly worn",pebbles,pebbles,double definition,PEBBLES,1
120800,"Source of milk shake, not quiet",udder,udder,double definition,NOISE,0
80163,"I'm la-di-da but, healthwise, not benign",affected,affected,double definition,MALADIA,0
30954,Get Tom's goat? That's the last thing one would do!,putoutthecat,put out the cat,double definition,GET ON SOMEONES GOAT,0
50002,Boating clothes in Durham?,riverwear,river wear,double definition,ROWING,0
2401,Donkey and another old one,noodle,noodle,double definition,BURROS,0
126028,Look for the men of Smithfield,butchers,butchers,double definition,BUTCHERS,1
31596,A sentence to be penned?,custodial,custodial,double definition,CONDEMNED,0
111160,Among atheists he is pink,leftofcentre,left of centre,double definition,IN THE RED,0
21493,Johnny's ready?,cash,cash,double definition,ONTO,0
10039,"Silence, please, for the game",whist,whist,double definition,SHUSH,0
40470,What's meant by the end of Salem’s Lot?,mass,mass,double definition,OTTO,0
115610,But they're not clerks of the course,turfaccountants,turf accountants,double definition,NOT RACING,0
20772,Passage from a booklet,extract,extract,double definition,EXCERPT,0
113164,Not having been given a good enough hiding?,visible,visible,double definition,UNBEAT,0
14663,Pleasant resort,nice,nice,double definition,IDYL,0
20133,Fireside bower,nero,nero,double definition,IGLO,0
498,"Easily portable lamp, for example",light,light,double definition,LAMPS,0
86656,"Did the ""lumpen proletariat"" show signs of this plague?",bubonic,bubonic,double definition,PESTILE,0
59793,The legend of Arachne? That's a tall story!,myfoot,my foot,double definition,YARN,0
42247,Dined in college by the sound of it,eaten,eaten,double definition,HALLS,0
107011,Take whatever's offered - it could make you party on!,anyportinastorm,any port in a storm,double definition,ANY OLD PARTY,0
81643,Will settlement,determination,determination,double definition,LASTWILLANDTESTAMENT,0
65154,Find flesh by the ear,meet,meet,double definition,MEAT,0
21774,Number to facilitate and inspire truce,ceasefire,cease fire,double definition,PEACE PIPE,0
101447,Trousers designed for passing water,drainpipes,drainpipes,double definition,WETTINGPANTS,0
16765,First half of the big game,rhino,rhino,double definition,HALFTS,0
131583,Men found underground cathedrals? No way!,miners,miners,double definition,MINERS,1
963,Stop rowing on the street,easy,easy,double definition,CESE,0
141248,Order repeatedly issued by them for audio equipment?,speakers,speakers,double definition,SPEAKERS,1
67401,Brunel seen as a diplomatic type?,bridgebuilder,bridge builder,double definition,BRUNEL IS,0
9887,The French index is not right,left,left,double definition,TABLE,0
40864,Holds one's own ceremonial robes,copes,copes,double definition,KEEPS,0
98851,Went without saying,absconded,absconded,double definition,UNSPOKEN,0
72712,More fiction ...,utopia,utopia,double definition,FABLED,0
86297,What a traveller pays for a meal in a dining car?,trainfare,train fare,double definition,MEAL TICKET,0
41082,It could result in deflation being on the way,puncture,puncture,double definition,PUNCTURE,1
35323,Unusual police function,arresting,arresting,double definition,BEAT DUTY,0
27707,Business statement,profession,profession,double definition,LEDGERS,0
136100,Capital invested in model planes,mosquitos,mosquitos,double definition,AIRBASES,0
95332,First class house room?,reception,reception,double definition,MANSIONS,0
71001,"Out of danger, sailing past Holland",offthehook,off the hook,double definition,SEA SAFE,0
18446,Howler monkey shaking head,error,error,double definition,LEMUR,0
24840,Said to be family,related,related,double definition,RELATED,1
94167,Green alcoholic drink,lush,lush,double definition,TEAS,0
69176,The bill offenders may have to face in court,beak,beak,double definition,FINE,0
57871,Get back to CV,resume,resume,double definition,RESUME,1
118978,Resolve to have some exercise,workout,work out,double definition,ME TO,0
2201,Able to pay for a form of abuse,solvent,solvent,double definition,SOLVENT,1
7689,Twist a bit off the tree,olive,olive,double definition,BRANCH,0
62980,Host got up for this,elevation,elevation,double definition,BANQUET,0
47966,Forget how to take charge,overlook,overlook,double definition,FORGETS,0
90368,What they are is difficult to say,tonguetwisters,tongue twisters,double definition,HARD TO SAY,0
53040,"Was not all there, as Greeks claim?",lostonesmarbles,lost ones marbles,double definition,NOT ALL THERE,0
104299,Start court proceedings,serve,serve,double definition,SUE IT,0
119086,"No tricks, that's a promise",misere,misere,double definition,NOVICE,0
65514,"Drop suddenly, missing the first thrust",lunge,lunge,double definition,FALLS,0
18967,It's used to catch small river fish,reel,reel,double definition,NETS,0
102988,Lots of entrances for Father Christmas,stacks,stacks,double definition,CHIMNE,0
98889,Bristol sounds like a French port,breast,breast,double definition,HAVENS,0
53960,Temper heard by the side of the road,kerb,kerb,double definition,ROAR,0
29718,"Funeral lament in cathedral, for example",elegy,elegy,double definition,DIRGE,0
76468,Means of raising a flag,jack,jack,double definition,ROPE,0
59792,I can't believe it when my bottom shows!,myfoot,my foot,double definition,INCREDULITY,0
30031,Mother of Paris seen in lake,mere,mere,double definition,NERE,0
66442,"Justly won as Ashes eventually were, it's said",earned,earned,double definition,FAIRLY,0
21343,Fruit from this on hand,palm,palm,double definition,LIME,0
14409,"Sell out, as it might?",shop,shop,double definition,BETS,0
46550,Champion releases arrow ending just outside the bull,inner,inner,double definition,HEROS,0
129441,Welcome cry up North,greet,greet,double definition,HIYAS,0
3491,Ocean's water departed on a rising tide?,deep,deep,double definition,SEAS,0
140362,Such as would suit you down to the ground? Only half,kneelength,knee length,double definition,SHOES,0
73772,Third power block,cube,cube,double definition,CUBE,1
30418,Laws that can only be broken by an expert,code,code,double definition,AXES,0
3787,Scottish battlefield's rumoured to have a ghost,wraith,wraith,double definition,CULLO,0
81095,One-time premier rank,major,major,double definition,PRIME,0
26701,Improvement of action due to training,education,education,double definition,SKILLING,0
74669,Criticise achievement at cards,slam,slam,double definition,SLAM,1
135519,Crafts based on fundamental duplicity,catamarans,catamarans,double definition,DOUBLECROSS,0
91960,A natural aptitude is present,gift,gift,double definition,FLAIR,0
34502,Tree providing shade,lilac,lilac,double definition,ELMS,0
64112,Piece of music unsuitable as voluntary?,obbligato,obbligato,double definition,COMPULSORY,0
60435,This provides the main prospect,porthole,porthole,double definition,PANDEMON,0
89212,Fitted with a groove,slotted,slotted,double definition,GROOVED,0
134748,"Sun etc in before this, brightness ends",popularpress,popular press,double definition,STARS IN,0
46146,Improve one's bust line?,uplift,uplift,double definition,ENLACE,0
34903,It's designed for handicapped drivers to do the rounds,golfcourse,golf course,double definition,HAND CAR,0
48413,They meet in the centre of the ring,radii,radii,double definition,REFES,0
102106,Shy soldier getting worn out,retiring,retiring,double definition,BASHFUL,0
19581,Bob put forward an idea,float,float,double definition,POSER,0
125738,Flying in Hackney's hair-raising?,airlifting,airlifting,double definition,HANGGLIDER,0
109949,Short dominatrix may have done this,strappedforcash,strapped for cash,double definition,WHIP LASHED,0
100397,"Power outage, possible source of conflict",generationgap,generation gap,double definition,BATTLE LINES,0
109944,Standard performance,routine,routine,double definition,PARFORM,0
