Index,Clue,Solution,Spaced_Solution,gemma_predicted,gpt_solved_answer
46325,It's cryptic woman's paper,tissue,tissue,double definition,PAPER,0
40368,Make new arrangements for the holiday place,resort,resort,double definition,RESORT,1
41398,Acts as executor - some teachers want to,beheads,beheads,double definition,EXECUTE,0
22648,The end of the New Testament,amen,amen,double definition,MATT,0
52288,Rubber reported by my sister in Paris?,masseur,masseur,double definition,GUMMIE,0
2591,A representative business,agency,agency,double definition,AGENT,0
62314,Snakes top their opposites,adders,adders,double definition,SERPENT,0
51626,A hard thing to catch,nail,nail,double definition,COLD,0
93701,Where people go in for charms,entrances,entrances,double definition,MAGNETIC,0
102896,Soul music?,spiritual,spiritual,double definition,RHYTHM,0
30758,The keynote to good health?,tonic,tonic,double definition,VITAL,0
12774,Dragged to the altar?,towed,towed,double definition,WED,0
87168,Confinement which sounds yellow?,custody,custody,double definition,BARRICADE,0
28479,A building in Slough,shed,shed,double definition,ETON,0
129531,Emission - tax to the limit,exhaust,exhaust,double definition,EXTINCT,0
78366,Factory philosopher,mill,mill,double definition,FORD,0
117834,Order a course,sequence,sequence,double definition,REORDER,0
46683,Where Horatio asked for the kiss of death?,trafalgar,trafalgar,double definition,DENMARK,0
74952,Made up a number,composed,composed,double definition,NUMERALS,0
108257,Be punctilious having to get back for the fish,stickle,stickle,double definition,TROUTS,0
77048,Deliver a blackbird,bowl,bowl,double definition,SEND,0
78770,Uncalled for correspondence,deadletter,dead letter,double definition,JUNK MAIL,0
1543,Community to pay workers overtime,settlement,settlement,double definition,COMMUNITY,0
1478,Snick a boundary,edge,edge,double definition,EDGE,1
75508,"A day in dopey stupor, endlessly like t-h-i-s?",spacedout,spaced out,double definition,DOPED UP,0
28758,"A stroke by a batsman going for a run, perhaps?",ondrive,on drive,double definition,RUN OUT,0
98043,Occasion to eat a piece of cake,picnic,picnic,double definition,BIRTHDAY,0
77843,Sailors sought by TV producer,ratings,ratings,double definition,CREWING,0
121029,Sydney's landmark before building works?,operahouse,opera house,double definition,OPERA HOUSE,1
102328,Not even a soldier,irregular,irregular,double definition,INDECISIVE,0
72759,"To be lying here, it's serious!",grave,grave,double definition,SERIOUS,0
32745,A-class grass,alfa,alfa,double definition,CLASS,0
44642,How ill was the reviewer?,critically,critically,double definition,HOWLINGLY,0
88477,"To the bride', perhaps, in German (Browning)",toasting,toasting,double definition,BRAIDED,0
30462,It's supposed to prevent travellers' bags getting in a snarl-up,bfcycleclip,bfcycle clip,double definition,BAGGAGE,0
64648,Spare fire,letoff,let off,double definition,SPARE,0
32909,Be nippy? Not a lot!,dash,dash,double definition,NICE,0
53033,Said to be the story's end,tail,tail,double definition,ENDS,0
14106,"Not wanted at the feast, best left in the cupboard",skeleton,skeleton,double definition,LEFTOVERS,0
10926,Act as an agitator and get jail,stir,stir,double definition,RIOT,0
104766,Spike has doll that is missing,barb,barb,double definition,DOLL,0
6110,Close check,stop,stop,double definition,CLOSE,0
40179,Peculiar game,rummy,rummy,double definition,ODD,0
25486,Violinist's private room,bower,bower,double definition,CELLO,0
34853,He designed a water container,adam,adam,double definition,MOCA,0
57863,Carry on in summary fashion,resume,resume,double definition,CARRY,0
96014,Sharp stone for the remaining persons,alltherest,all the rest,double definition,THE LAST,0
50761,"Telephone bell starting off, but not so loud",lower,lower,double definition,RING,0
109072,Something dentist may have to do with lineage,extraction,extraction,double definition,GENEALOGY,0
123726,Vegetable essence,marrow,marrow,double definition,EXTRACT,0
93892,Solid grasp of company case?,firmgrip,firm grip,double definition,CASE LAW,0
8968,What's got out of bed?,rose,rose,double definition,CAME,0
10829,Religious house is too much for this priest,abbe,abbe,double definition,BISHOP,0
114956,"Exciting book, ""The Musician's Aide""",pageturner,page turner,double definition,FINE ART,0
33947,Law suit finally disposed of - for a figure,statue,statue,double definition,FIGURE,0
74212,"What maintenance staff should do at points, etc",checkrails,checkrails,double definition,MAINTENANCE,0
103221,One seen in a hanging basket?,balloonist,balloonist,double definition,HANGING,0
38183,Monster fish,troll,troll,double definition,GOLIATH,0
18838,Danger for sailors in popular music,rock,rock,double definition,CAGE,0
101788,West Indian play groups,steelbands,steel bands,double definition,PLAY GROUPS,0
13695,Grim prospect for yachtsman trying to catch rival,stern,stern,double definition,GRIM,0
27162,Books for more than one opera,libretti,libretti,double definition,LIBRETTI,1
82252,Bit of a gut for Goon (pronounced),caecum,caecum,double definition,GUTTER,0
8270,Safe place to let out the clutch?,nest,nest,double definition,SAFE,0
52928,Regulated state - alternative to Red Revolution?,order,order,double definition,STATE,0
84492,Quarryman's key picked up,miner,miner,double definition,KEYED,0
131897,He takes obstacles in his stride,hurdler,hurdler,double definition,HURDLE,0
39535,Devil's tie?,deuce,deuce,double definition,DEVIL,0
53980,Setting maybe at Watford Gap?,milieu,milieu,double definition,SETTING,0
100802,Footwear hamper,clog,clog,double definition,CLOGS,0
64869,"Tender, relatively speaking",sister,sister,double definition,SWEET,0
66402,Governor that entertained PM once,north,north,double definition,GOVEN,0
17537,Run one of the film crowd,extra,extra,double definition,RUNNER,0
123097,"It's unhealthily damp but not too confined, as they say",rheumy,rheumy,double definition,MOLDY,0
11501,What Cupid bears audibly for lover,beau,beau,double definition,ARROW,0
93618,Red-hot stuff,cayenne,cayenne,double definition,LAVA,0
141286,Work units heard of in Holland,joules,joules,double definition,JOULES,1
29573,The kind of Constable that's out of the ordinary,special,special,double definition,ABNORMAL,0
90612,Compellingly kind,obliging,obliging,double definition,CHARMING,0
23967,It's probably not steam and possibly not electric,oldiron,old iron,double definition,WET HEAT,0
60725,Traffic hazard could be sinister,bend,bend,double definition,DANG,0
63370,"A show-off, the bounder",prancer,prancer,double definition,SHOWOFF,0
63299,"Lacking respect, notwithstanding",regardless,regardless,double definition,DISRESPECT,0
16884,A lawless thief: I was once one myself,pirate,pirate,double definition,OUTLAW,0
116114,Sporting barrier that generates pots?,backstop,backstop,double definition,HURDLES,0
23944,Sounds like place is an eyesore,sight,sight,double definition,EYESORE,0
85188,"An equal to Earl Peel, the last of the shire",count,count,double definition,EQUAL,0
90916,Fly biting,sharp,sharp,double definition,BITEY,0
60138,The old starting signal falls without delay,atthedropofahat,at the drop of a hat,double definition,GOING TO,0
57018,Silence in jail!,shutup,shut up,double definition,TIME TO,0
391,Food item for one's heart-throb,pulse,pulse,double definition,FOOD,0
79976,Post of interest,stake,stake,double definition,EMAIL,0
107087,Lots of money given to fools,masses,masses,double definition,MONEY,0
122860,Issue not raised naturally,adoptee,adoptee,double definition,ISSUE,0
64292,Agree the score,tally,tally,double definition,AGREE,0
135159,The very thing I do?,oneandthesame,one and the same,double definition,THE SAME THING,0
49676,"Lancashire dish, one to produce a tricky problem",hotpotato,hot potato,double definition,MEAT PIE,0
72527,Where to find chaps undressed?,bath,bath,double definition,LADS,0
133193,"Thud may be heard, but not on a rug down there?",onomatopoeia,onomatopoeia,double definition,UNDERFOOT,0
101910,Cut grass?,awn,awn,double definition,CUT,0
32760,Letter delivered with a becoming conclusion,delta,delta,double definition,LETTER,0
119662,Marathon in which we are all dead?,longrun,long run,double definition,WE ARE,0
65354,Charges for original film shots,rushes,rushes,double definition,COSTS,0
7095,Fellow of no practical use?,academic,academic,double definition,FELLOWES,0
23111,Very verily,really,really,double definition,VERILY,0
98393,"It's not cheap, making legal documents sound",ritz,ritz,double definition,COSTS,0
77941,You'll be lost without these,bearings,bearings,double definition,COMPASS,0
42893,Young man inexperienced with a gun,colt,colt,double definition,KID,0
55756,Seize an egg collection,clutch,clutch,double definition,NABBER,0
53018,Insure sign?,underwrite,underwrite,double definition,UNDERWRITE,1
93905,Singular Anglo-Saxon orientation,attitude,attitude,double definition,SINGULAR,0
42960,Sweet lumps on hat,gobstopper,gobstopper,double definition,MARSHMALLOW,0
138426,Who would bother a runner?,harrier,harrier,double definition,PACER,0
95618,Yank involved in weightlifting,jerk,jerk,double definition,LIFT,0
49096,"A favourite of ""Gardeners World""",cosmos,cosmos,double definition,DAHLIA,0
87026,Lightweight worker in goods packing?,boxer,boxer,double definition,PACKER,0
28177,Disunity shown in the former Yugoslavia?,split,split,double definition,YUGOS,0
113631,One is better out of it,sickness,sickness,double definition,BETTERED,0
109664,One expecting to hear broadcast,heir,heir,double definition,HEAR,0
106448,What may be spoilt by daisies and big rats?,supergrasses,supergrasses,double definition,DISRUPTION,0
98251,Supreme international body,missworld,miss world,double definition,WORLD COURT,0
81357,Maybe Franklin's backer switched poles,inventor,inventor,double definition,ELECTRIC,0
68792,It's what Barry and Gary do,rhyme,rhyme,double definition,SING,0
34802,Weapon held up by a corporal?,lance,lance,double definition,SWORD,0
1441,Margin of error in general practice,leeway,leeway,double definition,MARGIN,0
62697,A drop of ice,icicle,icicle,double definition,ICICLE,1
77414,"Guns against water, not including storm",barrage,barrage,double definition,CANNON,0
52011,Where the less important fishes learn?,secondaryschool,secondary school,double definition,FISHING,0
50645,Tablet's coating causing harm in mouth,plaque,plaque,double definition,ENAMEL,0
74150,Saul's blowers?,bellows,bellows,double definition,TRUMPET,0
1522,Inferior articles that don't last long,seconds,seconds,double definition,SUBPAR,0
56537,"Looking annoyed, wanting power trip",outing,outing,double definition,ANGRY,0
46171,Weather required for electric fires,elements,elements,double definition,CLIMATE,0
97441,Flower one sees periodically,annual,annual,double definition,ROSE,0
46226,Old soldier taking flight,archer,archer,double definition,VETERAN,0
104891,Reminds one that it's time for church?,ringsabell,rings a bell,double definition,REMIND,0
124062,"Shout and dance, say",bawl,bawl,double definition,YELL,0
31538,Not a mod chair,rocker,rocker,double definition,CHAIR,0
811,"Complain about a rule, we hear",arraign,arraign,double definition,GRUMBLE,0
134760,Put your foot down as a plantsman,heelin,heel in,double definition,HARDY,0
16633,Cut a dash,drop,drop,double definition,CUTE,0
30630,Make better pickle,cure,cure,double definition,EDIT,0
4204,A child of necessity is given to falsehood,invention,invention,double definition,LIAR,0
103705,Sent money and relaxed,remitted,remitted,double definition,SENTENCE,0
48333,Noel's tower of strength,reindeer,reindeer,double definition,NOELLE,0
2152,Accommodation with hot water in Yorkshire,house,house,double definition,BATHS,0
38440,Kids drink it,goatsmilk,goatsmilk,double definition,CHOCOLATE,0
70138,Jumbo pilot?,mahout,mahout,double definition,PILOT,0
38080,Car benefiting driver leaving river behind,ford,ford,double definition,CARS,0
119431,Savage as Dracula,bloodthirsty,bloodthirsty,double definition,SAVAGERY,0
39556,State where the keys are,florida,florida,double definition,FLORIDA,1
11074,Inventor who dynamited half belongings?,nobel,nobel,double definition,EDISON,0
2165,Key to the mess?,hash,hash,double definition,KEYS,0
122163,An old joke?,jest,jest,double definition,LAME,0
110655,Historian's report of Cumbrian city,carlyle,carlyle,double definition,CUMBER,0
105488,Announced fruit's value,gauge,gauge,double definition,VALUE,0
28061,Empire-building queen and cabinet maker,premier,premier,double definition,QUEEN,0
53713,Sordid details,lowdown,lowdown,double definition,DETAIL,0
67636,"Like Old Marley, unproductive as a stud",deadasadoornail,dead as a doornail,double definition,FITFUL,0
31042,Dialect that comes from the mouth,estuary,estuary,double definition,DIALECT,0
44990,Related to one's origin in South Africa,natal,natal,double definition,AFRIC,0
12330,Weed the bed,couch,couch,double definition,WEEDS,0
89970,Turning points in making purchases,fulcra,fulcra,double definition,CROSSS,0
28167,It might help a serious smoker,inhaler,inhaler,double definition,NICOTIN,0
5241,As curtains might be tied,drawn,drawn,double definition,TIED,0
101891,Folk hero's bonnet,hood,hood,double definition,CAP,0
36093,On a plank,aboard,aboard,double definition,PLANKS,0
125333,Window leaves producer on the coast,bay,bay,double definition,SEA,0
69641,A Merry Christmas is often likely,onthecards,on the cards,double definition,HAPPY,0
22058,This fellow sounds serious,ernest,ernest,double definition,FELLOW,0
45412,After which one's in the majority,seventeen,seventeen,double definition,AFTERMATH,0
43609,How Keats wrote upside down,inverse,inverse,double definition,SONNETS,0
99012,"Was evasive, having received hot property",fenced,fenced,double definition,AVOIDED,0
100911,Refuse to go through all the cases,decline,decline,double definition,REFUSAL,0
135976,Measures the mast beams,yards,yards,double definition,BEAMS,0
110525,Imagines being ordered into uniform,calledup,called up,double definition,DRESS UP,0
54276,One doesn't want to do this at a bank,loseonesbalance,lose ones balance,double definition,MAKE A DEPOSIT,0
53280,Warming drink that takes some beating,eggnog,eggnog,double definition,COCOA,0
13073,The devil to come up to?,scratch,scratch,double definition,DEVILRY,0
116380,Perhaps some of those at the company meeting don't have their own cases?,shareholders,shareholders,double definition,SHAREHOLDERS,1
134887,Principle of not striking?,pacifism,pacifism,double definition,PRINCIPLE,0
30481,"Replacing of ""ruth"" by ""quarter""",fourth,fourth,double definition,RUTHER,0
72186,"People being treated, say, with forbearance",patience,patience,double definition,PATIENTS,0
113647,Put in charge? Quite the opposite,unload,unload,double definition,DEPLOY,0
71680,Snobs? Rubbish!,cobblers,cobblers,double definition,UPSTARTS,0
51757,No longer greeting completely frozen rain,allhail,all hail,double definition,ICE AGE,0
131170,"Not precious stones, but possibly worn",pebbles,pebbles,double definition,FASHION,0
120800,"Source of milk shake, not quiet",udder,udder,double definition,SHAKE,0
80163,"I'm la-di-da but, healthwise, not benign",affected,affected,double definition,MALIGNANT,0
30954,Get Tom's goat? That's the last thing one would do!,putoutthecat,put out the cat,double definition,TOO FAR TO GO,0
50002,Boating clothes in Durham?,riverwear,river wear,double definition,DRESS CODE,0
2401,Donkey and another old one,noodle,noodle,double definition,MULES,0
126028,Look for the men of Smithfield,butchers,butchers,double definition,LOOKING,0
31596,A sentence to be penned?,custodial,custodial,double definition,STATEMENT,0
111160,Among atheists he is pink,leftofcentre,left of centre,double definition,MAN IN PINK,0
21493,Johnny's ready?,cash,cash,double definition,JOHN,0
10039,"Silence, please, for the game",whist,whist,double definition,QUIET,0
40470,What's meant by the end of Salem’s Lot?,mass,mass,double definition,MEAN,0
115610,But they're not clerks of the course,turfaccountants,turf accountants,double definition,MARSHALLS,0
20772,Passage from a booklet,extract,extract,double definition,EXTRACT,1
113164,Not having been given a good enough hiding?,visible,visible,double definition,EXPOSED,0
14663,Pleasant resort,nice,nice,double definition,COVE,0
20133,Fireside bower,nero,nero,double definition,NEST,0
498,"Easily portable lamp, for example",light,light,double definition,LAMP,0
86656,"Did the ""lumpen proletariat"" show signs of this plague?",bubonic,bubonic,double definition,LUMPEN,0
59793,The legend of Arachne? That's a tall story!,myfoot,my foot,double definition,MYTH OF,0
42247,Dined in college by the sound of it,eaten,eaten,double definition,DINED,0
107011,Take whatever's offered - it could make you party on!,anyportinastorm,any port in a storm,double definition,PARTY ON,0
81643,Will settlement,determination,determination,double definition,WILL SETTLEMENT,0
65154,Find flesh by the ear,meet,meet,double definition,FLESH,0
21774,Number to facilitate and inspire truce,ceasefire,cease fire,double definition,NUMBER,0
101447,Trousers designed for passing water,drainpipes,drainpipes,double definition,WATERPROOF,0
16765,First half of the big game,rhino,rhino,double definition,FIRST,0
131583,Men found underground cathedrals? No way!,miners,miners,double definition,MENACE,0
963,Stop rowing on the street,easy,easy,double definition,STOP,0
141248,Order repeatedly issued by them for audio equipment?,speakers,speakers,double definition,REORDER,0
67401,Brunel seen as a diplomatic type?,bridgebuilder,bridge builder,double definition,ENGINEER,0
9887,The French index is not right,left,left,double definition,GAUCHE,0
40864,Holds one's own ceremonial robes,copes,copes,double definition,HOLDS,0
98851,Went without saying,absconded,absconded,double definition,UNSTATED,0
72712,More fiction ...,utopia,utopia,double definition,LITER,0
86297,What a traveller pays for a meal in a dining car?,trainfare,train fare,double definition,BILL OF,0
41082,It could result in deflation being on the way,puncture,puncture,double definition,CREDITED,0
35323,Unusual police function,arresting,arresting,double definition,POLICING,0
27707,Business statement,profession,profession,double definition,BUSINESS,0
136100,Capital invested in model planes,mosquitos,mosquitos,double definition,CAPITALS,0
95332,First class house room?,reception,reception,double definition,CLASSROOM,0
71001,"Out of danger, sailing past Holland",offthehook,off the hook,double definition,SAFE AND SOUND,0
18446,Howler monkey shaking head,error,error,double definition,HOWLER,0
24840,Said to be family,related,related,double definition,KINSHIP,0
94167,Green alcoholic drink,lush,lush,double definition,GREEN,0
69176,The bill offenders may have to face in court,beak,beak,double definition,FINE,0
57871,Get back to CV,resume,resume,double definition,REVERT,0
118978,Resolve to have some exercise,workout,work out,double definition,TAKE UP,0
2201,Able to pay for a form of abuse,solvent,solvent,double definition,PAYABLE,0
7689,Twist a bit off the tree,olive,olive,double definition,TWIST,0
62980,Host got up for this,elevation,elevation,double definition,UPSTAGE,0
47966,Forget how to take charge,overlook,overlook,double definition,FORGET,0
90368,What they are is difficult to say,tonguetwisters,tongue twisters,double definition,HARD TRUTH,0
53040,"Was not all there, as Greeks claim?",lostonesmarbles,lost ones marbles,double definition,LOST CAUSE,0
104299,Start court proceedings,serve,serve,double definition,BRING,0
119086,"No tricks, that's a promise",misere,misere,double definition,GENUINE,0
65514,"Drop suddenly, missing the first thrust",lunge,lunge,double definition,PLUNGE,0
18967,It's used to catch small river fish,reel,reel,double definition,NETS,0
102988,Lots of entrances for Father Christmas,stacks,stacks,double definition,DOORS,0
98889,Bristol sounds like a French port,breast,breast,double definition,BRISTOL,0
53960,Temper heard by the side of the road,kerb,kerb,double definition,RAGE,0
29718,"Funeral lament in cathedral, for example",elegy,elegy,double definition,REQUIEM,0
76468,Means of raising a flag,jack,jack,double definition,POLE,0
59792,I can't believe it when my bottom shows!,myfoot,my foot,double definition,NO WAY,0
30031,Mother of Paris seen in lake,mere,mere,double definition,SEINE,0
66442,"Justly won as Ashes eventually were, it's said",earned,earned,double definition,JUSTLY,0
21343,Fruit from this on hand,palm,palm,double definition,THIS,0
14409,"Sell out, as it might?",shop,shop,double definition,SALE,0
46550,Champion releases arrow ending just outside the bull,inner,inner,double definition,ARROW,0
129441,Welcome cry up North,greet,greet,double definition,HELLO,0
3491,Ocean's water departed on a rising tide?,deep,deep,double definition,TIDE,0
140362,Such as would suit you down to the ground? Only half,kneelength,knee length,double definition,TAILOR,0
73772,Third power block,cube,cube,double definition,CUBE,1
30418,Laws that can only be broken by an expert,code,code,double definition,LAWS,0
3787,Scottish battlefield's rumoured to have a ghost,wraith,wraith,double definition,CULLEN,0
81095,One-time premier rank,major,major,double definition,EARL,0
26701,Improvement of action due to training,education,education,double definition,PROGRESS,0
74669,Criticise achievement at cards,slam,slam,double definition,BID,0
135519,Crafts based on fundamental duplicity,catamarans,catamarans,double definition,CRAFTSMAN,0
91960,A natural aptitude is present,gift,gift,double definition,GIFT,1
34502,Tree providing shade,lilac,lilac,double definition,OAK,0
64112,Piece of music unsuitable as voluntary?,obbligato,obbligato,double definition,CANTATA,0
60435,This provides the main prospect,porthole,porthole,double definition,OUTLOOKS,0
89212,Fitted with a groove,slotted,slotted,double definition,GROOVED,0
134748,"Sun etc in before this, brightness ends",popularpress,popular press,double definition,SUNSHINE,0
46146,Improve one's bust line?,uplift,uplift,double definition,BOOST,0
34903,It's designed for handicapped drivers to do the rounds,golfcourse,golf course,double definition,WHEELCHAIR,0
48413,They meet in the centre of the ring,radii,radii,double definition,MEET,0
102106,Shy soldier getting worn out,retiring,retiring,double definition,SHYNESS,0
19581,Bob put forward an idea,float,float,double definition,BID,0
125738,Flying in Hackney's hair-raising?,airlifting,airlifting,double definition,HAIRRAISING,0
109949,Short dominatrix may have done this,strappedforcash,strapped for cash,double definition,DOMINATRIX,0
100397,"Power outage, possible source of conflict",generationgap,generation gap,double definition,POWERSTRUGGLE,0
109944,Standard performance,routine,routine,double definition,STANDARD,0
108474,Help one gets in this day and age,aid,aid,double definition,AGE,0
135441,"Diamond, did you say? Prepare to propose!",kneel,kneel,double definition,RING,0
100039,Rubbish food with chips?,cod,cod,double definition,DOG,0
44359,Colour to leave alone,maroon,maroon,double definition,ORANGE,0
35803,Scandalous conclusion to entry,gate,gate,double definition,SCAM,0
82220,Data in notebook,facts,facts,double definition,NOTES,0
131749,Big business street must be this for Scot,holdingcompany,holding company,double definition,HIGH STREET,0
117593,Somewhat equally? Exactly,fiftyfifty,fifty fifty,double definition,EVEN STEVEN,0
61034,It can be hell for criminals,underworld,underworld,double definition,INFERNO,0
14044,"In that case, flights won't be covered",quiver,quiver,double definition,EXEMPT,0
28490,Crossword setter dropped,shed,shed,double definition,EDIT,0
10888,Awful person with no end of affectation?,poser,poser,double definition,CAD,0
31590,Biting trill is heard,mordant,mordant,double definition,BITING,0
76484,Old coins providing conversation,exchange,exchange,double definition,DOLLARS,0
54831,Answer to be found in chemistry lab,retort,retort,double definition,ANSWER,0
36216,Paul's respect,revere,revere,double definition,RESPECT,0
108705,Attribute of one flying fortress,fastness,fastness,double definition,ATTRIBUTE,0
108890,"Of course, it's sweet",pudding,pudding,double definition,SWEETEN,0
109861,"Getting forks out to skewer books, those unpleasantly dry?",splitends,split ends,double definition,DRY BOOK,0
20596,"Tap: tell me, what do you do if it's stuck?",faucet,faucet,double definition,TAPING,0
90357,Theatre of war?,operationsroom,operations room,double definition,THEATRE OF WAR,0
5879,Percussionist circles,ringo,ringo,double definition,CIRCUS,0
43700,"Sailing vessel, clipper",cutter,cutter,double definition,CLIPPER,0
110102,Employment in which workers were paid to unpick seams,coalmining,coalmining,double definition,UNEMPLOYED,0
69067,Go away to get in with no contest,shoo,shoo,double definition,LEAVE,0
31387,Watch over instructions,remit,remit,double definition,OVERSEE,0
10303,Firm plan,intent,intent,double definition,FIRM,0
24800,Extend towards heaven as breakdown vehicle?,tower,tower,double definition,TOW,0
12325,Does this imply sharecropping?,allotment,allotment,double definition,IMPLIES,0
112667,"For a start, it's essential",ignitionkey,ignition key,double definition,ESSENTIAL,0
112589,"Office workers sign in invisible ink, perhaps?",secretaries,secretaries,double definition,SIGNATURE,0
71498,Ceremony appropriate for audience,rite,rite,double definition,READ,0
133920,Ban on the very people who frequent this dating venue?,singlesbar,singles bar,double definition,BANNED,0
40889,Revolting individual given a step up,riser,riser,double definition,GRUMPY,0
71902,Successfully managed a kidnapping?,carriedoff,carried off,double definition,PULLING,0
134440,Female character of enduring quality?,manofiron,man of iron,double definition,HER TO BE,0
112379,He leads speakers on march: an order goes out,anchorman,anchorman,double definition,COMMANDS,0
135713,It's plain stupid for a mountaineer,alpinist,alpinist,double definition,SIMPLETON,0
9975,One falling for acrobat,tumbler,tumbler,double definition,FALLING,0
141237,Most elevated dizzy heights,highest,highest,double definition,TALLEST,0
59898,Score runs in a series,arrange,arrange,double definition,SCORED,0
90451,Big shock absorber,bumper,bumper,double definition,BUMPY,0
65301,Misfortune that TV repairman may bring?,setback,setback,double definition,CURSE,0
16047,Refuse stopping short old king,offa,offa,double definition,DEBRIS,0
82695,Where to find film not for public viewing,incamera,in camera,double definition,CLOSED OFF,0
137827,No head on Nick's mop,wipe,wipe,double definition,BROOM,0
91370,"Slab, board, list? It ends in a square",threetimestable,three times table,double definition,TABLE TOPS,0
117060,Lexicographer wearing underpants?,johnson,johnson,double definition,DICTION,0
14238,Sketch of partial rail strike?,outline,outline,double definition,DRAFTS,0
90206,Percher from the nuthatch family by the sound of it,sitter,sitter,double definition,NUTHATCH,0
43203,British capital,sterling,sterling,double definition,LONDON,0
10324,Not the best way to beat an opponent,worst,worst,double definition,WORST,1
137314,"Money problems, no capital",roubles,roubles,double definition,FINANCE,0
50501,Remedy may be to change gear,redress,redress,double definition,CUREALL,0
74443,Topless in bed - so what might be on?,pyjamatrousers,pyjama trousers,double definition,BEDSHEET,0
18777,Strap may follow report of some difference,thong,thong,double definition,STRAP,0
43277,Discussion at board level,tabletalk,table talk,double definition,BOARD MEETING,0
74818,Lizards that may be using a double disguise,iguanas,iguanas,double definition,CHAMELEONS,0
103790,Hal stopped with him,ted,ted,double definition,HAL,0
46126,Strap that goes on a bit,rein,rein,double definition,BAND,0
141025,One unable to make a killing getting fired?,blankcartridge,blank cartridge,double definition,UNEMPLOYED,0
49208,One disparaged for working for a crust?,scab,scab,double definition,PAID,0
13506,Bear accepting stakes,tote,tote,double definition,BEAR,0
20441,Heater once used by people approaching retirement,bedwarmer,bedwarmer,double definition,HEATERON,0
133384,Stressed but having fewer wrinkles than you should?,underlined,underlined,double definition,STRESSED,0
92737,Becomes engaged in predicaments,plights,plights,double definition,ENGAGED,0
124619,Psychiatrists? They're all savages,headshrinkers,headshrinkers,double definition,PSYCHIATRISTS,0
53843,Type of green,emerald,emerald,double definition,TYPEGREEN,0
