Index,Clue,Solution,Spaced_Solution,gemma_predicted,llama_solved_answer
51261,Flu? See a doctor at home,easeful,easeful,anagram,INFLUEN,0
44011,"After dissection, I preserved dead mammal",peredavidsdeer,pere davids deer,anagram,I PICKED A DEAD ANIMAL,0
23751,Order alteration in grey coat,category,category,anagram,TWEEDJACKET,0
85296,Disorderly scene may come to be arranged,beargarden,bear garden,anagram,MELEE SEAT,0
113761,"Rescue injured relative, overcoming resistance",retrieval,retrieval,anagram,RELIEVED,0
4874,Playfully delicate life abused and shortened,elfin,elfin,anagram,LILTS,0
35477,"Tandoor cooking, though aromatic, ...",odorant,odorant,anagram,ODOROUS,0
109810,Circle left to access champ hit badly about the eye,ophthalmic,ophthalmic,anagram,ECCENTRIC,0
11062,"Taken aback by swindles, tag was changed outside",aghast,aghast,anagram,STUNG,0
113847,Where some African countries are off the leash,sahel,sahel,anagram,SAHARA,0
63839,Roger eagerly brewing tea for this prime minister,earlgrey,earl grey,anagram,MAY BE,0
95584,"Bone came apart, fragments left",metacarpal,metacarpal,anagram,DISJOINT,0
25834,Player's boot is undone,oboist,oboist,anagram,UNTIES,0
131014,Does nothing in particular for protest movement,potters,potters,anagram,IDLENESS,0
43572,A bit of a laugh in porn version of Oliver!?,orphan,orphan,anagram,HUMOUR,0
140261,Islander with a sore bum getting into heavy metal,faroese,faroese,anagram,MAORIST,0
135475,Regular myth set in rich ground,rhythmic,rhythmic,anagram,PARABLES,0
96009,Epstein left centre awfully cross,splenetic,splenetic,anagram,IRELANDS,0
120515,Yes-men with absurd cares about a line,accorders,accorders,anagram,SYESMENIA,0
64540,It currently controls others at assembly,rheostat,rheostat,anagram,REGENTS,0
129187,Gentleman grappling with tens of complicated relationships,entanglements,entanglements,anagram,COMPATRIOT,0
44083,"Language barrier in American intelligence, being backward",arabic,arabic,anagram,LINGUA,0
102607,"When terribly lost, read navigation guide",lodestar,lodestar,anagram,ATLASIS,0
88338,Vegetable in garden for a change,orach,orach,anagram,PEAS,0
103214,Broken zip not that unknown - fasten with another fastener,safetypin,safety pin,anagram,REZIP ME,0
109241,Simple or complicated requests,implores,implores,anagram,PLEASING,0
8558,Unusual topic related to the eye,optic,optic,anagram,IRISES,0
18331,Odd dialect in fortress,citadel,citadel,anagram,PATOIS,0
38773,It is eaten from this Paget dish,spaghetti,spaghetti,anagram,PLATTER,0
25189,Lawgiver is left in flowing river,legislator,legislator,anagram,LEGISLATOR,1
74352,Eliza Doolittle's refined arts?,hertfordshire,hertfordshire,anagram,CULTIVATED,0
37578,Resembled a damaged knee-cap on the outside,likened,likened,anagram,PATINAE,0
112464,Composer's displaced river birds,bitterns,bitterns,anagram,SCHUBERT,0
88537,Reissued order to a fighter in the ring,toreador,toreador,anagram,REMATCHED,0
114480,E. John's backing out of Italian rock,oolite,oolite,anagram,ELTON,0
19289,"A Fowler, perhaps, spoiled Rene's date",eastender,eastender,anagram,RENOUNCE,0
89600,"Greatness, sadly, sets one apart",estranges,estranges,anagram,ISOLATED,0
87582,Unpleasantly satisfied when turning sticks,smug,smug,anagram,GLUT,0
68576,Tails begin to stop wagging - how sad!,shadows,shadows,anagram,DROOPED,0
129260,"Angstrom bewitched women ultimately, pick-ups being his forte",strongman,strong man,anagram,CASANOVA,0
6351,Signary used in the plant,syringa,syringa,anagram,ROOTSYSTEM,0
42197,Some porn he circulated could account for sexual arousal,pheromones,pheromones,anagram,HOTSTUFF,0
130732,Presiding officers trading power for new shoes?,sneakers,sneakers,anagram,CHAIRMAN,0
140167,Raises false alarm as crow flies not straight,crieswolf,cries wolf,anagram,SQUAWKS,0
136748,They provided new items here and original Christmas gifts,threewisemen,three wise men,anagram,MALL SANTA CLAUS,0
95415,A song about tourist information centre initially uncertain,agnostic,agnostic,anagram,TOURIST,0
109758,"Senior cleric, unfortunately never competent",venerable,venerable,anagram,ARCHBISHOP,0
108503,Any hitch may be attributable to this bulb going out,hyacinth,hyacinth,anagram,GLITCHES,0
62952,Tie leaves back,strap,strap,anagram,NECKT,0
64537,"Teaches a number in English, perhaps",enlightens,enlightens,anagram,EDUCATES,0
120652,"Sell pint that's dodgy, getting wasted",illspent,ill spent,anagram,PIN UP,0
126582,What could make florist pay for baker's item?,filopastry,filo pastry,anagram,FLOWER POT,0
8256,A bird others turn to,skua,skua,anagram,IBIS,0
14424,Something suggestive of the rise of corporations,smut,smut,anagram,PLCS,0
90882,Unexpected gripe about live changes producing special benefit,privilege,privilege,anagram,WINDFALL,0
11567,Fashion arbiter of Welsh taste,rarebit,rarebit,anagram,DRUIDS,0
6382,Tropical plant's a mess when crushed by earth,sesame,sesame,anagram,CANNAE,0
28291,"Turn into (maybe) lira, see?",realise,realise,anagram,CONVERT,0
57375,New deal for vote loser? Hardly,roosevelt,roosevelt,anagram,RECOUNT,0
39962,He'll store brews for the landlord,hosteller,hosteller,anagram,CELLARMAN,0
39942,Handicap by turning right and heading back,trammel,trammel,anagram,HAMPER,0
6781,Refrains from upsetting sides on the way back,desists,desists,anagram,ABSTAIN,0
128339,Brown's work for England made sons rebel,angelsanddemons,angels and demons,anagram,LLOYD GEORGE,0
111429,"Upper-class bigot is to peer, roughly, as middle class to lower?",petitbourgeois,petit bourgeois,anagram,SNOB TO NOB,0
117372,Boy found embracing girl is beaten,lashed,lashed,anagram,THROBS,0
80305,What can't be caught can be made bad in lieu,inaudible,inaudible,anagram,INCURABLE,0
118630,"Being naughty, entice with sex",existence,existence,anagram,MISBEHAVE,0
63517,"Coming from Greece, men at sea",emergence,emergence,anagram,HELLENES,0
97230,What's funny about stuff,stow,stow,anagram,MATA,0
17168,State positive European words maintained by Turner,louisiana,louisiana,anagram,ASSERTS,0
23048,Dutch product manufactured to be sent North,edam,edam,anagram,MAIL,0
99635,Unnatural is the hold-up,heist,heist,anagram,AWRY,0
103444,Sean sent new order,neatness,neatness,anagram,REORDER,0
21537,"Ran election chaotically, showing inability to endure possible consequence",intolerance,intolerance,anagram,STANDSTILL,0
98272,Eh? Ben's a confused old-timer,hasbeen,has been,anagram,BEHIND,0
36665,"Herein a peculiar tale, out of this world",ethereal,ethereal,anagram,ALIENATE,0
75628,Instrument is changing pitch,sitar,sitar,anagram,VIOLAS,0
126186,Comply with the last of compulsory orders in cell,lymphocyte,lymphocyte,anagram,OBEYTHELAW,0
13216,Mince pie and kipper for bon vivant,epicure,epicure,anagram,GOURMET,0
18779,Piece of music lisped by beater,thong,thong,anagram,SONAT,0
141849,Brew one's drunk with more sediment?,bittier,bittier,anagram,RESIDUE,0
8924,A scene suited for necromancy?,seance,seance,anagram,SEANCE,1
124012,Nasty tear on doll (snapped again?),retaken,retaken,anagram,RIPPEDU,0
75534,"Run down gradient, tumbling close to barricade",denigrate,denigrate,anagram,DOWNHILL,0
1550,"Writing after death, I go in to bury a revolutionary",obituary,obituary,anagram,OBITUARY,1
114995,"I must note effect of putting verbs at end of clauses, say",teutonism,teutonism,anagram,IMPLICIT,0
41251,Instrument for getting firm out of rotten mess,cornetto,cornetto,anagram,LYREBIRD,0
81307,One sort of mansion that would stop you from going off,insomnia,insomnia,anagram,ANCHORS,0
57195,Outlet for dispersing fuel,flue,flue,anagram,NOZZ,0
134575,Carl and Rita up for a romp - suspect initially these might get taken down,particulars,particulars,anagram,CURTAINCALL,0
119901,One proving superior bringing about reprieval,prevailer,prevailer,anagram,REDEMPTION,0
111112,Poe's ghost creeps shapelessly round the centre of Seattle,specter,specter,anagram,RAVENING,0
120974,"Bringing off crime, saint not I?",miscreant,miscreant,anagram,PERPETRATE,0
94310,Deleted it by mistake in an important document,titledeed,title deed,anagram,ERASED IT,0
25521,Letter arranging to return in first-class accommodation,iota,iota,anagram,ABCD,0
103016,Not believing a lot can be changed,fatalistic,fatalistic,anagram,SCEPTICAL,0
111768,Ascertain unusual view of a philosopher,cartesian,cartesian,anagram,VIEWPOINT,0
35202,"Singer, collapsing, to bow out",resign,resign,anagram,WARBLE,0
85043,Untouchable Costa Ricans want one badly,sacrosanct,sacrosanct,anagram,TICORICANS,0
27839,As classical wool gatherers slaughter a runic goat,argonautic,argonautic,anagram,CLASSICAL,0
132575,Scrap dealer keeps Ethel confused? Exactly!,totheletter,to the letter,anagram,IT IS TRUE,0
81545,Stirring march tune may be what weary walkers long for,armchair,armchair,anagram,RESTSTOP,0
67808,One with a peculiar attachment - perhaps she fits it,fetishist,fetishist,anagram,SHEATHES,0
101178,Almost the end of the match?,decreenisi,decree nisi,anagram,NEAR END,0
110447,I name this compound an irritant,histamine,histamine,anagram,ALLERGEN,0
122705,Unusual instances happening all the time,incessant,incessant,anagram,EVERMORE,0
110475,"Fantastic scenery: when sun comes out, see the old city",cyrene,cyrene,anagram,EDENIC,0
90522,Walk in nature's strange way,saunter,saunter,anagram,RAMBLES,0
111957,Torpedo carriers ordered to base,eboats,e boats,anagram,SUBMAR,0
109395,It's hard to recall ingredients of country remedy,emery,emery,anagram,SALVE,0
100066,Then hear dean get potty about old Bible and what's in it?,heavenandearth,heaven and earth,anagram,GENESIS,0
29555,Alter formation? Not yet,later,later,anagram,SHAPE,0
87619,CNN hired a drunk with an impediment,hindrance,hindrance,anagram,STAMMER,0
949,A notion to be cast as the Merchant of Venice,antonio,antonio,anagram,SHYLOCK,0
61523,A bees' nest disturbed by non-attentive people?,absentees,absentees,anagram,INATTENDS,0
127953,Cornered gnu dealt a blow,angulated,angulated,anagram,GNUSTRIKE,0
99040,Bind by inane church regulation?,enchain,enchain,anagram,ENTHRALL,0
12868,Log mania destroyed arboreal specimen,magnolia,magnolia,anagram,TIMBERED,0
141648,Joke brings judge appalling disrepute,jeudesprit,jeu desprit,anagram,BAD JUDGE,0
42518,"Apprentice isn't giving up time in plane, say",trainee,trainee,anagram,TRAINEE,1
49845,"A humble fan to be moved, too deep for words",unfathomable,unfathomable,anagram,SPEECHLESS,0
18086,"Regarding difficult clues, one is not inclined to be forthcoming",recluse,recluse,anagram,RETICENT,0
113724,Push blend of US pop and Lion King (short version),propulsion,propulsion,anagram,PUSHBUTTON,0
121731,Tempera is mixed at leisure,sparetime,spare time,anagram,AT EASELY,0
125877,Royals are distraught in period of world revolution,solaryear,solar year,anagram,KINGS IN,0
114177,Edna's kebab is mixed with cheap tinned food,bakedbeans,baked beans,anagram,DONER KEBAB,0
73103,Newcomer makes engine turn ...,ingenue,ingenue,anagram,ROOKIE,0
39523,Stride about ship in trouble,distress,distress,anagram,PACEMAKER,0
104166,Hopes are renewed when soldiers ride in Western,horseopera,horse opera,anagram,REINDEER,0
7077,Kind to preside over slightly twisted board,charitable,charitable,anagram,BENIGNLY,0
21358,It's dangerous to ruin her plans,shrapnel,shrapnel,anagram,PERILOUS,0
105213,"Injured sister OK? No? Nephews, except Gilbert, remain calm",keeponesshirton,keep ones shirt on,anagram,ISIS OK NO US,0
140557,Penalty on account of bad ref I oft rue,forfeiture,forfeiture,anagram,REGRETTABLE,0
119274,Scots Amish splinter group getting pleasure from pain,masochists,masochists,anagram,MASOCHISTIC,0
108587,"Exceptionally animated, sparkling stuff",diamante,diamante,anagram,SPARKLER,0
132564,"Gloom and doom with this blue mood, not married sadly",doubleo,double o,anagram,BLUE INK,0
123184,"Lumbar puncture for American applicants, annoyed when giving up cocaine",spinaltap,spinal tap,anagram,LUMBAR,0
74293,Antipathy from the gallery,allergy,allergy,anagram,HATREDS,0
79087,Time to take in strange rite by the Red Sea,eritrea,eritrea,anagram,RITUALS,0
119268,"Gloomy playing besets universal, faithfully reproduced Chopin study, maybe",musicology,musicology,anagram,REPLAYING,0
75438,Abbey Arts money collection,monastery,monastery,anagram,CANONRY,0
135596,Odd role rewritten by an idle scribbler,doodler,doodler,anagram,SCRIBBLE,0
86945,Hopeless couple taken in by bad design,despairing,despairing,anagram,DESIGNING,0
95470,Divine drawing of lots of egrets smeared with oil,sortilege,sortilege,anagram,SORTITION,0
117337,Transferring teacher to university tripled the best habits,hautecouture,haute couture,anagram,GOODHABITS,0
101443,Conservative backing the centre was sacked,troy,troy,anagram,TORA,0
41913,In love with exotic demeanour,enamoured,enamoured,anagram,INFATUA,0
86303,She went in outlandish make-up to get publicised,inthenews,in the news,anagram,IN ON IT,0
139570,"Surly git, ’e's playing at this time of year?",uglysister,ugly sister,anagram,EASTERT,0
127474,They reared up in classic race,thederby,the derby,anagram,THE DERBY,1
96904,"Hard life, or nothing could be more death-defying",foolhardier,foolhardier,anagram,HARDCORE,0
99008,Chay - name associated with mast?,yachtsman,yachtsman,anagram,TEACHING,0
117890,"Deionise compound, infusing two litres as plant extract",linseedoil,linseed oil,anagram,HERBALTEA,0
29376,"Ray, perhaps, uncovering rare find",infrared,infra red,anagram,RARE FIND,0
108782,"Peter with men in resort, having no match",preeminent,pre eminent,anagram,PETER PAN,0
24035,Clothes worn back-to-front for game,brag,brag,anagram,DART,0
105075,Wrong one can upset clergyman,inaccurate,inaccurate,anagram,MINISTER,0
43067,Pea soup everyone sent back - another dish wanted,paella,paella,anagram,PEASE,0
101750,Left from funerals shaken and more vulnerable,unsafer,unsafer,anagram,WEAKEN,0
5651,"Part of a spur that's further down, left to right and vice versa",rowel,rowel,anagram,ROWEL,1
123599,"Paddle in doubt, struggling to find boat's motor",outboard,outboard,anagram,PUDDLES,0
135953,Daughter is busy frittering allowance,subsidy,subsidy,anagram,SQUAND,0
102752,A desperate fellow coming back with nothing,nada,nada,anagram,NEAT,0
60006,Deceptively conclusive state official,viceconsul,vice consul,anagram,NO GO,0
19080,Character brewing tea with urn,nature,nature,anagram,PERSON,0
122036,Don't interfere before time: let's go wandering,getlost,get lost,anagram,LET IT,0
102495,Joining EU may be unsuitable,istanbul,istanbul,anagram,INAPPLIC,0
60316,Produce to fill a lot - of ships?,flotilla,flotilla,anagram,LAUNCHER,0
38436,A trail possibly taken to rodeo by cowboy,lariat,lariat,anagram,LASSOER,0
107308,I misdo translation of particular expressions,idioms,idioms,anagram,IDIOLECT,0
10049,Mere mortals about to go wild for Norwegian spinner,maelstrom,maelstrom,anagram,MORTALCOIL,0
44652,Our stamina is restored here,sanatorium,sanatorium,anagram,OURSPARETIME,0
137362,"Numbers game played with iPad, rules added",epidurals,epidurals,anagram,RISKADDICT,0
85811,Give out overtime,emit,emit,anagram,EXERT,0
27028,Taunt Linus about blanket at the end,insult,insult,anagram,TEASES,0
89,"Hereditary earls can't, unfortunately",ancestral,ancestral,anagram,TITLEDEED,0
108989,"Swinging instrumentalist, a corrupt, hag-ridden Trojan",djangoreinhardt,django reinhardt,anagram,"PIANIST, HECUBA",0
124188,Lira - foreign currency in Guiana circulating as means of exchange,linguafranca,lingua franca,anagram,"ITALIAN, LIRE",0
107058,Bad lad drew trailer,dawdler,dawdler,anagram,DRAWBAR,0
130948,Bone fused at least with arm,metatarsal,metatarsal,anagram,OSSEOUSLY,0
125201,Nearly led astray with erudition?,learnedly,learnedly,anagram,MISLEDGER,0
119386,"Caspian, say, gets Annie's lad off",inlandsea,inland sea,anagram,"SEALION, SON",0
102494,Built as arranged around northern capital at one time,istanbul,istanbul,anagram,ERECTED,0
38356,Teen rave as a new form of worship,venerate,venerate,anagram,RITUALS,0
138241,"""Almost clean"" Brexit arranged, that can be delivered",extricable,extricable,anagram,PARCELED,0
35073,Fabric made up in the form of a circular cylinder,lycra,lycra,anagram,CREPE,0
45824,Local store has shaved the fuzz for Spooner?,cornershop,corner shop,anagram,CORNER SHOP,1
133934,Normal prices for stocks when re-ordering Super Lava,parvalues,par values,anagram,PAR VALUES,1
49501,Nerve broken? Not at all!,never,never,anagram,NEURS,0
38988,Gun with catches set back,sten,sten,anagram,RATS,0
137586,Lad choosy about place of education,dayschool,day school,anagram,MAN CHOIR,0
8442,Lease administered by the church in London,chelsea,chelsea,anagram,RECTORY,0
16450,Destroyer's ruse at sea to protect stricken boat,saboteur,saboteur,anagram,SMOKESCREEN,0
37407,"Charge for rope trick, get back inside!",protege,protege,anagram,RESCUE,0
46934,Bound to sound like a current variation,tied,tied,anagram,RASH,0
134198,Retired official tucks into entire assorted hamper,interfere,interfere,anagram,HAMPERS,0
84847,Beekeeper looks very much like a pianist,apiarist,apiarist,anagram,APIARIST,1
72615,"Sipped, say, stew causing stomach upset",dyspepsia,dyspepsia,anagram,DRUNKENS,0
133502,Don't lose hope! Do I deserve any?,neversaydie,never say die,anagram,DONT LOSE HOPE,0
5254,It's maybe left to staircase when it's not there,escalator,escalator,anagram,BALUSTER,0
134316,Neuro-doctor operated on Shakespeare's Globe?,rondure,rondure,anagram,NEUROSE,0
93994,There's poor Rodney,yonder,yonder,anagram,RODDEN,0
118143,Change from krone needed to join Hellish Biker Club,knobkerrie,knobkerrie,anagram,HARLEYDA,0
104266,Drunken pest with dope barred from the bar?,estopped,estopped,anagram,ROWDYBAR,0
91322,"Adrift, mid ocean, without soft puzzle collections",compendia,compendia,anagram,ATSEALEVEL,0
18183,Downfall makes temper return,doom,doom,anagram,IRAT,0
4328,Is Helen bound over to be free of obligation?,unbeholden,unbeholden,anagram,UNACCOUNTABLE,0
85540,Times edition for children,mites,mites,anagram,KIDST,0
69135,Operatic singer keen to make a comeback,diva,diva,anagram,ALTO,0
111270,"Bow to wear, twisted",nod,nod,anagram,TIE,0
107952,Draw spirit miles up,raffle,raffle,anagram,ARTIST,0
15724,Principles embodying rights of one in the crumbling Civil Service,ethics,ethics,anagram,TENETS,0
29034,Opposes odd-looking sisters,resists,resists,anagram,RESISTS,1
56345,Fancy coping with bare adults dancing around?,balustrade,balustrade,anagram,IMAGINATIVE,0
131404,Bit of a setback for brownie lovers,snaffle,snaffle,anagram,BLOWNIT,0
65277,Turning grey? Not us - nor him,youngster,youngster,anagram,NEITHER,0
137515,Scientist works here with harpoon and cage? Not he,oceanographer,oceanographer,anagram,LABORATORIES,0
95370,"A month back, penniless in old money",lira,lira,anagram,APRIL,0
96273,Medicines that vary in cost,tonics,tonics,anagram,PRICES,0
45120,Spilt glue on loaf!,lounge,lounge,anagram,STICKY,0
50506,Aunt Ryder switched to a cheaper fare,dayreturn,day return,anagram,AND BUS,0
47980,"Go for a jog, taking wrong turn",trot,trot,anagram,RUNS,0
19550,"Prune, I gathered, not ready to eat",unripe,unripe,anagram,UNRIPE,1
102427,"Irritated seducer, not being alone",unescorted,unescorted,anagram,TEASEFUL,0
83419,Absorbent soup or stew,porous,porous,anagram,BISQUE,0
45035,Confused order in account associated with cooking?,coriander,coriander,anagram,RECIPE,0
84499,Very amusing - unruly hairstyle covers Conservative,hysterical,hysterical,anagram,HILARIOUS,0
41517,Composer's important name changed a bit where the rubbish goes,bernstein,bernstein,anagram,BINETTI,0
95732,A toy used at tea time said to make one hoarse,throaty,throaty,anagram,WHISTLE,0
84386,Al names Dickey in sign language,ameslan,ameslan,anagram,ALADDIN,0
105829,Can come to play with model construction set,meccano,meccano,anagram,LEGOSET,0
80712,Maniacs fit to bust - displaying this,fanaticism,fanaticism,anagram,DEMOCRACY,0
141016,"Refusing to change opinion of university, Wayne Slob, a mess, drops round",unswayable,unswayable,anagram,STUBBORN,0
121551,Rubbish put out? It rusted!,detritus,detritus,anagram,REFUSED,0
111306,Ringtones are annoying,resonate,resonate,anagram,IRKSOME,0
28408,Shape of playing field a mess,rectangle,rectangle,anagram,RECTANGLE,1
115660,Such food's origin can be suspicious,inorganic,inorganic,anagram,SUSPECT,0
121234,"Long dress, backless, seen in French capital",londres,londres,anagram,MAXIDRESS,0
