Index,Clue,Solution,Spaced_Solution,gemma_predicted,gemma_solved_answer
93033,Record claiming uranium is brownish-grey,taupe,taupe,container,SHALE,0
88134,Wolf circling eastern Galloway?,george,george,container,HIGHLAND,0
58772,"Hundreds pocketed by accountants, the rotters!",cads,cads,container,ARTS,0
87361,Heartless Shakespeare heroine keeping beret for a head,percapita,per capita,container,PETROLEUM,0
116622,Ruled measure government introduced must be reversed,reigned,reigned,container,REIGNED,1
21476,"Engaged, that's the outcome about me and a girl",enmeshed,enmeshed,container,ENTANGLED,0
128290,Tough solidity for road transport crossing a bit of rail track,burliness,burliness,container,BURLINESS,1
38797,English general accepts tax raise,elevate,elevate,container,IMPOSE,0
77301,Gets the dog and looks around,secures,secures,container,SECURES,1
135945,Tubes bringing a form of medication to stop decay,capillaries,capillaries,container,MEDICATIONS,0
111629,Criminals returning so as to be split in opposing,cosanostra,cosa nostra,container,ORGANISERS,0
7600,Left holding baby after this,labour,labour,container,PARENT,0
10326,Lousiest material editor's chucked out,worst,worst,container,POORER,0
105900,Not a street where things happen,venue,venue,container,VENUE,1
118322,"Cajole alien, within reason",getround,get round,container,GOADIN,0
14203,Cleaner copies including past papers,coldcream,cold cream,container,WHITEWASH,0
74224,Worry about horse slaughter,carnage,carnage,container,CARNAGE,1
54062,Signified by inserting negative in Act,denoted,denoted,container,MARKED,0
28030,"Doctor, one breaking smart fellow's chemistry apparatus",alembic,alembic,container,ALEMBIC,1
22581,Water drowned second biblical brother,esau,esau,container,EDEN,0
22983,Surgeon given sixpence outside the theatre,trepanner,trepanner,container,TREPANNER,1
121769,Yellow streak will put celebrity status out of order in time,dastardy,dastardy,container,GALLANTS,0
49010,Relative gives away article free,untie,untie,container,KINDS,0
93780,"Bill wears Sikh wedding rings, hard in a Muslim land",bangladesh,bangladesh,container,PAKISTANIS,0
573,"Faithful, but getting new man into bed",constant,constant,container,LOYALIST,0
10902,Cheap accommodation always in part of journey,steerage,steerage,container,STEERAGE,1
63379,Fish seems to be right in the light,bream,bream,container,SHARK,0
108160,"Inexpert folk, handicapped, retaining unknown name",laymen,laymen,container,NOVICE,0
111080,Noise inside gear when travelling,riding,riding,container,MOVING,0
7301,Angry outburst from one stuck in traffic,tirade,tirade,container,TIRADE,1
130849,Inadequate lavatory in filthy place,scanty,scanty,container,SCANTY,1
15464,Girl turned over one in the grass,sisal,sisal,container,NYMPH,0
23145,Sharp taste rolled around centre of mouth,astute,astute,container,ACIDIC,0
114103,Book Nine in academic citation,donquixote,don quixote,container,GREAT EXPECTATIONS,0
50323,Peg will see about soldier getting back,spigot,spigot,container,TAPPER,0
127587,"In running for cover, lesbian freely admits ""game up""",insurable,insurable,container,REASONABLE,0
134593,Cold island imports temperature,stark,stark,container,BLEAK,0
31228,Directions are in the mail for making a warming winter drink,posset,posset,container,COCOAS,0
21423,Beast about to catch girl - not fair!,brunette,brunette,container,BRUNETTE,1
9774,Kangaroo eating large loaf,bloomer,bloomer,container,HOPPER,0
70974,Humble cleric taking me to heart,demean,demean,container,REVILE,0
67206,Bird is injected with thiamine,ibis,ibis,container,IBIS,1
62043,"Note circling reptile is a threat, in the main",uboat,u boat,container,IRAN,0
71737,English naval officer is about to impress,commandeer,commandeer,container,COMMANDEER,1
105218,Directions limiting poet producing epic verse,epopee,epopee,container,EPOPEE,1
95116,Primate admitting self-elevation is the highest point,apogee,apogee,container,SUMMIT,0
137457,"Poor Billy, regularly infested with moth",beggarly,beggarly,container,BEGGARLY,1
119800,A spinner's short period in work,gyro,gyro,container,TERM,0
46277,They do up house: home counties housing spikes,shoelaces,shoelaces,container,HEADGEARS,0
1792,"Plane perhaps hijacked by buccaneer, turning back",tree,tree,container,RAFT,0
104569,Prepared to pass through study,readied,readied,container,READIED,1
55717,Make annoyed and angry about unfinished ceremony,irritate,irritate,container,IRRITATE,1
81603,Unfeeling male absorbed in the nitty-gritty,numb,numb,container,DENT,0
73538,Smack around side of face: buzz off!,clearout,clear out,container,FLANKED,0
54350,Writer goes round stone consumer's place,bistro,bistro,container,BISTRO,1
107398,Force occupants of central Venice to be displaced by macho types,vehemence,vehemence,container,RESIDENCE,0
46677,Screw going round prison in fear,panicky,panicky,container,PANICKY,1
16962,"Most insignificant little bird circling European river, endlessly rising",tiniest,tiniest,container,ATOMICS,0
54089,"Going round by word of mouth, part gets assimilated",orbital,orbital,container,ORBITAL,1
116756,Upending Brad in a barrel is courageous,valiant,valiant,container,BRAVERY,0
121689,A king given independence in new surroundings is a bit odd,freakish,freakish,container,REGIONAL,0
24565,Hear about a new type of pen without getting excited,tranquilly,tranquilly,container,TRANQUILLY,1
119271,Meat Hazard placed in trap,griskin,griskin,container,GRISKIN,1
109281,Drive around in carriage with zeal,fervidly,fervidly,container,FERVIDLY,1
63155,"Perishes, without help, from illness",diabetes,diabetes,container,DIABETES,1
57658,"Sign of something wrong with performance? See about that, just!",exactly,exactly,container,EXACTLY,1
22728,"Checked in, in a rush",reined,reined,container,HASTED,0
127164,Time in replicated environment provides excitement,stimulation,stimulation,container,REPRODUCTION,0
71619,One caught by the actual crime,thievery,thievery,container,ROBBERY,0
13974,It was created with latitude in the scriptures,world,world,container,GLOBE,0
61074,Happen to see bird nesting as resident,occupier,occupier,container,OBSERVER,0
95092,"Having ensnared male, sexy cuddles on the agenda",scheduled,scheduled,container,SCHEDULED,1
63169,Attractive catch in illusionism,magnetic,magnetic,container,CHARISMA,0
46189,Philosopher passing through American Customs,usages,usages,container,REASON,0
84221,"Bottle company prompt, coming about midday",courage,courage,container,COURAGE,1
81856,Poster plugging good show is boasting,bravado,bravado,container,DISPLAY,0
111133,Fruit getting stuffed with date and walnut toppings for tellers of tales,oldwives,old wives,container,OLDWIVES,1
50977,In favour of accepting a pound in coin,florin,florin,container,CREDIT,0
123823,Rejects chipped plate with pasty in it,disallows,disallows,container,REJECTING,0
76829,Stays if made content,satisfy,satisfy,container,RETAINS,0
5641,"Winds about, missing the German ways",means,means,container,IDEAS,0
79354,"Female in a feeble way in sultan's place, in need",womanish,womanish,container,WOMANISH,1
29728,"Poem, say, inscribed in cathedral",elegy,elegy,container,LYRIC,0
117222,Monsters out of hospital go to fatherland,wales,wales,container,GERMS,0
57663,Go through childhood with small gang of people around,growup,grow up,container,TEAM UP,0
66546,Rubbish government consumed by nastiness,bilge,bilge,container,SLIME,0
89334,Caught amid whimsical manoeuvre,jockey,jockey,container,JOCKEY,1
14131,Suitable belief accepted by primate,apposite,apposite,container,APPOSITE,1
21851,Pick boundaries for lake district environs,selection,selection,container,SELECTION,1
138255,"Like English chaps in financial difficulty, in shame",debasement,debasement,container,DEBASEMENT,1
52453,Understand about opening heart in solemn procession,cortege,cortege,container,CORTEGE,1
71966,"Drive first person boarding cleaner, low-level transport",pushchair,pushchair,container,CARRIAGES,0
34960,Guarantee securing a boy for a limited period,seasonal,seasonal,container,SEASONAL,1
118295,Thinks the current recession splits friends,meditates,meditates,container,CONSIDERS,0
65352,Aim to skirt centre of Manchester after all,intheend,in the end,container,INTHEEND,1
101378,Wrongdoing concealed by angry criminal where lawyers abound,graysinn,grays inn,container,BAD ACT,0
74120,A province with street harbouring cunning freedom fighter?,anarchist,anarchist,container,REBELLION,0
139585,Japanese game is uplifting when astride pig,shogi,shogi,container,HORSE,0
7090,"Miserable miss, on reflection, breaking engagement",desolate,desolate,container,DESOLATE,1
63262,Helpful having fluorine in the water,ofuse,of use,container,ON TAP,0
134039,"Agreed it's forged, detectives admitted",coincided,coincided,container,COINCIDED,1
7060,"Shown the way in, as well, in Spain",toledo,toledo,container,MADRID,0
103054,United Nations upholding a role for American statesman,utahan,utahan,container,ACTORS,0
99308,Tiny distance covered by which bird?,whinchat,whinchat,container,MINIMALS,0
135048,Guts shown by couple turning and smothering last of fire,duodena,duodena,container,RETAINS,0
7355,London university splitting noble gas particle,nucleon,nucleon,container,PLATFORM,0
139050,Not at home during quiet quarter,south,south,container,NORTH,0
50399,Wait under a second with the eyes of an optimist,starry,starry,container,STARRY,1
66633,A painful condition oppresses one rodent,agouti,agouti,container,ANGINA,0
43447,Point to a hundred in stock that's prolific,fecund,fecund,container,PLENTY,0
7916,Ignore alarm bells echoing in error,sleepin,sleep in,container,SLEEPIN,1
61682,American thug pinches Nintendo console for child,godson,godson,container,RASCAL,0
8033,Plain tart takes in Romeo's look,prairie,prairie,container,PASTURE,0
75425,"Reached high to marry, taking in royalty",towered,towered,container,TOWERED,1
54837,"Doctor having admitted crime, it's curtains for him!",draper,draper,container,DRAPER,1
62087,Animosity about responsibilities is concerning rogues,picaresque,picaresque,container,REPROACHES,0
85318,Crowds turning up for play about love,troops,troops,container,PEOPLE,0
114810,Relative beings from an edge of space bounded by locators,sisters,sisters,container,PLANETS,0
128642,"Emits gas skyward, securing incomplete image of sports icon",steffigraf,steffi graf,container,BLOWFISH,0
12734,"Panic, being about a hundred short",scarce,scarce,container,ANXIOUS,0
69809,Teach development in the glen,enlighten,enlighten,container,ENLIGHTEN,1
79037,Can active culture protect against disease?,vaccinate,vaccinate,container,IMMUNISEE,0
87103,Convict surrounded by a stack of booty,pillage,pillage,container,PLUNDER,0
103666,Lots of storage needed when Ms Roslin moves into French accommodation,gigabytes,gigabytes,container,MEGABYTES,0
21701,Book in first-class accommodation for one in opposition,anti,anti,container,AXIS,0
27085,Very pretty is Peg when carrying little weight,twee,twee,container,FINE,0
22962,The Castilian comes into part of the story,relation,relation,container,NARRATOR,0
74518,Soldiers authorised to appropriate a vehicle - and appropriate's the word for it!,relevant,relevant,container,RELEVANT,1
84417,Sound of crew receiving nowt?,moan,moan,container,YELL,0
85266,Model is bashful grabbing a pee,copy,copy,container,SHYLY,0
123776,Steal work left during work period,shoplift,shoplift,container,SHOPLIFT,1
57601,Animal makes nest in rubbish,rodent,rodent,container,HABITS,0
54707,Cover for beast that eats cooked hams,yashmak,yashmak,container,YASHMAK,1
27169,Make certain of result by capturing rook,ensure,ensure,container,ENSURE,1
91518,Bridge player takes smack that's most pure,whitest,whitest,container,CLEANEST,0
112618,Allen losing everything in Sin City,venice,venice,container,VENICE,1
55582,Diligent couple welcoming Lawrence to the States,duteous,duteous,container,DUTEOUS,1
76166,Prejudice exists to break up a masterpiece,ageism,ageism,container,RACISM,0
65112,Death of parent touring Peru,reaper,reaper,container,REAPER,1
40949,Shade round bottom of willow tree,rowan,rowan,container,ROWAN,1
120945,Conflict taking month to heat up,warm,warm,container,FRAY,0
17095,Place where no one tense is put up,situation,situation,container,SITUATION,1
43581,"Cry from wolf, perhaps, breaking gate",entreaty,entreaty,container,PLEADERS,0
104171,Poet's written about return of Irish hooligan,larrikin,larrikin,container,REPORTER,0
70663,I wave - interrupting myself with skill - to show no chance of leaks,impermeability,impermeability,container,INCOMPATIBILITY,0
117563,Primate includes a bishop in blessing,baboon,baboon,container,ORANGE,0
33680,Agent without sleep is irritable,snappy,snappy,container,GRUMPY,0
35458,Endless Soviet labour camp fenced by stake with spikes,angulate,angulate,container,STAKEOUT,0
16319,Islander gutted coastal town,briton,briton,container,WELSHS,0
81877,"Journos, gathering in loose ends, raise them in anger",hackles,hackles,container,REACTIONS,0
13481,Abuse found in rapid dispensing of drugs,pharmacy,pharmacy,container,APOTHECARY,0
13035,Bound to put small amount in hat,limited,limited,container,RESTRAIN,0
45571,Laments about flowers for virtuous statues,plastersaints,plaster saints,container,PLASTERSAINTS,1
3200,A foot of water in the diocese,spondee,spondee,container,ARCHERS,0
60472,Councillor that is protecting main character in Miami Vice,crime,crime,container,ACTOR,0
17091,Upset about head of family one's butted?,rifle,rifle,container,ANGER,0
92006,Company importing wine is manageable,plastic,plastic,container,REASON,0
5752,"Most respected member, female poet entertaining you",doyenne,doyenne,container,DOYENNE,1
65442,It's pinned to hold in fabric,grenadine,grenadine,container,GRENADINE,1
141335,"Create difference, namely in refereeing scandal?",variegate,variegate,container,DIFFERENT,0
139094,"Rich man making appeal for help, having hoarded gold",soros,soros,container,TITAN,0
57065,UN quits panel sitting in judgment of a group,tribal,tribal,container,SOCIAL,0
12537,Make allowances when catching the tube,catheter,catheter,container,CATHETER,1
58833,"In the stretch between wings, a sole player",thespian,thespian,container,AVIATION,0
121204,"Universal fighter in imaginative work, Asia's missing pest controller",fumigant,fumigant,container,VIGILANT,0
33279,Captain is first into bed,pilot,pilot,container,LEADER,0
90495,"They're here, being inexperienced in the ATS",attenders,attenders,container,BEGINNERS,0
71891,"Father in pain, but brave",apache,apache,container,HEROIC,0
44521,"Cut inside out, including first chapter",incised,incised,container,REVERSE,0
12896,Adult taken in by party game,snap,snap,container,SNAP,1
83720,Dancer to see in uniform,salome,salome,container,SALOME,1
13482,Drug provider causing fast internal damage,pharmacy,pharmacy,container,APOTHECARY,0
34947,Meal inside the German hotel,dinner,dinner,container,LUNCHS,0
3354,English associate adopts an issue,emanate,emanate,container,ORIGINS,0
137986,Be inclined to keep work of the highest quality,topend,top end,container,AIMED,0
102660,Politician with burst ulcer getting out of crush,crumple,crumple,container,REMODEL,0
20350,Space to include afterthought on one line over letter,epsilon,epsilon,container,REPLIES,0
103019,Smirked before getting taken outside,leered,leered,container,LEERED,1
139048,Desolate portrait painter holds on,lonely,lonely,container,LONELY,1
140509,Foxy Liberal secured for Strictly,slavishly,slavishly,container,LOYALISTS,0
67897,Lied about a king's garment,sarong,sarong,container,ROBEES,0
109040,"Conceals in hand, holding second book of verses",psalms,psalms,container,PSALMS,1
109953,"Foot I test out, trapping two balls?",tootsie,tootsie,container,TOOTSIE,1
82109,Came across a can containing nothing in the bottom,foundation,foundation,container,DISCOVERY,0
109800,Chief designer admitting resistance to shock treatment …,director,director,container,ARCHITECT,0
124475,Decisive defeat with terrorist group at first in poor spirits,rotgut,rotgut,container,ROTGUT,1
14785,Article about soldier's figure,three,three,container,THREE,1
77439,Gubbins the church brought in for limiting population,contraception,contraception,container,CONTRACEPTION,1
82772,Explosive individual in explosive situation off the coast,thesolent,the solent,container,HOT SPOT,0
42374,Excited about nothing? That's a laugh!,hoot,hoot,container,HOOT,1
44670,Meeting of opponents in choice setting,plenum,plenum,container,ARENAS,0
82599,Merseyside Blues become green in time,everton,everton,container,FORESTS,0
61990,Girl taken in by scholar's miraculous food,manna,manna,container,MANNA,1
122645,Nordic person catches an extra fish,finnan,finnan,container,ICELAND,0
115979,Prospector keeps sick retailer,milliner,milliner,container,SHOPKEEPER,0
71111,It's cunning to carry a weapon with a loud noise,stridently,stridently,container,IMPERIOUSLY,0
47608,Informer keeps president absorbed,rapt,rapt,container,RAPT,1
41044,Sound made by soldier entering hostelry,logical,logical,container,RATIONAL,0
39386,Makes financial provision on getting bad news about party,endows,endows,container,GIFTS,0
32773,Settled group covered in embarrassment,resided,resided,container,BLUSHED,0
52696,Discover ruffian keeps right in front of the fire,hearthrug,hearthrug,container,RESTRAINS,0
58680,Home established in primitive setting with determination,earnestly,earnestly,container,EARNESTLY,1
55455,Tame animal - it is eaten by wild one wanting food,appetite,appetite,container,APPETITE,1
24542,"Flower, European, containing odd bits of blue receding",danube,danube,container,DANUBE,1
115372,Obscene play - interrupt endlessly,prurient,prurient,container,REPEATED,0
1134,Worker accepted Lawrence before becoming a fan,adherent,adherent,container,ASSISTER,0
72813,Butcher eating right seafood,krill,krill,container,STEAK,0
66417,Put down action restricting newspapers,depressed,depressed,container,DEPRESSED,1
57932,One in a row put in dries out,disputer,disputer,container,REPORTER,0
51436,Richard about to drop a brick from crane,derrick,derrick,container,DERRICK,1
135242,Many a servant wants to hold you back,lackeys,lackeys,container,LACKEYS,1
115225,Fuss about drink - situation causing disapproval?,arumdo,a rum do,container,ADOX,0
58079,Jocularly feared? Jocularly killed's about right,dreaded,dreaded,container,DREADED,1
130032,Bean you are told to put in liqueur,curacao,curacao,container,CURACAO,1
118835,"Presiding officer, a Marxist, driven round in car",moderator,moderator,container,MODERATOR,1
138930,"Plucks out, at last, name amongst sporting partners",twangs,twangs,container,TWANGS,1
114302,Country put in a word of thanks for foreign capital,tirana,tirana,container,TIRANA,1
100749,Roman leader's watching out for Roman poet,virgil,virgil,container,VIRGIL,1
61652,Ring road goes round a kiln,oast,oast,container,OAST,1
125182,Be involved with a lot of time put into unfinished machine,engagein,engage in,container,INVESTED,0
103977,Journalists in house taken up as recruits for the navy,impresses,impresses,container,IMPRESSES,1
95274,Jailed Liberal group?,clan,clan,container,CORP,0
5601,Maintain penniless specialist,exert,exert,container,PRESS,0
73737,Setter withdraws; Berber remains,embers,embers,container,ASHENS,0
120101,Waterside bird going unsteadily around end of pond,reedling,reedling,container,WANDERING,0
62128,Saving firm beset by money trouble,economy,economy,container,FINANCE,0
137279,Revered former editor pinching a large journalist's bottom,exalted,exalted,container,EXALTED,1
103517,Shanty about popular salt?,seasoning,seasoning,container,SEASONING,1
12739,Having clear head in panic is unusual,scarce,scarce,container,SCARCE,1
86561,"Liberated, topless and hot, embraced by one who pulls hippie type",treehugger,tree hugger,container,FREEDOMER,0
108483,Reserves have to practise during breaks,restraints,restraints,container,RECREATION,0
112949,French university in German city's resentful about it,sorbonne,sorbonne,container,HAMBURGS,0
30914,Passage taken from book unless grabbing reader at the start,excerpt,excerpt,container,EXCERPT,1
92929,Elizabeth I's favourite beer in curtailed privilege,raleigh,raleigh,container,PRIVETS,0
137810,Shifty of you French to pinch Naomi's bottom,devious,devious,container,ARTFULS,0
43804,"It's a capital living, admits one leading jockey",beijing,beijing,container,BEIJING,1
28437,A case of silence stifling passion,sheath,sheath,container,COVER,0
96141,A measure adopted by prince of the blood,haemal,haemal,container,HAEMAL,1
84685,"George Orwell and Colette finally breaking even, which produces a high note",flageolet,flageolet,container,FLAGEOLET,1
140446,African people go off into depot,barotse,barotse,container,NATIVES,0
74584,Diva cries about article,callas,callas,container,OPERAS,0
29525,Fellows entering into a welcome correspondence,agreement,agreement,container,ALLIANCES,0
135527,Gardner is hugged by admirer in plant,favabean,fava bean,container,PEACHY,0
129908,Therapist of the nose? Pay attention to include wise report about that,psychoanalyst,psychoanalyst,container,PSYCHOANALYST,1
37465,What's gloomy about me - I can't concentrate,dreamer,dreamer,container,MOURNER,0
135701,Leaked info set back work during disputes,tipoffs,tip offs,container,SETUPS,0
45234,Draw sleek creature in lovely shell,lottery,lottery,container,LOTTERY,1
128742,A radio personality in a hairstyle that's a mess,abadjob,a bad job,container,BAD BOB,0
26632,"Bishop drinking whiskey with solver, unemotional",dryeyed,dry eyed,container,LOW SPIRIT,0
22563,Greek captured by wanton scoundrel,rogue,rogue,container,CADGE,0
54349,Way out writer in French restaurant,bistro,bistro,container,ESCAPE,0
72395,"Sage, I'm sorry to say, comes back around six",salvia,salvia,container,RECALL,0
99858,Column of Dutch sheep?,newel,newel,container,RAMEN,0
67831,Reel drunkenly in game lacking spirit,cheerless,cheerless,container,MOTIONLESS,0
24369,Experts attempt to incorporate new blood,ancestry,ancestry,container,ANCESTRY,1
84007,Refusal to include pollarded tree in mock sea battle,naumachy,naumachy,container,NAUMACHY,1
72899,"Look in the bin, to wit, to get one's own back",scavenge,scavenge,container,RETALIATE,0
4624,Roundhead boarding weary compiler's boat,trireme,trireme,container,TRIREME,1
68820,"Descartes seen outside clinic, half-shattered, needing rest",recline,recline,container,RECLINE,1
29936,Communist receives a caution over Socialist fortune-tellers,tarotcards,tarot cards,container,REDFLAGS,0
73739,Cavalryman turns back without thinking about us,hussar,hussar,container,HUSSAR,1
30843,"Paddy takes it, being small",petit,petit,container,TINY,0
110483,Blend includes art arranged in rectangular array,matrix,matrix,container,MOSAIC,0
58232,Turn evil during temperance drive by New Labour?,modernisation,modernisation,container,REVOLUTIONARY,0
64335,"Rope, look, tethering donkey",lasso,lasso,container,CORDS,0
9137,Force hospital into consortium,thrust,thrust,container,THRUST,1
119364,Where top artists seek inclusion with nude?,intheraw,in the raw,container,ARTLESS,0
21240,"The rock of ""rock, paper, scissors"" keeps right on top",first,first,container,FIRST,1
12824,Charlie leaves boat for shrine,oracle,oracle,container,TEMPLE,0
122095,"Solicitor nabs service people, securing title in contest",tournament,tournament,container,TOURNAMENT,1
1219,Juliet's town is not on for her,vera,vera,container,VERA,1
21003,Insect burrowing into straight banana,plantain,plantain,container,PLANTAIN,1
73202,Falsely accused by FBI man about crash,framed,framed,container,FRAMED,1
115234,Excessive praise about Edward at university starting course for mature students,adulteducation,adult education,container,FLATTERYCOURSE,0
104625,Boy from the West in Scottish burgh,edwin,edwin,container,ALDER,0
123401,Spicy stuff to read outside pub before lunch,cinnamon,cinnamon,container,PEPPERED,0
43593,Like beauty of a sort with ooze about it,skindeep,skin deep,container,SHALLOW,0
107689,"Politician, during progressive period, is acquiring intelligence",reconnaissance,reconnaissance,container,COMPREHENSIVENESS,0
37564,Miracle drug for backside in trouble,elixir,elixir,container,REMEDY,0
7968,"A powerful man, the ambassador makes a pronouncement about cold",hercules,hercules,container,HERCULES,1
65680,Belief about view endlessly increasing,crescendo,crescendo,container,ASCENSION,0
38417,"Refuse to ride horse, using whip",thrash,thrash,container,THRASH,1
102956,Individual giant houses for Renaissance man,titian,titian,container,TITIAN,1
9206,"Continent, not island, shortly to be put in geography book",atlantis,atlantis,container,AMERICA,0
4790,Beefy type crosses state to find gem,onyx,onyx,container,ONYX,1
124445,Began to wriggle around in truck,loganberry,loganberry,container,MOTORWAYS,0
126215,Hot glow of anger in experience with BA?,firelight,firelight,container,HIGHLIGHT,0
40719,Secretary in the States is a sap,upas,upas,container,ABLE,0
70011,Vulgar American four entertained by their President no longer,abusive,abusive,container,ABUSIVE,1
45410,A number observed outside happening,seventeen,seventeen,container,OCTOBERLY,0
57257,Labour to keep arbitrator in clover,trefoil,trefoil,container,WORKERS,0
80682,Left in peace at a square in Madrid,plaza,plaza,container,PARKS,0
60885,Plan to secure new role is adequate,tolerable,tolerable,container,ACCEPTABLE,0
122333,Sweet things in book collection most delightful,nicest,nicest,container,LOVELY,0
12474,Responsible for what's inside fuse,behind,behind,container,BEHIND,1
52202,"Brought up changes to delete, outlining state",elevated,elevated,container,ELEVATED,1
61366,Flinch from having bell in church,cringe,cringe,container,CRINGE,1
1970,"Primate swallows vegetables to satisfy hunger, perhaps",appease,appease,container,APPEASE,1
2724,Frail insect eating a single document,flimsy,flimsy,container,FLIMSY,1
85826,Grass home for d-devil housing an explosive,indianhemp,indian hemp,container,IRISHLAWN,0
45774,Fliers distributed; sheet contains mockery,persiflage,persiflage,container,PERSIFLAGE,1
117667,"Moan, if drink's drunk hot",whine,whine,container,GROAN,0
45657,Artist twice entering dock,cubist,cubist,container,PAINTER,0
131162,"Digit's good, dividing number reportedly better",forefinger,forefinger,container,FOREFINGER,1
116658,Is card between pair of diamonds swell?,distend,distend,container,DISTEND,1
8739,Gather there no getting out of hell,infer,infer,container,ADMIT,0
141937,Place vessels around large plot,layplans,lay plans,container,LAYPLANS,1
107597,"They grip food, both hands stuffed inside edges",pliers,pliers,container,PLIERS,1
142221,"Having coat on boat, catching river fish",mackerel,mackerel,container,MACKEREL,1
141187,A king boarding plane that's less reliable,flakier,flakier,container,WEAKER,0
7682,Stake fixed by partners in French city,nantes,nantes,container,NANTES,1
84399,"One saving another animal, implanting organ",deliverer,deliverer,container,DELIVERER,1
20821,"Midge swallowed by medic, an artist",durer,durer,container,HEALS,0
87715,Doctor maintained by benefit gets an easy ride,doddle,doddle,container,SIMPLE,0
79361,Tenor's heart evident in doleful lament,monody,monody,container,SORROW,0
68454,Bit good to split seed with first of tools,segment,segment,container,SEGMENT,1
64611,Performed by singers restraining novice with a sedative,chloral,chloral,container,CHLORAL,1
91258,Fruitcake's quality was keeping cows in gas,wackiness,wackiness,container,ABSURDITY,0
139161,"What you might need, when at first you spot wasp in apartment",flyswat,flyswat,container,REPRESS,0
31814,Coward takes in catch coming back in the Med,lebanon,lebanon,container,LEBANON,1
63445,Family member that's wearing glasses,species,species,container,SPECIES,1
48057,Silver in heavenly ornament,astragal,astragal,container,HALOIDES,0
50596,Green fabric bags I almost go crazy about,ecological,ecological,container,HYPOTHETICAL,0
85528,Priest holding bird's bone,femur,femur,container,HUMER,0
139761,In favour of US president sacking Democrat,for,for,container,YES,0
67491,"Old god not entirely into dance, a wasted evening?",boozeup,booze up,container,BLUES UP,0
114950,Large area runs round European court,hectares,hectares,container,HECTARES,1
139973,"What solicitor did, brought in to defend international group",importuned,importuned,container,INQUISITOR,0
97755,Girl's call about fruit,cherry,cherry,container,PEACHY,0
