Index,Clue,Solution,Spaced_Solution,gemma_predicted,gemma_solved_answer
40368,Make new arrangements for the holiday place,resort,resort,double definition,RESORT,1
41398,Acts as executor - some teachers want to,beheads,beheads,double definition,S-W-A-N-T-T-O,0
22648,The end of the New Testament,amen,amen,double definition,AMEN,1
52288,Rubber reported by my sister in Paris?,masseur,masseur,double definition,ERASERS,0
2591,A representative business,agency,agency,double definition,AGENCY,1
62314,Snakes top their opposites,adders,adders,double definition,ADDERS,1
51626,A hard thing to catch,nail,nail,double definition,COLD,0
93701,Where people go in for charms,entrances,entrances,double definition,JEWELLERS,0
102896,Soul music?,spiritual,spiritual,double definition,SPIRITUAL,1
30758,The keynote to good health?,tonic,tonic,double definition,TONIC,1
12774,Dragged to the altar?,towed,towed,double definition,TRAIN,0
87168,Confinement which sounds yellow?,custody,custody,double definition,SALLOW,0
28479,A building in Slough,shed,shed,double definition,SHED,1
129531,Emission - tax to the limit,exhaust,exhaust,double definition,EXHAUST,1
78366,Factory philosopher,mill,mill,double definition,MILL,1
117834,Order a course,sequence,sequence,double definition,SEQUENCE,1
46683,Where Horatio asked for the kiss of death?,trafalgar,trafalgar,double definition,GRAVEYARD,0
74952,Made up a number,composed,composed,double definition,COMPOSED,1
108257,Be punctilious having to get back for the fish,stickle,stickle,double definition,SARDINE,0
77048,Deliver a blackbird,bowl,bowl,double definition,SAVE,0
78770,Uncalled for correspondence,deadletter,dead letter,double definition,FREE LETTER,0
1543,Community to pay workers overtime,settlement,settlement,double definition,SETTLEMENT,1
1478,Snick a boundary,edge,edge,double definition,EDGE,1
75508,"A day in dopey stupor, endlessly like t-h-i-s?",spacedout,spaced out,double definition,SPACED OUT,1
28758,"A stroke by a batsman going for a run, perhaps?",ondrive,on drive,double definition,ON DRIVE,1
98043,Occasion to eat a piece of cake,picnic,picnic,double definition,SPREAD,0
77843,Sailors sought by TV producer,ratings,ratings,double definition,SALTERS,0
121029,Sydney's landmark before building works?,operahouse,opera house,double definition,OPERA HOUSE,1
102328,Not even a soldier,irregular,irregular,double definition,ODD-SAPPERS,0
72759,"To be lying here, it's serious!",grave,grave,double definition,GRAVE,1
32745,A-class grass,alfa,alfa,double definition,REED,0
44642,How ill was the reviewer?,critically,critically,double definition,CRITICISED,0
88477,"To the bride', perhaps, in German (Browning)",toasting,toasting,double definition,GROOMING,0
30462,It's supposed to prevent travellers' bags getting in a snarl-up,bfcycleclip,bfcycle clip,double definition,LUGGAGE TAGS,0
64648,Spare fire,letoff,let off,double definition,LET OFF,1
32909,Be nippy? Not a lot!,dash,dash,double definition,BITS,0
53033,Said to be the story's end,tail,tail,double definition,TAIL,1
14106,"Not wanted at the feast, best left in the cupboard",skeleton,skeleton,double definition,SKELETON,1
10926,Act as an agitator and get jail,stir,stir,double definition,STIR,1
104766,Spike has doll that is missing,barb,barb,double definition,IDOL,0
6110,Close check,stop,stop,double definition,STOP,1
40179,Peculiar game,rummy,rummy,double definition,QUEER,0
25486,Violinist's private room,bower,bower,double definition,STUDY,0
34853,He designed a water container,adam,adam,double definition,DREW,0
57863,Carry on in summary fashion,resume,resume,double definition,RESUME,1
96014,Sharp stone for the remaining persons,alltherest,all the rest,double definition,THE ODD LOT,0
50761,"Telephone bell starting off, but not so loud",lower,lower,double definition,PIANO,0
109072,Something dentist may have to do with lineage,extraction,extraction,double definition,ROOT CANALS,0
123726,Vegetable essence,marrow,marrow,double definition,MARROW,1
93892,Solid grasp of company case?,firmgrip,firm grip,double definition,FIRM HOLD,0
8968,What's got out of bed?,rose,rose,double definition,FLOW,0
10829,Religious house is too much for this priest,abbe,abbe,double definition,MONK,0
114956,"Exciting book, ""The Musician's Aide""",pageturner,page turner,double definition,PAGE TURNER,1
33947,Law suit finally disposed of - for a figure,statue,statue,double definition,STATUE,1
74212,"What maintenance staff should do at points, etc",checkrails,checkrails,double definition,SHARPENING,0
103221,One seen in a hanging basket?,balloonist,balloonist,double definition,SCAFFOLDER,0
38183,Monster fish,troll,troll,double definition,WHALE,0
18838,Danger for sailors in popular music,rock,rock,double definition,ROCK,1
101788,West Indian play groups,steelbands,steel bands,double definition,STEEL BANDS,1
13695,Grim prospect for yachtsman trying to catch rival,stern,stern,double definition,STERN,1
27162,Books for more than one opera,libretti,libretti,double definition,OPUSCULA,0
82252,Bit of a gut for Goon (pronounced),caecum,caecum,double definition,GUTTER,0
8270,Safe place to let out the clutch?,nest,nest,double definition,NEST,1
52928,Regulated state - alternative to Red Revolution?,order,order,double definition,ORDER,1
84492,Quarryman's key picked up,miner,miner,double definition,MINER,1
131897,He takes obstacles in his stride,hurdler,hurdler,double definition,HURDLER,1
39535,Devil's tie?,deuce,deuce,double definition,BONDS,0
53980,Setting maybe at Watford Gap?,milieu,milieu,double definition,HIATUS,0
100802,Footwear hamper,clog,clog,double definition,CLOG,1
64869,"Tender, relatively speaking",sister,sister,double definition,SOFTER,0
66402,Governor that entertained PM once,north,north,double definition,TEMPO,0
17537,Run one of the film crowd,extra,extra,double definition,PRINT,0
123097,"It's unhealthily damp but not too confined, as they say",rheumy,rheumy,double definition,RHEUMY,1
11501,What Cupid bears audibly for lover,beau,beau,double definition,BEAU,1
93618,Red-hot stuff,cayenne,cayenne,double definition,CAYENNE,1
141286,Work units heard of in Holland,joules,joules,double definition,GUILDS,0
29573,The kind of Constable that's out of the ordinary,special,special,double definition,OFFBEAT,0
90612,Compellingly kind,obliging,obliging,double definition,FORCIBLE,0
23967,It's probably not steam and possibly not electric,oldiron,old iron,double definition,GAS FIRE,0
60725,Traffic hazard could be sinister,bend,bend,double definition,LEFT,0
63370,"A show-off, the bounder",prancer,prancer,double definition,UPSTART,0
63299,"Lacking respect, notwithstanding",regardless,regardless,double definition,REGARDLESS,1
16884,A lawless thief: I was once one myself,pirate,pirate,double definition,OUTLAW,0
116114,Sporting barrier that generates pots?,backstop,backstop,double definition,RAILINGS,0
23944,Sounds like place is an eyesore,sight,sight,double definition,SIGHT,1
85188,"An equal to Earl Peel, the last of the shire",count,count,double definition,PEER,0
90916,Fly biting,sharp,sharp,double definition,MIDGE,0
60138,The old starting signal falls without delay,atthedropofahat,at the drop of a hat,double definition,AT THE DROP OF A HAT,1
57018,Silence in jail!,shutup,shut up,double definition,SHUT UP,1
391,Food item for one's heart-throb,pulse,pulse,double definition,PULSE,1
79976,Post of interest,stake,stake,double definition,STAKE,1
107087,Lots of money given to fools,masses,masses,double definition,MASSES,1
122860,Issue not raised naturally,adoptee,adoptee,double definition,NATURAL,0
64292,Agree the score,tally,tally,double definition,TALLY,1
135159,The very thing I do?,oneandthesame,one and the same,double definition,THE DOT ON THE I,0
49676,"Lancashire dish, one to produce a tricky problem",hotpotato,hot potato,double definition,POT STICKER,0
72527,Where to find chaps undressed?,bath,bath,double definition,LIPS,0
133193,"Thud may be heard, but not on a rug down there?",onomatopoeia,onomatopoeia,double definition,SUBTERRANEAN,0
101910,Cut grass?,awn,awn,double definition,MOW,0
32760,Letter delivered with a becoming conclusion,delta,delta,double definition,STAMP,0
119662,Marathon in which we are all dead?,longrun,long run,double definition,LONG RUN,1
65354,Charges for original film shots,rushes,rushes,double definition,TOPICS,0
7095,Fellow of no practical use?,academic,academic,double definition,MANNEKIN,0
23111,Very verily,really,really,double definition,REALLY,1
98393,"It's not cheap, making legal documents sound",ritz,ritz,double definition,DEAR,0
77941,You'll be lost without these,bearings,bearings,double definition,ROADMAPS,0
42893,Young man inexperienced with a gun,colt,colt,double definition,LADS,0
55756,Seize an egg collection,clutch,clutch,double definition,CLUTCH,1
53018,Insure sign?,underwrite,underwrite,double definition,UNDERWRITE,1
93905,Singular Anglo-Saxon orientation,attitude,attitude,double definition,S-SAXON,0
42960,Sweet lumps on hat,gobstopper,gobstopper,double definition,SUGARPLUMS,0
138426,Who would bother a runner?,harrier,harrier,double definition,HOUNDER,0
95618,Yank involved in weightlifting,jerk,jerk,double definition,JERK,1
49096,"A favourite of ""Gardeners World""",cosmos,cosmos,double definition,PLANET,0
87026,Lightweight worker in goods packing?,boxer,boxer,double definition,PLANT,0
28177,Disunity shown in the former Yugoslavia?,split,split,double definition,SPLIT,1
113631,One is better out of it,sickness,sickness,double definition,SKELETON,0
109664,One expecting to hear broadcast,heir,heir,double definition,HEIR,1
106448,What may be spoilt by daisies and big rats?,supergrasses,supergrasses,double definition,SIDEBOARDING,0
98251,Supreme international body,missworld,miss world,double definition,HIGH COURT,0
81357,Maybe Franklin's backer switched poles,inventor,inventor,double definition,BACKSIDE,0
68792,It's what Barry and Gary do,rhyme,rhyme,double definition,SINGE,0
34802,Weapon held up by a corporal?,lance,lance,double definition,MACE,0
1441,Margin of error in general practice,leeway,leeway,double definition,MARGIN,0
62697,A drop of ice,icicle,icicle,double definition,EYEDROP,0
77414,"Guns against water, not including storm",barrage,barrage,double definition,ARTILLY,0
52011,Where the less important fishes learn?,secondaryschool,secondary school,double definition,SMALL FRY SCHOOL,0
50645,Tablet's coating causing harm in mouth,plaque,plaque,double definition,ENAMEL,0
74150,Saul's blowers?,bellows,bellows,double definition,SHOFARS,0
1522,Inferior articles that don't last long,seconds,seconds,double definition,TRINKET,0
56537,"Looking annoyed, wanting power trip",outing,outing,double definition,SULLEN,0
46171,Weather required for electric fires,elements,elements,double definition,ELECTRIC,0
97441,Flower one sees periodically,annual,annual,double definition,S-E-V-E-R-N,0
46226,Old soldier taking flight,archer,archer,double definition,VETRAN,0
104891,Reminds one that it's time for church?,ringsabell,rings a bell,double definition,RINGS A BELL,1
124062,"Shout and dance, say",bawl,bawl,double definition,BAWL,1
31538,Not a mod chair,rocker,rocker,double definition,CHAISE,0
811,"Complain about a rule, we hear",arraign,arraign,double definition,RAILING,0
134760,Put your foot down as a plantsman,heelin,heel in,double definition,STEP ON,0
16633,Cut a dash,drop,drop,double definition,TRIM,0
30630,Make better pickle,cure,cure,double definition,CURE,1
4204,A child of necessity is given to falsehood,invention,invention,double definition,INVENTION,1
103705,Sent money and relaxed,remitted,remitted,double definition,REMITTED,1
48333,Noel's tower of strength,reindeer,reindeer,double definition,LEONTOWS,0
2152,Accommodation with hot water in Yorkshire,house,house,double definition,HOTEL,0
38440,Kids drink it,goatsmilk,goatsmilk,double definition,GOATSMILK,1
70138,Jumbo pilot?,mahout,mahout,double definition,TUSKER,0
38080,Car benefiting driver leaving river behind,ford,ford,double definition,CART,0
119431,Savage as Dracula,bloodthirsty,bloodthirsty,double definition,BLOODTHIRSTY,1
39556,State where the keys are,florida,florida,double definition,FLORIDA,1
11074,Inventor who dynamited half belongings?,nobel,nobel,double definition,NOBEL,1
2165,Key to the mess?,hash,hash,double definition,ISLE,0
122163,An old joke?,jest,jest,double definition,SAGA,0
110655,Historian's report of Cumbrian city,carlyle,carlyle,double definition,CARLYLE,1
105488,Announced fruit's value,gauge,gauge,double definition,VALUE,0
28061,Empire-building queen and cabinet maker,premier,premier,double definition,ANNEXER,0
53713,Sordid details,lowdown,lowdown,double definition,SQUALID,0
67636,"Like Old Marley, unproductive as a stud",deadasadoornail,dead as a doornail,double definition,DEAD AS A DOORNAIL,1
31042,Dialect that comes from the mouth,estuary,estuary,double definition,ORALISM,0
44990,Related to one's origin in South Africa,natal,natal,double definition,NATAL,1
12330,Weed the bed,couch,couch,double definition,ERASE,0
89970,Turning points in making purchases,fulcra,fulcra,double definition,PIVOTS,0
28167,It might help a serious smoker,inhaler,inhaler,double definition,INHALER,1
5241,As curtains might be tied,drawn,drawn,double definition,ALOFT,0
101891,Folk hero's bonnet,hood,hood,double definition,ROBIN,0
36093,On a plank,aboard,aboard,double definition,BOARDY,0
125333,Window leaves producer on the coast,bay,bay,double definition,ASH,0
69641,A Merry Christmas is often likely,onthecards,on the cards,double definition,IN THE EVENT,0
22058,This fellow sounds serious,ernest,ernest,double definition,GRAVEA,0
45412,After which one's in the majority,seventeen,seventeen,double definition,THRESHOLD,0
43609,How Keats wrote upside down,inverse,inverse,double definition,STROPHE,0
99012,"Was evasive, having received hot property",fenced,fenced,double definition,ELUDED,0
100911,Refuse to go through all the cases,decline,decline,double definition,REJECTS,0
135976,Measures the mast beams,yards,yards,double definition,YARDS,1
110525,Imagines being ordered into uniform,calledup,called up,double definition,DREAMS UP,0
54276,One doesn't want to do this at a bank,loseonesbalance,lose ones balance,double definition,LOSE YOUR BALANCE,0
53280,Warming drink that takes some beating,eggnog,eggnog,double definition,EGGNOG,1
13073,The devil to come up to?,scratch,scratch,double definition,SATANIC,0
116380,Perhaps some of those at the company meeting don't have their own cases?,shareholders,shareholders,double definition,BARRISTERS,0
134887,Principle of not striking?,pacifism,pacifism,double definition,PACIFISM,1
30481,"Replacing of ""ruth"" by ""quarter""",fourth,fourth,double definition,QUARTS,0
72186,"People being treated, say, with forbearance",patience,patience,double definition,PATIENTS,0
113647,Put in charge? Quite the opposite,unload,unload,double definition,INDICT,0
71680,Snobs? Rubbish!,cobblers,cobblers,double definition,SNOBBERY,0
51757,No longer greeting completely frozen rain,allhail,all hail,double definition,ALL GONE,0
131170,"Not precious stones, but possibly worn",pebbles,pebbles,double definition,PEBBLES,1
120800,"Source of milk shake, not quiet",udder,udder,double definition,CHURN,0
80163,"I'm la-di-da but, healthwise, not benign",affected,affected,double definition,MALADIES,0
30954,Get Tom's goat? That's the last thing one would do!,putoutthecat,put out the cat,double definition,DIG ONE'S GRAVE,0
50002,Boating clothes in Durham?,riverwear,river wear,double definition,RIVER WEAR,1
2401,Donkey and another old one,noodle,noodle,double definition,ASSINE,0
126028,Look for the men of Smithfield,butchers,butchers,double definition,BUTCHERS,1
31596,A sentence to be penned?,custodial,custodial,double definition,PARAGRAPH,0
111160,Among atheists he is pink,leftofcentre,left of centre,double definition,THIS IS THEIST,0
21493,Johnny's ready?,cash,cash,double definition,CASH,1
10039,"Silence, please, for the game",whist,whist,double definition,WHIST,1
40470,What's meant by the end of Salem’s Lot?,mass,mass,double definition,DOOM,0
115610,But they're not clerks of the course,turfaccountants,turf accountants,double definition,RACE STEWARDS,0
20772,Passage from a booklet,extract,extract,double definition,EXCERPT,0
113164,Not having been given a good enough hiding?,visible,visible,double definition,UNTAMED,0
14663,Pleasant resort,nice,nice,double definition,NICE,1
20133,Fireside bower,nero,nero,double definition,SNUG,0
498,"Easily portable lamp, for example",light,light,double definition,LIGHT,1
86656,"Did the ""lumpen proletariat"" show signs of this plague?",bubonic,bubonic,double definition,BUBONIC,1
59793,The legend of Arachne? That's a tall story!,myfoot,my foot,double definition,A TALE,0
42247,Dined in college by the sound of it,eaten,eaten,double definition,EATEN,1
107011,Take whatever's offered - it could make you party on!,anyportinastorm,any port in a storm,double definition,ANY PORT IN A STORM,1
81643,Will settlement,determination,determination,double definition,DETERMINATION,1
65154,Find flesh by the ear,meet,meet,double definition,MEAT,0
21774,Number to facilitate and inspire truce,ceasefire,cease fire,double definition,PEACE SIGN,0
101447,Trousers designed for passing water,drainpipes,drainpipes,double definition,WATERPROOF,0
16765,First half of the big game,rhino,rhino,double definition,BISON,0
131583,Men found underground cathedrals? No way!,miners,miners,double definition,MINERS,1
963,Stop rowing on the street,easy,easy,double definition,STOP,0
141248,Order repeatedly issued by them for audio equipment?,speakers,speakers,double definition,SPEAKERS,1
67401,Brunel seen as a diplomatic type?,bridgebuilder,bridge builder,double definition,BRIDGE BUILDER,1
9887,The French index is not right,left,left,double definition,LEFT,1
40864,Holds one's own ceremonial robes,copes,copes,double definition,COPES,1
98851,Went without saying,absconded,absconded,double definition,UNSPOKEN,0
72712,More fiction ...,utopia,utopia,double definition,FALSER,0
86297,What a traveller pays for a meal in a dining car?,trainfare,train fare,double definition,TRAIN FARE,1
41082,It could result in deflation being on the way,puncture,puncture,double definition,PUNCTURE,1
35323,Unusual police function,arresting,arresting,double definition,OPERATION,0
27707,Business statement,profession,profession,double definition,COMMERCIAL,0
136100,Capital invested in model planes,mosquitos,mosquitos,double definition,STOCKHOLM,0
95332,First class house room?,reception,reception,double definition,STATEROOM,0
71001,"Out of danger, sailing past Holland",offthehook,off the hook,double definition,OFF THE HOOK,1
18446,Howler monkey shaking head,error,error,double definition,HYENA,0
24840,Said to be family,related,related,double definition,RELATED,1
94167,Green alcoholic drink,lush,lush,double definition,SLOE,0
69176,The bill offenders may have to face in court,beak,beak,double definition,BILL,0
57871,Get back to CV,resume,resume,double definition,RECVIE,0
118978,Resolve to have some exercise,workout,work out,double definition,WORK OUT,1
2201,Able to pay for a form of abuse,solvent,solvent,double definition,SOLVENT,1
7689,Twist a bit off the tree,olive,olive,double definition,TWIGS,0
62980,Host got up for this,elevation,elevation,double definition,BREAKFAST,0
47966,Forget how to take charge,overlook,overlook,double definition,OVERLOOK,1
90368,What they are is difficult to say,tonguetwisters,tongue twisters,double definition,TONGUE TWISTERS,1
53040,"Was not all there, as Greeks claim?",lostonesmarbles,lost ones marbles,double definition,LOST SOME MARBLES,0
104299,Start court proceedings,serve,serve,double definition,TRIAL,0
119086,"No tricks, that's a promise",misere,misere,double definition,PLEDGE,0
65514,"Drop suddenly, missing the first thrust",lunge,lunge,double definition,LUNGE,1
18967,It's used to catch small river fish,reel,reel,double definition,REEL,1
102988,Lots of entrances for Father Christmas,stacks,stacks,double definition,PARCEL,0
98889,Bristol sounds like a French port,breast,breast,double definition,BREST,0
53960,Temper heard by the side of the road,kerb,kerb,double definition,CURB,0
29718,"Funeral lament in cathedral, for example",elegy,elegy,double definition,DIRGE,0
76468,Means of raising a flag,jack,jack,double definition,POLE,0
59792,I can't believe it when my bottom shows!,myfoot,my foot,double definition,NO WAY,0
30031,Mother of Paris seen in lake,mere,mere,double definition,LEDA,0
66442,"Justly won as Ashes eventually were, it's said",earned,earned,double definition,FAIRLY,0
21343,Fruit from this on hand,palm,palm,double definition,PALM,1
14409,"Sell out, as it might?",shop,shop,double definition,SALE,0
46550,Champion releases arrow ending just outside the bull,inner,inner,double definition,BOXER,0
129441,Welcome cry up North,greet,greet,double definition,GREET,1
3491,Ocean's water departed on a rising tide?,deep,deep,double definition,SEAD,0
140362,Such as would suit you down to the ground? Only half,kneelength,knee length,double definition,SEMI FORMAL,0
73772,Third power block,cube,cube,double definition,CUBE,1
30418,Laws that can only be broken by an expert,code,code,double definition,CODE,1
3787,Scottish battlefield's rumoured to have a ghost,wraith,wraith,double definition,WRAITH,1
81095,One-time premier rank,major,major,double definition,ORDER,0
26701,Improvement of action due to training,education,education,double definition,EDUCATION,1
74669,Criticise achievement at cards,slam,slam,double definition,SLAM,1
135519,Crafts based on fundamental duplicity,catamarans,catamarans,double definition,SUBTERFUGE,0
91960,A natural aptitude is present,gift,gift,double definition,GIFT,1
34502,Tree providing shade,lilac,lilac,double definition,ALDER,0
64112,Piece of music unsuitable as voluntary?,obbligato,obbligato,double definition,OFFERTORY,0
60435,This provides the main prospect,porthole,porthole,double definition,SEAFRONT,0
89212,Fitted with a groove,slotted,slotted,double definition,SLOTTED,1
134748,"Sun etc in before this, brightness ends",popularpress,popular press,double definition,STARLIT NIGHT,0
46146,Improve one's bust line?,uplift,uplift,double definition,BUSTLE,0
34903,It's designed for handicapped drivers to do the rounds,golfcourse,golf course,double definition,GOLF COURSE,1
48413,They meet in the centre of the ring,radii,radii,double definition,SPOKE,0
102106,Shy soldier getting worn out,retiring,retiring,double definition,FATIGUED,0
19581,Bob put forward an idea,float,float,double definition,NOTIO,0
125738,Flying in Hackney's hair-raising?,airlifting,airlifting,double definition,AEROBATICS,0
109949,Short dominatrix may have done this,strappedforcash,strapped for cash,double definition,CRACKING THE WHIP,0
100397,"Power outage, possible source of conflict",generationgap,generation gap,double definition,FLASH POINT,0
109944,Standard performance,routine,routine,double definition,AVERAGE,0
108474,Help one gets in this day and age,aid,aid,double definition,AID,1
135441,"Diamond, did you say? Prepare to propose!",kneel,kneel,double definition,KNEEL,1
100039,Rubbish food with chips?,cod,cod,double definition,TAT,0
44359,Colour to leave alone,maroon,maroon,double definition,MAROON,1
35803,Scandalous conclusion to entry,gate,gate,double definition,SINF,0
82220,Data in notebook,facts,facts,double definition,DIARY,0
131749,Big business street must be this for Scot,holdingcompany,holding company,double definition,CAPITAL STREETS,0
117593,Somewhat equally? Exactly,fiftyfifty,fifty fifty,double definition,SQUARE DEAL,0
61034,It can be hell for criminals,underworld,underworld,double definition,PUNISHMENT,0
14044,"In that case, flights won't be covered",quiver,quiver,double definition,STAIRS,0
28490,Crossword setter dropped,shed,shed,double definition,FELL,0
10888,Awful person with no end of affectation?,poser,poser,double definition,SWINE,0
31590,Biting trill is heard,mordant,mordant,double definition,CUTTING,0
76484,Old coins providing conversation,exchange,exchange,double definition,SENTENCE,0
54831,Answer to be found in chemistry lab,retort,retort,double definition,RETORT,1
36216,Paul's respect,revere,revere,double definition,REVERE,1
108705,Attribute of one flying fortress,fastness,fastness,double definition,PROPERTY,0
108890,"Of course, it's sweet",pudding,pudding,double definition,DESSERT,0
109861,"Getting forks out to skewer books, those unpleasantly dry?",splitends,split ends,double definition,STARK DRY,0
20596,"Tap: tell me, what do you do if it's stuck?",faucet,faucet,double definition,NUDGE,0
90357,Theatre of war?,operationsroom,operations room,double definition,OPERATIONS ROOM,1
5879,Percussionist circles,ringo,ringo,double definition,DRUMS,0
43700,"Sailing vessel, clipper",cutter,cutter,double definition,CUTTER,1
110102,Employment in which workers were paid to unpick seams,coalmining,coalmining,double definition,OCCUPATION,0
69067,Go away to get in with no contest,shoo,shoo,double definition,SCAT,0
31387,Watch over instructions,remit,remit,double definition,GUIDE,0
10303,Firm plan,intent,intent,double definition,STABLE,0
24800,Extend towards heaven as breakdown vehicle?,tower,tower,double definition,TOWER,1
12325,Does this imply sharecropping?,allotment,allotment,double definition,PARTITION,0
112667,"For a start, it's essential",ignitionkey,ignition key,double definition,SKELETON KEY,0
112589,"Office workers sign in invisible ink, perhaps?",secretaries,secretaries,double definition,SECRETARIES,1
71498,Ceremony appropriate for audience,rite,rite,double definition,RITE,1
133920,Ban on the very people who frequent this dating venue?,singlesbar,singles bar,double definition,SINGLES BAR,1
40889,Revolting individual given a step up,riser,riser,double definition,ARISE,0
71902,Successfully managed a kidnapping?,carriedoff,carried off,double definition,CARRIED OUT,0
134440,Female character of enduring quality?,manofiron,man of iron,double definition,SHE IN WAIT,0
112379,He leads speakers on march: an order goes out,anchorman,anchorman,double definition,DRUM MAJOR,0
135713,It's plain stupid for a mountaineer,alpinist,alpinist,double definition,SIMPLEST,0
9975,One falling for acrobat,tumbler,tumbler,double definition,TUMBLER,1
141237,Most elevated dizzy heights,highest,highest,double definition,HIGHEST,1
59898,Score runs in a series,arrange,arrange,double definition,STREAKS,0
90451,Big shock absorber,bumper,bumper,double definition,BUFFER,0
65301,Misfortune that TV repairman may bring?,setback,setback,double definition,SETBACK,1
16047,Refuse stopping short old king,offa,offa,double definition,DENY,0
82695,Where to find film not for public viewing,incamera,in camera,double definition,IN CAMERA,1
137827,No head on Nick's mop,wipe,wipe,double definition,WIPE,1
91370,"Slab, board, list? It ends in a square",threetimestable,three times table,double definition,TABLE TABLE TABLE,0
117060,Lexicographer wearing underpants?,johnson,johnson,double definition,WEBSTER,0
14238,Sketch of partial rail strike?,outline,outline,double definition,OUTLINE,1
90206,Percher from the nuthatch family by the sound of it,sitter,sitter,double definition,SITTER,1
43203,British capital,sterling,sterling,double definition,STERLING,1
10324,Not the best way to beat an opponent,worst,worst,double definition,WORST,1
137314,"Money problems, no capital",roubles,roubles,double definition,DEFICIT,0
50501,Remedy may be to change gear,redress,redress,double definition,REDRESS,1
74443,Topless in bed - so what might be on?,pyjamatrousers,pyjama trousers,double definition,SLEEPING BAGS,0
18777,Strap may follow report of some difference,thong,thong,double definition,SINEW,0
43277,Discussion at board level,tabletalk,table talk,double definition,TABLE TALK,1
74818,Lizards that may be using a double disguise,iguanas,iguanas,double definition,IGUANAS,1
103790,Hal stopped with him,ted,ted,double definition,HAL,0
46126,Strap that goes on a bit,rein,rein,double definition,REIN,1
141025,One unable to make a killing getting fired?,blankcartridge,blank cartridge,double definition,CLAY PIGEONS,0
49208,One disparaged for working for a crust?,scab,scab,double definition,SCAB,1
13506,Bear accepting stakes,tote,tote,double definition,BIDE,0
20441,Heater once used by people approaching retirement,bedwarmer,bedwarmer,double definition,BEDWARMER,1
