Index,Clue,Solution,gemma_predicted,Spaced_Solution
38475,Officer knowledgeable about voucher,coupon,assemblage,coupon
51051,Everlastin?,endless,double definition,endless
52575,They entertain a tourist on board,strippers,container,strippers
29226,Standard artillery pistol held up,regular,assemblage,regular
68503,Author on track of plants,greenery,assemblage,greenery
112624,Accommodation unlet - perhaps it's windy,flatulent,assemblage,flatulent
129099,Old economist keeping nothing at English distillery,malthouse,container,malthouse
15585,Would it take another like him to be of one mind?,halfwit,assemblage,halfwit
83590,Thus honour deceased invalid's support,sickbed,assemblage,sickbed
78083,Traffic controller's lines set in committee,bollard,container,bollard
7191,Mythological princess performed with nothing on,dido,assemblage,dido
124909,That chap's very quiet round caged beasts,hippos,container,hippos
103040,Antonio's vessels from ancient city that is to south,argosies,assemblage,argosies
114354,Very nice romp - and hard all the way,everyinch,anagram,every inch
127098,"Legendary royal butt raised in support of performance by Callas, say?",ariadne,assemblage,ariadne
66853,Plot to blow up prison in church,conspire,assemblage,conspire
93883,Tenant clutching bottle's last to come in again,reenter,container,re enter
93592,A sweet girl's name for a flier,airman,assemblage,airman
35559,Circus artiste's value is tumbling,acrobat,anagram,acrobat
82154,Level playing field,pitch,double definition,pitch
38163,Skeleton said to be a man,draught,double definition,draught
39544,"Even question being in Europe; from set of data, it's time to leave",equable,assemblage,equable
1878,"Lecherous man with sex appeal - despot, not half",satyr,assemblage,satyr
124662,Pirate boy in previous day across the water,hijacker,container,hijacker
30903,Partner going off when there's no going on,stalemate,assemblage,stalemate
93748,"Refreshing place, Newgate Forest",teagarden,assemblage,tea garden
46247,Flower girl is seen in time,daisy,assemblage,daisy
41383,Attractive bars,magnets,double definition,magnets
106331,Legal successor heard to gain from flying hazard,airpocket,assemblage,air pocket
38854,Hairstyle covers very retro crew member,bosun,assemblage,bosun
63718,"More stylish going over line, one who finishes nicely?",polisher,container,polisher
54865,"Being completely taken aback, girl admits the sport's attraction",allure,assemblage,allure
30371,Subsequently the French turned sideways,lateral,anagram,lateral
50444,Came clean: he'd worse troubles,showered,anagram,showered
1424,Cut for a game of cards,abridge,assemblage,abridge
115759,Blue stain,dirty,double definition,dirty
108673,Academics accepting old work of mathematicians,proofs,container,proofs
57162,Junction in electricity supply service,matins,container,matins
64559,Hermit endlessly rejected Indonesian buyer's furs,ermines,assemblage,ermines
67571,Railway served by Scots police?,metro,assemblage,metro
95075,Kind of servant one keeps,retainer,double definition,retainer
36402,Extreme Right following United Nations,undue,assemblage,undue
94582,"Pack, card player works out, lacking spades",wolves,assemblage,wolves
117659,A scolded bishop ignored bubbly,aerated,assemblage,aerated
103891,One causing trouble in a washing machine?,agitator,double definition,agitator
34605,Transport for Conservative replacing miners' leader in union,carriage,assemblage,carriage
88178,Some characters in Tristram Shandy are flipping clever!,smart,hidden word,smart
131864,Copies I need to revise at times,imitates,anagram,imitates
48571,Old instrument's gloss masking rising cut,seraphine,container,seraphine
134717,Rich soup in unfinished pottery,bisque,double definition,bisque
29506,Control shown as others fall,restrain,assemblage,restrain
72199,Lime and cats affected plant,clematis,anagram,clematis
140029,"Carbon tip in abseil device, suitable for climbers",ascendible,container,ascendible
14377,Reportedly bright criminal devised means of support,livelihood,assemblage,livelihood
129321,"Making pie, I'd most bananas made best use of",optimised,anagram,optimised
1999,Honour account company''s to deal out,accolade,assemblage,accolade
107131,Work on an island operation,manoeuvre,assemblage,manoeuvre
65306,"Sweet, flat fish",pomfret,assemblage,pomfret
101991,"Highly strung, one whose life may be in the balance",tightropewalker,double definition,tightrope walker
138319,"Herb we eat with bliss, when cooked",sweetbasil,anagram,sweet basil
118079,"Idiot concealing brains but not heart, almost touching",closeset,container,close set
21346,"One always on hand for a date, say",palm,double definition,palm
131031,Kid cradles rook in bower,dupre,container,du pre
129687,"Black liquid, supplied by Native American, old drunk swallowed",creosote,container,creosote
25462,Want symbolic home to have entrance changed,dearth,assemblage,dearth
66238,Thus I list Rodin's silent retrospective of noted works,oratorios,assemblage,oratorios
8277,Bird seen on street in pushchair,stroller,assemblage,stroller
60209,Lambretta-rider taking exercise on one?,moped,double definition,moped
15359,Cyclist's condition?,rider,double definition,rider
123071,Redhead swimmer nets redhead German boy,carrottop,container,carrottop
99813,Hefty cow loses firm figure,weighty,assemblage,weighty
39977,Rose and disconnected speaker,rambler,double definition,rambler
116022,Support for hovercraft's vent shield,aircushion,assemblage,air cushion
3976,Rise lest soldiers invade,increase,container,increase
25813,The theatrical profession includes one from long ago,stoneage,container,stone age
70638,"Went off and again stood around, say",retreated,assemblage,retreated
23035,Dutch Redcoat on board,edam,assemblage,edam
69643,Controlled by the computer stealthily?,underthecounter,double definition,under the counter
40313,Food out East,eats,anagram,eats
111998,"Different girl, one in Italy, to approve of",unalike,assemblage,unalike
88238,Mean to entertain Indian poet,pindar,assemblage,pindar
3715,Utterly base and gruesome moral tale,allegory,assemblage,allegory
96041,"Short of time, they run about in stadia",greyhounds,anagram,greyhounds
13152,Nearly caught involved in crime,larceny,anagram,larceny
79168,Lady of ill report,porter,anagram,porter
117783,Irregular design - zigzag on reverse,wayward,assemblage,wayward
20586,Penny puts on weight in spring,pounce,assemblage,pounce
124968,Exciting? No!,turningon,double definition,turning on
121490,"Eager to embrace quarrel with some elders all about tattooing, say",needlework,assemblage,needlework
4189,Book not one's first choice,reserve,double definition,reserve
137104,They're presently taking up space,stockingfillers,assemblage,stocking fillers
4911,"Game, part of it inspiring local backs",tennis,assemblage,tennis
45949,Poppy's first piece has some musical backing,opium,assemblage,opium
88323,Fire starting on haystack engulfs busted dam of European monarch,frederick,assemblage,frederick
123644,Daughter admitted to knowing online programs,adware,container,adware
137631,"Out of uniform, mark down artist for head of state",devalera,assemblage,de valera
67732,The Spanish invested in second-rate capital,belgrade,container,belgrade
124169,Incidental information in window by door,sidelight,double definition,sidelight
119878,"Henry joins in expression of disapproval, missing nothing",catchall,assemblage,catch all
73672,Footwear's the making of Sal,sandal,anagram,sandal
38045,US composer into percussive sounds,ives,hidden word,ives
32002,Where we hear the canopy of power may be brought down,overthrown,double definition,overthrown
140260,Short-changed minor name in finance,rothschild,anagram,rothschild
99957,Sturm und Drang applied to mopheads?,shocktactics,double definition,shock tactics
65634,Place for finding big hats and misshapen coats,ascot,anagram,ascot
117993,Physicist has current going to earth cut short,dirac,assemblage,dirac
29966,Hide away from the French and American tax service,lair,assemblage,lair
46941,"Priest leaving church leader a true tale translated for Alfred, Lord Tennyson once",poetlaureate,assemblage,poet laureate
60136,It's what it does to another Rev,butterfly,double definition,butterfly
140921,Pharaoh dips into sea and a lake in the morning,matutinal,assemblage,matutinal
141633,Apply water to cut flowers,spray,double definition,spray
73557,Ban citation right away,except,assemblage,except
17849,Producing elastic,yielding,double definition,yielding
20425,It's what could snatch victory from one side,laterally,double definition,laterally
119552,Musicians' dosh reportedly censored,brassband,assemblage,brass band
130920,Registers failing to show separate A&E charges,indicts,anagram,indicts
43928,Swallow single drink,martini,assemblage,martini
108131,Such a church can omit choral composition,romancatholic,anagram,roman catholic
43206,Cheese is strong when expected,feta,anagram,feta
139778,Conservationists with the confidence of the country?,nationaltrust,assemblage,national trust
124816,"Cryptically, what might one do with a Cornish pasty and where? That's bliss!",beatitude,assemblage,beatitude
128450,One advocates love with it on tart,hippie,assemblage,hippie
116829,Query the manner in which I turn red,erythema,hidden word,erythema
54482,It's not normal to make dancing bear caper without money,aberrance,anagram,aberrance
76111,On strike? Pass!,overhit,assemblage,overhit
123861,Salt that may be extracted from china clay?,sodiumchloride,assemblage,sodium chloride
52465,Snare ten squirming fish,entangle,anagram,entangle
26492,Ask for ring the French held sacred,inviolate,container,inviolate
102194,Some protection for annoying person with paramilitary involvement,cuirass,assemblage,cuirass
124634,Pregnant warbler? It's the sound of spring!,boing,double definition,boing
16183,"Sam's wife Sally, perhaps",aunt,double definition,aunt
107925,"Fake left behind lorry: if pinched, one heading for auction",artificial,assemblage,artificial
116650,"Is beyond the reach of social services, which is inevitable",cantbehelped,double definition,cant be helped
109401,Child torturing mice is symbolic,totemic,assemblage,totemic
110656,This month every edition is placed,installed,assemblage,installed
53359,Free trade - comic sort of rule,democratic,anagram,democratic
111929,"Intermediary's game gamble with small gain, ultimately",gobetween,assemblage,go between
78774,It could include Red Queen,royalflush,double definition,royal flush
65271,Pipe obtained from branch that is by river,brier,double definition,brier
46630,"Rationing being distributed, one cannot be seen in the dark",ignorant,anagram,ignorant
110058,You'll hardly find whips as tolerant as this,aslaponthewrist,double definition,a slap on the wrist
109340,Catastrophic changes to a musical,calamitous,anagram,calamitous
62379,"Unhealthy state of America, briefly",ill,double definition,ill
18563,Teams in drinks break after last pair dismissed,elevens,assemblage,elevens
131737,Grabbed one McDonald's in a hurry,impressed,assemblage,impressed
75905,"Brewer's lad, eg working as a flier",sedgewarbler,anagram,sedge warbler
71754,Tiresome magistrates get used to it,trying,double definition,trying
149,I held wrong capital,delhi,anagram,delhi
87234,Foreign Office backed in media claim,profess,container,profess
123563,Completely virtuous plus ’aving the wherewithal to make tricks?,goodand,assemblage,good and
45864,He suffers from a lack of balance,bankrupt,double definition,bankrupt
111069,"Show best speed, perhaps?",topgear,assemblage,top gear
75502,Plant in a vertical line at back,plumbago,assemblage,plumbago
24614,Cure for extreme dyslexia,remedy,double definition,remedy
54394,"Atypical girl, grave with minimal yen to admit love",tomboy,assemblage,tomboy
51309,Invitation to trencherman,digin,double definition,dig in
93972,"From barn, as horse led out, they steer",handlebars,anagram,handlebars
107363,Might contain live wire?,powerhouse,double definition,powerhouse
2592,"Action of a lowdown, gutless cowboy",agency,assemblage,agency
67039,Bird making rude noise,ruff,double definition,ruff
54186,Silver ring on the floor,aground,assemblage,aground
104607,Opera house chap that was lauded by Betjeman?,metroland,assemblage,metroland
67873,Old girl working as model,damosel,anagram,damosel
65705,Further instruction in drinking?,refreshercourse,assemblage,refresher course
123585,Behold Victoria and Albert's framed painting,voila,container,voila
102150,Tea - its anagram - tea?,eatbetweenmeals,double definition,eat between meals
39078,Rap song and wild flower,snapdragon,anagram,snapdragon
131166,Old Irishman describing rugby with the ultimate in ugly savagery,cruelty,container,cruelty
92775,One offers concessions in a shopping centre to wipe out first of retailers to go back,appeaser,assemblage,appeaser
126391,Deer takes one for a ride,does,double definition,does
86581,Porky's tip on the radio,tale,double definition,tale
32041,Shipmates upset on the Queen Elizabeth?,steamer,assemblage,steamer
124757,Endless succession of agency clerks,cycle,hidden word,cycle
70552,A trail that leads to the summit,ascent,assemblage,ascent
47432,"Article written about the professional stage, perhaps",apron,container,apron
117459,Club menu the AA had changed?,athenaeum,anagram,athenaeum
109517,Spooner's municipal sewer prescribed for a lazy student,downtrain,anagram,down train
122312,The lady writer short on ideas may inhibit growth,herbicide,assemblage,herbicide
126445,Leading at snooker - a conspiracy?,frameup,assemblage,frame up
67268,Communist statesman spread gold around,castro,assemblage,castro
15253,Big hitter trimmed hedge in prison,sledgehammer,container,sledgehammer
49343,Film awards back to front at the back,abaft,anagram,abaft
54922,It's strange in Scotland and is found around lake where it winds down,uncoils,assemblage,uncoils
96483,Signal that could be great help,telegraph,assemblage,telegraph
120759,Girl including work on piano for ballet,coppelia,container,coppelia
17524,Run over?,extra,double definition,extra
94586,Partisan located outside Iraqi capital,biased,container,biased
113229,Protect against wild speculation (odds off),inoculate,anagram,inoculate
67801,"The little devil! Telling stories, making insinuations",implying,assemblage,implying
64232,"One supporter stands for Judas, but not one judge",arbitrator,assemblage,arbitrator
37376,Charm in French song,enchant,assemblage,enchant
65388,Transported sheets by tube? It doesn't have much hope,pipedream,assemblage,pipe dream
100024,Seen and heard in a Kentish garden?,canterburybells,assemblage,canterbury bells
5964,Sort of rate boy's bad behaviour,goingson,assemblage,goings on
107638,Poor quality drinking water in river,tatty,container,tatty
84642,US city turning up in atlas,saintpaul,anagram,saint paul
139443,"Legless man, one goes into pub to participate",joinin,assemblage,join in
50161,A small bird's behind,astern,assemblage,astern
98673,Greek citizens' interjections to take notice over voting?,hoipolloi,assemblage,hoi polloi
67328,"Import teak, say, brought in by sea",driftwood,assemblage,driftwood
35806,Name backing European exit,gate,assemblage,gate
98588,Unnecessary words? Not about bear,paddington,assemblage,paddington
83158,Nameless bone in substance virtually like another,fibular,assemblage,fibular
131950,Kind offer to pick up Edward,tenderhearted,assemblage,tender hearted
13314,Groundbreaker I used in wharf,pioneer,container,pioneer
139340,Statesman's charity rolling in money once,floridian,container,floridian
105714,A royal holding first place in Law,principle,container,principle
103966,Plant poles in river,tansy,container,tansy
138420,Examine local yokels - to put through the wringer,lookcloselyat,double definition,look closely at
27748,Difficult universal and timeless tale is deceptive,illusory,assemblage,illusory
95045,"Street covered in rotten food, aside from the majority going downhill",offpiste,container,off piste
28763,"Hundreds into riding here and briefly golf, say",lincolnshire,container,lincolnshire
55022,Furnishing periodical with set of figures,occasionaltable,assemblage,occasional table
48173,They don't mind their own business,agents,double definition,agents
15566,French and German articles appear below,under,assemblage,under
119427,Look into top player's huge pulsating body,xraystar,assemblage,x ray star
40174,Man without shape having a little defect?,malformed,assemblage,malformed
95272,"House is virtuous, no drug being found",clan,container,clan
46693,Leaves courses without one point!,deserts,container,deserts
24165,Many get permission to unite,cleave,assemblage,cleave
38443,When the gracious appear to make a point in a study?,tuesday,container,tuesday
115649,"I err, made drunk and getting more vague",dreamier,anagram,dreamier
57712,Sail across this or surf several?,channel,double definition,channel
47005,Mock attempt to reverse in vehicle,bogus,container,bogus
35487,"It's comparatively skilful to take head off a header, you say?",abler,container,abler
22136,"Paul, perhaps, threw wobbly - blimey!",strewth,assemblage,strewth
76130,Small in two ways?,modest,double definition,modest
29978,Dramatist arranging central part for top actor,star,hidden word,star
30440,Stable chap stole pickled cucumber in the end,ostler,anagram,ostler
18900,New Testament stories about money,talents,container,talents
126370,Loss of player - perhaps from something that disagreed with him?,foolsparsley,double definition,fools parsley
98828,"Flighty young woman says: ""Father swallows bad apple""",flapper,anagram,flapper
41651,Mate captured by crew coming back for incendiary fuel,napalm,container,napalm
77077,Material in test given to secretary?,temporal,assemblage,temporal
103136,Supply a team reserve,putononeside,assemblage,put on one side
118824,Ought queen to enter plump and slumped?,roundshouldered,assemblage,round shouldered
114157,Hills split internally by floods,torrents,container,torrents
14291,Stop a squad playing,abandon,assemblage,abandon
13137,Disrupt current London theatre offensive,intrude,assemblage,intrude
5181,Two monarchs giving sovereign's first greeting in long ago county,yorkshire,assemblage,yorkshire
44972,The power of a waterfall,force,double definition,force
49011,Free … or the BBC's heading for extinction,untie,double definition,untie
65753,"Conductor, oddly, became hot",beecham,anagram,beecham
88513,Fellow restraining good one with irregular blows,gusty,container,gusty
135631,Result of depression whilst husband's away? Could be,lowspiritedness,double definition,low spiritedness
118064,Airdrie resident's more in need of liquid refreshment,drier,double definition,drier
84948,Beginning of the Hindu festival in round buildings,tholi,assemblage,tholi
126563,"Composer putting king in check, brought back knight alongside queen",bruckner,assemblage,bruckner
32296,Mother puts a fellow in the shade,magenta,assemblage,magenta
32982,Heartless poet performed,done,assemblage,done
10063,Creditworthy?,believable,double definition,believable
110534,Small section of church upset theatrical dame,evans,assemblage,evans
125845,Native close to joining argument in pub,ingrown,assemblage,ingrown
92841,"Its subject: in messy warfare, male lost",afarewelltoarms,anagram,a farewell to arms
68110,"Without lid, drain jug",ewer,assemblage,ewer
24845,Elaborate blossom,develop,double definition,develop
28089,Mathematician starts to expand upon Lagrange's extraordinary results,euler,assemblage,euler
97412,A party opening up a temple,pagoda,assemblage,pagoda
92599,A reason to corner the woodchuck,groundhog,assemblage,groundhog
128356,Sporty car's first one produced for islanders,cypriots,anagram,cypriots
77645,Snow vehicle to slide out of control into ducks,skidoo,assemblage,skidoo
50740,Old navigator giving coiners trouble,ericson,anagram,ericson
13464,Stop New York baseball team getting turned over,stem,assemblage,stem
88776,Hooligan displays sheer audacity on part of the golf course,roughneck,assemblage,roughneck
103123,"Chance minimal change in New York, bringing in detectives",accident,container,accident
130272,Pansy among daffodils is symbolic,sissy,hidden word,sissy
87055,Horse sick around the withers initially; get a cloth!,cavalrytwill,assemblage,cavalrytwill
138607,"After study, no women find time for revision",readjustment,assemblage,readjustment
87653,We're told sailor's girlfriend may be dressing,oliveoil,double definition,olive oil
92598,Light reveals sick bird looking up,illume,assemblage,illume
129752,Here's the latest deplorably bad ratatouille!,readallaboutit,anagram,read all about it
93788,"Ultimately, Marilyn Monroe had to appear ditzy - never mind!",noharmdone,double definition,no harm done
72400,Gregarious agents in the sun,social,container,social
123902,It is found growing next to the trunk,tusk,double definition,tusk
134158,Battle between black and white bags Lidl supply without issue,childless,container,childless
49672,Retired men need purpose to get up,rouse,anagram,rouse
66950,Everyone bound to be properly organised,alltiedup,assemblage,all tied up
47073,Prince enters flat of major,staple,container,staple
60023,Propose relocation,move,double definition,move
132726,"Cash substitute, if Kent got hit",gifttoken,anagram,gift token
12846,"Seasoned beef as ""Armpit Stew""",pastrami,anagram,pastrami
73796,Back seats worth their weight in gold?,tonneau,double definition,tonneau
125049,"Because investing billions inspiring you and I, certain things gathering dust",cobwebs,container,cobwebs
46135,In which train times are disrupted!,transit,anagram,transit
140232,"Flipping dull, echoing gong",tamtam,assemblage,tam tam
47033,Monkey's beginning to pick apples up,scamp,assemblage,scamp
62608,"Rupert Bear, say?",brooke,double definition,brooke
18905,Leave city's wet environment,decamp,container,decamp
105188,"Foolish American boy, who makes you think of Wallis?",simpson,assemblage,simpson
81650,"Novelist nicking lines from Moliere?, lazy hack!",emilezola,anagram,emile zola
1689,It can result in call for reserve,netcord,double definition,net cord
6025,How the rise is transformed with this beastly carving!,whitehorse,anagram,white horse
58982,"Cave in Spain, base for one male tramp",implode,assemblage,implode
76857,Women's work in underground river in Wales,distaff,assemblage,distaff
82605,Club gets tennis champion further,everton,assemblage,everton
36218,Admire a fast rider,revere,double definition,revere
102531,Blooming monarch abdicating as movement arriving,inflow,double definition,inflow
99187,"River grass encircling path, not a river grass",deepthroat,assemblage,deep throat
88555,Mineral (barium) taken from church,silica,container,silica
72148,It keeps its mouth open to strike victim,lamprey,double definition,lamprey
123466,Pacific republic drink tipped to get gold,palau,assemblage,palau
135266,Formal protests about gifts,representations,assemblage,representations
58811,Place where dangerous plot may be hatched,hotbed,double definition,hotbed
88350,Authors announced titles,writes,double definition,writes
48851,Listlessness can make one reject help,acedia,assemblage,acedia
81200,Stir a large watercourse,canal,assemblage,canal
51763,Rock band followed by American uncle telling folk stories,remus,assemblage,remus
134676,Again Emperor's given order - Congress won't be restricted by it,openmarriage,assemblage,open marriage
37720,It secures a superior item for ladies,hatpin,assemblage,hatpin
62992,Delegate seen briefly by river to get rid of insects,delouse,assemblage,delouse
62463,Places of danger to sailors suffering with sore heels,leeshores,anagram,lee shores
61792,Refuse to reply at notorious flash point,balkans,assemblage,balkans
